uniqueid,u,v,length,lanes,speed_mph
4456,1876037031,1876037095,125.7,1,50
4457,651300276,1936247335,444.8,1,50
4458,651300276,242857744,578.7,3,65
4459,1876037054,55958469,13.3,1,20
4460,1876037054,55952069,1793.8,1,20
4461,1876037054,1876037074,394.6,3,30
4462,1876037074,55958471,12.6,1,25
4463,1876037074,55957826,640.2,1,25
4464,1876037074,1876037031,456.9,3,30
4465,1876037095,1016908978,380.3,1,50
4466,1876037104,1017107304,45.6,3,30
4467,1876037104,1876037095,69.2,1,50
4468,57806337,57806338,13.9,2,25
4469,57806337,57858616,187.1,2,30
4470,57806338,347718031,14.3,2,30
4471,57806338,4386686439,202.5,2,25
4472,57806543,57932148,1115.3,1,40
4473,57806543,2451197105,117.9,3,40
4474,57806672,57805863,1159.3,1,20
4475,57806672,57842713,415.1,1,25
4476,57806672,57857950,221.4,2,25
4477,62342211,62323883,1331.5,1,20
4478,57806722,2446567986,12.3,2,20
4479,57806722,57832916,719.0,3,30
4480,57806723,57826134,2146.6,1,20
4481,57806723,5033341934,55.0,2,20
4482,4167654046,350354558,15.4,1,30
4483,4167654046,289289790,181.0,3,30
4484,4557979188,4557979295,10.9,2,20
4485,4557979188,5309333023,299.7,2,20
4486,4167654063,5301240272,6.3,1,20
4487,4167654063,57882738,746.5,1,20
4488,4167654063,5055217652,42.9,1,30
4489,1717346901,1928212900,388.3,1,25
4490,1717346901,57814068,69.0,1,25
4491,57807074,3040329552,14.8,2,30
4492,57807074,57907047,358.6,2,30
4493,57807074,1827192877,118.2,2,20
4494,5269229840,5269229843,260.6,2,35
4495,5269229841,5269229840,8.7,2,35
4496,5269229841,3221405795,118.5,2,20
4497,5269229843,3221384034,11.3,3,35
4498,5269229843,352682866,151.1,3,35
4499,5269229843,3228956993,54.5,1,20
4500,5269229848,3197881554,9.3,1,20
4501,5269229848,3221405795,243.3,1,20
4502,5269229848,622881573,402.4,3,35
4503,3224506709,3224499582,10.0,2,20
4504,3224506709,57928878,731.5,2,35
4505,1096946064,1096946093,57.0,3,25
4506,1096946064,65522610,43.4,3,25
4507,1096946074,1096946086,43.2,1,30
4508,1096946074,1081556194,33.5,3,25
4509,1096946081,313201235,40.4,3,25
4510,1096946081,652384001,38.8,1,30
4511,1096946086,65625795,352.2,3,30
4512,1096946088,1096946130,43.2,1,30
4513,1096946088,1081556194,37.4,4,30
4514,1096946093,65522610,38.5,1,25
4515,1096946093,1082968395,563.6,1,25
4516,1096946115,65522610,45.3,1,20
4517,1096946115,65469088,255.2,1,20
4518,1096946115,1096946119,57.7,3,25
4519,1096946119,65404081,623.3,3,25
4520,1096946130,65522587,181.4,3,25
4521,263328218,53024441,93.4,1,25
4522,263328218,53024459,1124.5,1,25
4523,263328218,5375653714,82.0,1,20
4524,57807335,4602352135,363.3,1,20
4525,57807335,57891123,1187.0,1,45
4526,57807335,57815099,986.1,1,45
4527,1870795357,1870797011,249.8,2,25
4528,657592928,3951032122,12.3,2,40
4529,657592928,657592932,289.9,2,35
4530,657592932,3951032116,8.6,1,20
4531,657592932,3901985423,328.9,1,20
4532,282634501,760124251,13.4,1,20
4533,282634501,1086746982,15.1,1,20
4534,282634501,282634505,156.8,3,30
4535,282634505,760124109,12.7,1,20
4536,282634505,313112386,190.3,3,30
4537,657593002,3951033441,30.8,2,40
4538,657593002,3110365109,176.6,3,35
4539,581047109,260494512,12.5,1,20
4540,57807801,262105567,14.2,3,25
4541,57807801,57903394,442.5,3,45
4542,57807810,262105535,161.1,3,25
4543,57807810,57898534,72.8,1,25
4544,5241967569,65363410,22.6,1,20
4545,5241967569,65364384,557.3,1,20
4546,5241967569,5241967578,34.4,1,20
4547,5241967578,65363410,22.5,1,20
4548,5241967578,65309288,399.7,1,20
4549,651301852,651296346,13.4,3,30
4550,651301852,3477560453,25.5,3,35
4551,3966899192,57890140,10.5,1,20
4552,3966899192,57872460,1973.4,1,20
4553,3966899192,57790814,2222.9,3,45
4554,57807864,57833222,2002.2,1,20
4555,57807864,262120856,150.2,3,25
4556,57807864,262120813,22.8,1,20
4557,57807871,57900497,36.5,1,25
4558,57807871,57868722,469.2,1,20
4559,57807871,57913392,2145.2,1,25
4560,57807871,262120813,238.8,3,25
4561,57807935,1829966036,16.5,1,20
4562,57807935,57817450,1216.0,1,20
4563,57807935,1829966008,481.6,4,20
4564,257037757,65568449,13.5,3,25
4565,257037757,259387578,110.1,3,35
4566,3966119340,1316955616,502.8,3,25
4567,5047780855,5029883603,138.0,1,30
4568,5047780855,5372972108,640.0,2,30
4569,5047780855,53019988,232.9,2,30
4570,257037856,257037857,14.4,3,35
4571,257037856,259247193,283.1,2,25
4572,257037857,257037757,12.0,3,25
4573,257037857,65568458,165.8,2,35
4574,219289155,53025578,39.1,1,50
4575,219289155,219291361,56.6,1,50
4576,57808513,57808533,930.2,1,20
4577,57808513,57801412,621.8,1,20
4578,57808513,53024342,2151.1,1,20
4579,57808533,53039165,5898.2,1,20
4580,57808533,57825313,2312.1,1,20
4581,57808533,57808513,930.2,1,20
4582,57808541,57846280,51.2,2,35
4583,57808541,57808575,1854.7,1,40
4584,57808541,370517240,640.6,2,40
4585,57808575,57808541,1854.7,1,40
4586,57808575,3224395166,752.8,1,37
4587,57808575,57813545,581.0,1,40
4588,57808575,2807884004,821.2,1,20
4589,57808589,2807884004,13.4,1,20
4590,57808614,57808615,183.9,1,20
4591,57808614,57865381,191.7,2,20
4592,57808614,57865394,391.8,1,20
4593,57808615,57808614,183.9,1,20
4594,57808615,57924648,409.6,1,20
4595,57808615,57907890,188.5,2,20
4596,57808615,57808625,721.6,1,20
4597,57808625,57833222,245.9,1,20
4598,57808625,262105569,427.7,1,20
4599,57808625,262120801,450.5,1,20
4600,57808625,57808615,721.6,1,20
4601,57808634,2757814060,722.0,1,20
4602,57808634,262105565,399.4,1,20
4603,57808634,57808643,815.3,1,20
4604,57808634,57807822,350.5,1,20
4605,57808643,241887544,334.5,1,20
4606,57808643,57913392,1329.6,1,20
4607,57808643,57882843,417.4,1,20
4608,57808643,57808634,815.3,1,20
4609,57808766,57808773,153.2,1,20
4610,57808773,57808777,117.2,1,20
4611,57808773,57808766,153.2,1,20
4612,57808773,57854217,125.0,1,20
4613,57808777,57808773,117.2,1,20
4614,57808777,4976343592,210.6,3,25
4615,241309735,240823779,236.6,2,50
4616,241309735,52998444,204.2,2,20
4617,1870797007,2456990364,100.1,3,25
4618,1870797007,62362573,344.3,1,50
4619,1870797011,62446969,70.6,2,25
4620,1870797011,1870797007,281.5,2,25
4621,604117351,292441254,164.4,1,20
4622,293738967,65317747,176.0,5,25
4623,1665276401,1853803562,17.8,3,30
4624,1665276401,4177254256,20.1,3,25
4625,1665276403,1665276401,12.1,3,25
4626,1665276403,4177254276,375.8,3,30
4627,57809459,2564911123,129.4,1,20
4628,57809459,3242026562,542.4,1,20
4629,57809459,1673022872,2655.4,1,20
4630,57809545,262294338,17.8,3,35
4631,57809545,57851223,110.7,3,35
4632,57809548,3881257516,10.7,1,20
4633,57809548,57809550,187.7,3,35
4634,57809550,3881257517,19.1,1,20
4635,57809550,57809557,593.4,3,35
4636,57809557,3881257525,12.3,1,20
4637,57809557,57809564,582.7,3,35
4638,57809564,3881257518,13.6,1,20
4639,57809564,240513378,149.2,2,20
4640,57809564,240513395,36.9,2,35
4641,3951172252,95718672,505.0,1,20
4642,3951172252,95718595,1451.5,1,25
4643,3951172252,95708926,490.6,2,30
4644,3951172252,95706323,1040.3,2,30
4645,57809573,2503330187,383.6,1,35
4646,57809573,240513200,94.3,3,25
4647,57809573,57878951,460.4,1,20
4648,57809633,262105111,16.5,3,25
4649,57809633,57876904,465.9,2,25
4650,57809633,57809640,188.4,3,25
4651,57809640,262105119,11.0,2,20
4652,57809640,57809643,186.7,3,25
4653,57809643,262105119,173.7,3,25
4654,57809643,57809645,78.6,1,25
4655,57809645,262105251,11.4,1,25
4656,57809645,262105240,172.4,3,45
4657,57809645,57809643,78.6,1,25
4658,240261937,433475323,20.5,1,50
4659,240261937,65431028,125.0,3,35
4660,4168227703,53043857,632.2,1,25
4661,4168227703,4181978389,50.7,2,25
4662,4955708345,1350063722,64.1,1,30
4663,4955708345,53043008,85.2,3,25
4664,57809919,625649300,13.9,1,35
4665,57809919,625647953,1216.5,3,40
4666,906107915,906114526,16.0,2,30
4667,906107915,906108034,1418.3,2,25
4668,57809938,3224267760,38.7,1,35
4669,57809938,3224268474,45.0,1,35
4670,57809938,2398956464,1011.3,1,35
4671,57809938,3224264240,2337.0,1,35
4672,57809950,559569341,29.3,1,35
4673,57809950,4621372260,2393.5,1,45
4674,57809950,3224268472,38.0,1,35
4675,57809950,3224267760,768.4,1,35
4676,1298275414,246295737,356.5,5,65
4677,57810039,57879915,1842.7,1,20
4678,57810039,57857140,413.7,3,25
4679,57810039,57901605,565.1,1,25
4680,1298275448,353134060,553.2,1,50
4681,1298275448,246343077,804.5,2,50
4682,906108034,906114571,12.6,1,20
4683,906108034,65347395,913.4,2,25
4684,57810064,2420413612,15.7,3,25
4685,3471973523,826956548,15.9,3,30
4686,3471973523,3960734759,130.8,2,20
4687,4356268113,62434116,66.1,2,20
4688,4356268113,62434111,138.6,2,20
4689,367140056,65403253,103.9,3,25
4690,367140056,65388949,389.2,1,50
4691,2435980579,2435980564,133.6,1,30
4692,2435980579,317106469,701.6,1,35
4693,2435980579,313268573,1145.0,1,30
4694,90316162,90316269,4448.5,1,25
4695,4356268163,62384798,30.6,1,25
4696,4356268163,4356268172,57.3,1,25
4697,4356268172,62384851,70.1,2,25
4698,90316269,4941471593,4081.4,1,25
4699,90316269,90316162,4448.5,1,25
4700,90316269,90475875,1276.2,1,20
4701,2346851875,1020748961,86.3,2,20
4702,2346851875,65594895,77.4,3,35
4703,90316412,4941471593,951.6,1,25
4704,90316412,90600917,217.6,1,30
4705,90316412,90535952,9369.7,1,30
4706,1772232351,1451678540,202.0,1,20
4707,219291361,904479654,1088.0,1,20
4708,219291361,2508765188,31.7,1,20
4709,1372725044,53028751,408.4,1,30
4710,1372725044,1372725050,497.3,1,35
4711,1372725044,4451306346,473.9,1,30
4712,1372725050,53083145,51.6,3,35
4713,1372725050,1372725044,497.3,1,35
4714,1372725051,1372725050,52.9,3,35
4715,1372725065,53023086,14.7,3,35
4716,1372725065,1372725051,648.0,3,35
4717,2495749998,65501721,896.9,1,30
4718,2495749998,3461841921,29.0,3,30
4719,2495750002,65408475,78.1,3,25
4720,2495750002,65621647,860.3,1,25
4721,1155669875,306530280,1039.4,2,65
4722,2495750004,2495750005,17.3,3,30
4723,2495750004,312420397,25.7,4,40
4724,1372725110,53046805,20.9,3,40
4725,1372725110,4454452791,1198.8,3,40
4726,2495750005,3477575237,34.3,3,25
4727,2495750005,655614112,12.4,3,40
4728,1372725118,1372725110,14.9,3,45
4729,1372725118,577629986,401.0,3,40
4730,209854346,26028051,698.5,2,65
4731,1372725133,658952504,15.1,3,45
4732,3751944148,85644706,3775.2,1,30
4733,3751944148,3401229318,3106.1,1,30
4734,3751944148,3751944166,526.3,1,20
4735,3090292694,4236884649,153.2,2,20
4736,3751944166,3751944148,526.3,1,20
4737,65469248,317526507,23.2,3,40
4738,65469248,2404192069,79.8,3,25
4739,57811145,57893976,1183.1,1,20
4740,57811145,57831693,1337.4,1,20
4741,57811145,57861105,207.4,1,20
4742,312445619,225208762,248.4,1,50
4743,312445619,312445577,208.9,4,50
4744,57811255,5265253903,152.7,1,20
4745,57811257,5265253903,12.7,1,20
4746,57811257,57927134,216.0,4,35
4747,57811305,57811342,2003.4,1,20
4748,57811342,57811305,2003.4,1,20
4749,57811342,1289827332,1657.1,1,30
4750,57811342,57898460,3476.2,1,35
4751,4178715060,4178715061,11.3,1,25
4752,4178715060,3471986107,810.9,2,25
4753,4178715060,4178721019,12.5,3,25
4754,4178715061,4178715060,11.3,1,25
4755,4178715079,660036961,24.5,3,40
4756,4178715079,4178715082,34.5,1,30
4757,4178715082,1863817953,97.0,2,45
4758,4178715082,4178715079,34.5,1,30
4759,4178715084,660037296,257.1,3,40
4760,4178715084,4178715087,46.3,1,20
4761,4178715087,660036856,30.5,2,45
4762,4178715087,4178715084,46.3,1,20
4763,259138401,65329503,8.2,1,20
4764,259138401,65344932,115.5,2,30
4765,657597303,657603085,213.9,3,37
4766,4885455736,3346589969,12.8,2,30
4767,4885455736,33619011,10.5,4,25
4768,3221365827,3221365838,9.3,3,40
4769,3221365827,3221365838,1072.5,2,20
4770,3221365838,3102994819,10.9,2,20
4771,3221365838,346396643,241.1,3,45
4772,219292862,1212611065,251.2,1,50
4773,259138834,65327914,8.3,1,20
4774,259138834,65327923,734.6,1,20
4775,259138834,4018939473,119.5,2,30
4776,259138837,65310823,8.2,3,30
4777,259138837,259138834,209.8,2,30
4778,259138838,65354081,734.8,4,30
4779,259138838,259138837,105.1,2,30
4780,259138843,65287243,8.3,1,20
4781,259138843,65287261,734.6,1,20
4782,259138843,259138838,314.7,2,30
4783,259138846,65308325,8.5,2,30
4784,259138846,259138843,209.8,2,30
4785,259138846,65308334,734.5,1,25
4786,259138847,65339305,8.4,1,30
4787,259138847,65368988,734.6,1,30
4788,259138847,259138846,105.0,2,30
4789,259138855,65314202,7.8,1,20
4790,259138855,65314212,561.0,1,20
4791,259138855,65339460,106.2,2,30
4792,259138858,65319992,8.0,3,30
4793,259138858,259138855,209.4,2,30
4794,293741891,65290257,12.8,4,25
4795,293741891,65282559,469.2,1,50
4796,1516381704,851531588,222.3,1,50
4797,1516381704,250045446,892.0,2,50
4798,264929437,686359099,78.3,1,20
4799,259139108,259139109,8.1,3,30
4800,259139108,4019294259,110.3,2,25
4801,259139109,65352257,562.6,3,30
4802,259139109,259138858,104.8,2,30
4803,1771186156,1771186196,54.0,3,20
4804,1771186157,1771186171,73.4,3,20
4805,1771186157,1771186277,438.1,1,20
4806,1771186154,1771186203,13.7,1,50
4807,1771186154,3983094311,19.8,2,20
4808,1771186166,1771186171,11.6,1,20
4809,1771186166,305533352,243.6,1,20
4810,1771186166,4489622776,235.8,2,20
4811,1771186171,1771186166,11.6,1,20
4812,1771186171,1771186277,137.5,3,20
4813,1771186178,1771186156,13.6,2,50
4814,1771186178,5200831751,582.7,3,20
4815,1771186179,1771186184,12.8,2,20
4816,1771186179,4489622775,285.5,2,20
4817,1771186217,5200831750,7.9,2,20
4818,1771186249,1771186277,12.4,1,20
4819,1771186249,1771186166,137.3,2,20
4820,670181455,671081002,1401.6,2,45
4821,1771186260,1771186217,12.7,2,20
4822,1771186260,2263587584,54.1,2,20
4823,1771186277,1771186249,12.4,1,20
4824,1771186277,1771186157,438.1,1,20
4825,1771186277,5020965103,93.5,3,20
4826,65469702,65469688,303.3,1,20
4827,65469702,65496430,262.3,2,35
4828,65469702,65513493,82.7,2,35
4829,1948395902,1948395903,10.6,1,50
4830,1948395902,204806923,92.8,1,20
4831,1948395903,1948395905,9.5,2,25
4832,1948395905,1948395904,11.4,1,50
4833,1948395905,1948395909,159.8,2,25
4834,1948395906,957443951,28.0,2,35
4835,1948395906,259957802,49.9,1,25
4836,1948395907,1332095170,116.3,2,35
4837,1948395908,957443951,9.5,2,20
4838,1948395908,1948395907,27.2,2,35
4839,1948395909,1948395910,9.6,2,25
4840,1948395910,1948395908,11.6,2,35
4841,1948395910,957443587,156.5,2,20
4842,1948395904,1948395902,10.0,1,20
4843,1948395904,52999787,282.3,1,50
4844,704784837,65523257,34.9,1,20
4845,704784837,65523257,55.8,2,20
4846,704784837,220217924,251.3,1,20
4847,57813458,3196064978,14.8,3,35
4848,57813458,57827774,212.3,2,35
4849,246557216,246574386,79.3,1,50
4850,246557219,246574411,673.0,1,50
4851,246557219,246438223,854.2,1,50
4852,57813545,347538899,13.6,1,40
4853,57813545,57808575,581.0,1,40
4854,57813545,370517237,1851.2,3,40
4855,57813572,2463633234,42.9,1,20
4856,57813572,2463633294,31.7,3,45
4857,57813572,625738318,16.5,1,25
4858,246557258,65388686,509.5,2,50
4859,246557258,1298988997,346.4,1,50
4860,57813593,1793901682,807.8,2,20
4861,57813593,2463633263,675.3,1,20
4862,57813609,1793901641,89.5,1,25
4863,57813683,2324989210,1089.0,1,20
4864,57813683,1835679964,2413.1,1,35
4865,57813683,57872403,967.5,2,35
4866,57813731,312689196,11.3,3,35
4867,57813731,312689191,45.7,3,35
4868,57813733,320402759,15.4,1,20
4869,57813733,57813731,160.6,3,35
4870,57813746,57956212,1249.1,1,20
4871,57813746,312688922,709.6,1,30
4872,57813746,57927060,177.2,2,20
4873,57813746,57813749,204.0,1,30
4874,57813749,57813770,710.9,1,30
4875,57813749,57813746,204.0,1,30
4876,57813749,57927060,3336.6,1,20
4877,57813770,57880588,1825.4,1,20
4878,57813770,57813785,640.9,1,30
4879,57813770,57813749,710.9,1,30
4880,57813785,2451197115,45.8,1,30
4881,57813785,57813770,640.9,1,30
4882,57813785,57846601,1219.6,1,20
4883,57813788,2451197109,23.0,3,40
4884,57813788,5187946931,12.6,1,30
4885,57813788,2451197115,56.8,1,30
4886,57813938,352763959,14.2,1,20
4887,57813938,57813951,1611.7,1,20
4888,57813938,57816926,293.3,4,25
4889,57813951,57813938,1611.7,1,20
4890,349318134,4201640663,8.9,1,20
4891,349318134,349318138,181.4,1,20
4892,349318134,3960088868,112.8,2,20
4893,349318138,349318134,181.5,1,20
4894,57814033,57827865,36.3,2,20
4895,57814033,57829105,555.2,1,25
4896,57814068,348061241,17.4,1,25
4897,57814068,1717346901,69.0,1,25
4898,57814068,57818376,381.1,3,30
4899,57814071,3222635771,9.2,1,25
4900,57814071,57814077,610.9,1,25
4901,57814071,57789433,234.2,2,20
4902,57814077,57814071,610.9,1,25
4903,57814077,57926040,406.6,1,20
4904,57814077,3222372241,830.4,1,25
4905,430058657,360468242,203.8,2,25
4906,430058657,274843935,350.6,1,50
4907,57814265,57896161,239.7,1,20
4908,57814265,2448531313,630.5,1,20
4909,57814265,5301217278,49.2,1,20
4910,57814271,57872270,185.8,1,25
4911,57814273,57814271,42.1,1,25
4912,57814273,1809266097,61.4,3,25
4913,57814281,57814273,206.9,3,25
4914,57814281,57905734,386.3,3,25
4915,57814283,57855541,89.5,2,20
4916,57814283,57814281,178.1,3,25
4917,57814283,4745081588,145.4,1,20
4918,57814287,57814283,304.9,3,25
4919,57814287,57870544,90.1,1,25
4920,57814287,57848929,346.6,1,25
4921,2873240896,65491633,1495.2,1,50
4922,2873240896,65595523,1102.8,1,50
4923,2873240896,65630777,3270.8,1,52
4924,973221268,110367728,168.1,1,35
4925,973221268,110367725,257.7,1,55
4926,973221268,973268029,8930.5,1,55
4927,1155673508,1155674762,86.9,1,55
4928,1155673508,65589271,3336.6,1,55
4929,263335392,5375653695,741.7,1,20
4930,57814565,57785398,1684.9,1,25
4931,57814565,3224477078,62.1,2,25
4932,57814567,627287146,12.9,2,25
4933,57814567,258154399,1292.5,2,25
4934,245509683,4938097615,767.2,4,65
4935,245509683,312122302,745.7,2,50
4936,57814592,57893942,439.4,1,20
4937,57814592,57870569,936.2,1,20
4938,57814592,57893927,419.1,1,20
4939,1068641917,251911859,168.4,3,45
4940,308424513,91076487,309.6,1,25
4941,150089564,33438029,279.5,1,50
4942,150089564,1067457597,378.7,3,65
4943,4588023904,4588023892,285.0,1,20
4944,4588023904,1710615342,217.8,1,20
4945,4588023904,4588023954,204.2,1,20
4946,4588023905,4588023686,9.1,1,20
4947,57814931,57815099,3423.2,1,20
4948,4588023937,4588024019,485.8,1,20
4949,57815099,57807335,986.1,1,45
4950,57815099,659670402,1023.0,1,45
4951,57815099,57814931,3423.2,1,20
4952,1812082771,552588974,341.9,1,20
4953,1812082771,1812082771,81.1,1,20
4954,1812082771,1812082771,81.1,1,20
4955,56024840,56024812,2329.8,1,20
4956,4588023954,4602546608,606.7,1,20
4957,4588023954,1710615355,84.6,1,20
4958,4588023954,4588023904,204.2,1,20
4959,57815149,57796266,29.7,1,30
4960,57815149,53013605,1022.3,1,20
4961,57815149,240481105,44.8,2,25
4962,2286039246,254931251,48.9,1,20
4963,57815380,57815392,489.9,3,45
4964,57815392,348042253,13.7,3,45
4965,57815392,57914850,2748.0,2,35
4966,57815434,57912832,916.6,3,30
4967,57815434,418984586,665.8,1,30
4968,4588024019,4588023892,276.0,1,20
4969,4588024019,4588023686,234.5,1,20
4970,4588024019,4588023937,485.8,1,20
4971,4588024019,4588023996,510.6,1,20
4972,260190664,3978798072,24.2,3,30
4973,260190664,65334641,20.7,2,25
4974,349319708,4201593519,11.1,1,20
4975,349319708,4201593519,378.3,2,20
4976,349319708,4201593532,109.3,2,20
4977,1155674762,1155669875,1153.8,1,55
4978,1155674762,1155679191,568.5,1,45
4979,417477356,57794956,94.8,2,20
4980,57815980,1717122708,751.5,1,20
4981,57815980,57818408,830.3,1,20
4982,57815980,1793901630,42.0,2,20
4983,57815997,57816017,1552.5,1,20
4984,57815997,1717122493,53.9,1,20
4985,57815997,1717122708,67.3,2,20
4986,57816017,57818408,3355.0,1,20
4987,57816017,57816035,895.0,1,20
4988,57816017,57815997,1552.5,1,20
4989,57816035,57816017,895.0,1,20
4990,57816035,57828589,2746.3,1,20
4991,57816035,5185427696,932.6,1,20
4992,57816041,243683452,354.9,1,50
4993,57816041,57816044,93.5,2,20
4994,57816044,249041984,13.9,1,50
4995,57816044,262790116,543.9,3,20
4996,263337021,1091753543,361.1,1,20
4997,263337021,263337663,56.3,2,20
4998,263337025,263337663,198.4,1,20
4999,263337025,263337026,55.5,2,20
5000,263337026,263337030,290.9,1,20
5001,263337026,263337025,54.4,2,20
5002,263337030,1091753831,50.2,2,20
5003,263337030,263337026,290.9,1,20
5004,1923232858,349807551,13.9,1,25
5005,1923232858,53016507,73.6,2,20
5006,1923232861,53039645,19.1,3,25
5007,1923232861,1923232858,929.5,2,20
5008,3585225842,320403831,78.8,1,45
5009,3585225842,272285038,86.1,3,45
5010,1293038861,65481441,648.7,3,25
5011,245511592,760124157,12.3,3,30
5012,245511592,760124024,37.4,3,25
5013,906114526,3152008145,476.3,2,30
5014,906114526,906138312,17.9,3,25
5015,906114571,906108034,12.6,1,20
5016,906114571,906114526,1412.9,3,25
5017,906114571,65485025,949.0,1,20
5018,4974589472,4931501706,1692.1,1,25
5019,263337663,263337021,56.1,2,20
5020,263337663,263337025,198.4,1,20
5021,260191986,65327494,216.0,1,20
5022,57816829,351870983,12.8,1,20
5023,57816829,57816836,93.9,2,25
5024,57816836,351871170,13.8,1,20
5025,57816836,57795083,911.5,1,20
5026,57816836,3969141522,655.5,2,35
5027,65470415,65521867,667.6,1,25
5028,65470415,65424156,217.0,1,25
5029,65470415,65580016,131.2,1,25
5030,57816852,1829965650,10.8,4,25
5031,57816861,4932647564,123.5,2,20
5032,57816861,57816880,825.3,3,25
5033,57816880,57895540,1303.4,2,20
5034,57816880,57816889,1007.8,3,25
5035,57816889,352765714,16.3,1,20
5036,57816889,57816894,536.3,3,25
5037,57816894,1829965054,14.1,3,25
5038,57816894,57895560,991.8,2,20
5039,57816911,1829965039,13.5,3,25
5040,57816911,5019186445,498.0,2,20
5041,57816913,352763962,17.4,2,20
5042,57816913,57813938,337.3,4,25
5043,57816926,5019186422,13.7,3,25
5044,57816929,352763411,16.6,2,20
5045,57816929,57816934,626.2,3,25
5046,57816934,352763113,15.9,1,20
5047,57816934,57913002,940.0,1,20
5048,57816934,57816936,122.2,3,25
5049,4932646757,456683804,8.8,2,20
5050,57816936,352763113,121.4,3,25
5051,57816936,57816940,460.4,1,25
5052,4932646758,4932646757,13.7,2,20
5053,4932646758,4932646757,1236.5,2,20
5054,57816940,57816936,460.4,1,25
5055,57816940,57816942,411.4,3,25
5056,57816942,262693397,1659.6,2,20
5057,57816942,57796552,813.6,1,25
5058,57816942,57816940,410.3,3,25
5059,57816942,57818920,814.6,1,20
5060,57816969,4591253282,1320.5,1,30
5061,57816969,57822814,2420.9,1,30
5062,57816969,57796552,757.5,1,25
5063,57816969,57816976,394.0,1,20
5064,57816976,57816969,394.0,1,20
5065,57817024,57817035,621.7,1,20
5066,57817024,57855526,549.9,1,20
5067,57817024,57905734,730.9,1,20
5068,57817024,57905720,354.6,1,20
5069,260192202,65327512,183.6,1,20
5070,57817035,57817042,446.9,1,20
5071,57817035,57817024,621.7,1,20
5072,57817035,2463376314,337.1,2,30
5073,57817035,57918500,706.3,1,30
5074,57817042,57817035,446.9,1,20
5075,57817042,1807972751,403.9,2,20
5076,57817056,554079947,11.5,1,20
5077,57817056,57922739,326.0,1,20
5078,1068644387,1724786594,44.9,4,65
5079,26497337,310986100,534.2,4,65
5080,57817333,4924867050,723.4,3,25
5081,4178721019,2559594483,105.7,1,25
5082,4178721019,4176133989,45.3,3,25
5083,57817345,289289221,12.0,1,25
5084,57817345,5021057423,13.1,2,20
5085,57817345,1533280193,43.6,3,25
5086,57817346,57834061,314.3,1,20
5087,57817346,57834057,1435.1,1,20
5088,57817346,4628044339,106.2,2,20
5089,57817399,2314405032,215.9,1,20
5090,57817399,57885243,548.5,1,20
5091,57817399,57855515,166.8,4,20
5092,57817399,57906272,802.7,2,20
5093,57817403,4740433626,19.4,2,20
5094,57817403,4740433641,285.3,3,25
5095,57817429,3005731181,1015.5,2,20
5096,57817429,57817440,816.7,2,20
5097,57817440,57817448,708.5,1,20
5098,57817440,57817429,816.7,2,20
5099,57817440,57858729,811.7,2,25
5100,57817440,57858750,653.4,2,25
5101,57817448,57841495,1037.3,1,20
5102,57817448,5367324383,768.4,1,20
5103,57817448,57817450,115.2,1,20
5104,57817448,57817440,708.5,1,20
5105,57817450,351870983,887.1,1,20
5106,57817450,57807935,1216.0,1,20
5107,57817450,57817448,115.2,1,20
5108,3958520250,720619675,11.6,1,50
5109,3958520250,343659039,225.0,3,25
5110,657603085,358392073,384.5,1,50
5111,657603085,657606296,55.4,3,40
5112,4599200298,5243936038,72.7,1,20
5113,283261510,53043845,10.9,1,25
5114,283261510,283261522,125.7,2,30
5115,283261510,53043850,551.1,1,25
5116,283261522,53126420,11.0,1,25
5117,283261522,283261585,684.8,2,30
5118,283261545,99390486,11.1,2,20
5119,283261545,283261597,156.7,3,30
5120,283261569,95187110,12.8,3,25
5121,283261569,53130773,155.7,3,30
5122,283261585,283261586,15.1,2,30
5123,283261585,53064347,557.5,2,30
5124,283261586,280699441,11.1,3,30
5125,283261586,2387016984,1120.1,2,30
5126,4932647564,57822388,875.3,1,20
5127,4932647564,57816861,112.4,2,20
5128,65470595,665682251,946.2,1,20
5129,65470595,4168067352,195.2,1,25
5130,65470595,65500863,163.4,1,25
5131,283261596,53090218,26.6,1,25
5132,283261596,283261545,35.3,3,30
5133,283261596,53090219,37.8,1,25
5134,283261596,99390376,106.7,2,20
5135,283261597,283261560,68.9,3,30
5136,283261597,53056608,100.6,3,25
5137,283261604,283261605,76.0,3,30
5138,283261605,283261569,31.6,3,30
5139,283261605,95187097,66.9,3,25
5140,283261611,283261626,12.2,2,30
5141,283261611,283261661,483.9,3,30
5142,283261622,3930798936,58.5,1,30
5143,283261622,1230248531,52.9,2,30
5144,283261626,95182139,12.2,3,30
5145,283261626,283261628,347.1,2,30
5146,283261628,53059973,14.2,1,25
5147,283261628,429455080,498.3,2,25
5148,283261628,283261629,54.5,2,30
5149,283261629,2389164179,534.1,2,25
5150,283261629,283261630,115.0,2,30
5151,283261630,95200487,23.8,3,25
5152,283261630,283261632,173.1,2,30
5153,283261632,53059965,15.3,2,25
5154,283261632,429455078,473.4,1,25
5155,283261632,2389106033,330.1,3,30
5156,65470603,65470600,212.3,1,20
5157,57817795,57914876,470.5,2,25
5158,57817795,57841711,455.3,2,25
5159,57817795,57929414,233.1,1,20
5160,283261661,429455075,62.9,1,20
5161,283261661,429455076,71.8,3,30
5162,283261669,53125473,48.7,2,25
