osmid,x,y,ref,highway,index
281266,-122.3025783,37.5601845,414B,motorway_junction,0
302878,-122.059974,37.348484,,,1
302883,-122.0597495,37.337686600000005,19A,motorway_junction,2
302888,-122.0516164,37.3277785,,,3
15972513,-121.8930094,36.9751755,433B,motorway_junction,4
15972517,-121.9068985,36.9760806,,,5
25457926,-121.5559232,36.9990984,356,motorway_junction,6
25457938,-121.5539128,37.0078681,,traffic_signals,7
25457946,-121.55839640000002,37.0075508,,,8
25457976,-121.9014733,37.3641683,,,9
26027653,-122.1087882,37.407877,,,10
26027655,-122.1098717,37.4071756,,,11
26027656,-122.1136055,37.401376,,traffic_signals,12
26027659,-122.1034649,37.4162847,,traffic_signals,13
26027669,-122.1014619,37.4238046,,,14
26027671,-122.1015999,37.4218629,,traffic_signals,15
26027688,-122.0177816,37.3559053,,traffic_signals,16
26027690,-122.0140663,37.3531613,,traffic_signals,17
26027965,-122.013768,37.3666158,,,18
26027977,-122.0129908,37.3830944,,,19
26028038,-122.068844,37.3878941,,,20
26028045,-122.068688,37.395435600000006,23,motorway_junction,21
26028051,-122.06997309999998,37.4046501,,,22
26028101,-122.015142,37.3962722,,,23
26028102,-122.0280362,37.3990915,,motorway_junction,24
26028106,-122.0565203,37.4055796,,,25
26028109,-122.0681996,37.4081826,399A,motorway_junction,26
26028114,-122.09246740000002,37.4211269,400B,motorway_junction,27
26028129,-122.1770085,37.4817473,406,motorway_junction,28
26028133,-122.181374,37.4836887,,,29
26028708,-122.108901,37.4087796,,,30
26028723,-122.0221413,37.3820592,,motorway_junction,31
26028729,-122.0154986,37.378997,,motorway_junction,32
26028750,-122.0368475,37.3691443,,traffic_signals,33
26028751,-122.0342112,37.376980200000006,,,34
26028753,-122.0332639,37.3803557,,,35
26028756,-122.0303453,37.3900939,,,36
26028757,-122.0276196,37.3992543,,,37
26029008,-122.1021537,37.4194468,,traffic_signals,38
26029013,-122.101962,37.420407700000005,,,39
26029018,-122.1019928,37.4211497,,,40
26029085,-122.0456184,37.3863605,,,41
26029097,-122.0781725,37.4144948,,,42
26029613,-122.0653972,37.377428,,,43
26029615,-122.0598179,37.3751528,,,44
26029622,-122.03691200000002,37.3689916,,traffic_signals,45
26029629,-122.0179121,37.3558065,,traffic_signals,46
26029630,-122.0140679,37.3529671,,traffic_signals,47
26029632,-122.0122361,37.3523544,,,48
26029634,-122.0672801,37.3781143,,,49
26029635,-122.0683584,37.3785107,,,50
26029664,-122.0675473,37.3780824,22B,motorway_junction,51
26029671,-122.0311957,37.3841716,,,52
26029674,-122.0443537,37.3870143,,,53
26029675,-122.0451271,37.3869806,,,54
26029682,-122.0623967,37.38946179999999,,,55
26029683,-122.06744609999998,37.39146029999999,,motorway_junction,56
26029745,-122.18417,37.48453610000001,,,57
26029760,-122.11346509999998,37.401303600000006,,traffic_signals,58
26029762,-122.1103398,37.4065073,,,59
26029767,-122.1071801,37.4098727,,,60
26029772,-122.1040576,37.4144601,,,61
26029773,-122.1033314,37.4162086,,traffic_signals,62
26029776,-122.1020237,37.4194371,,traffic_signals,63
26029880,-122.2847347,37.5412344,414A,motorway_junction,64
26030097,-122.0370464,37.3691882,,traffic_signals,65
26030108,-122.0370878,37.3690361,,traffic_signals,66
26030111,-122.0305272,37.3902341,,,67
26030124,-122.0277537,37.3992778,,,68
26031411,-122.0781542,37.4105943,,traffic_signals,69
26031433,-121.9921189,37.39014470000001,394,motorway_junction,70
26031465,-122.0883263,37.3878428,,traffic_signals,71
26031466,-122.0881841,37.387775700000006,,traffic_signals,72
26050434,-122.0808144,37.397358700000005,,,73
26050439,-122.0810551,37.3990262,,,74
26050447,-122.1233837,37.4103695,,traffic_signals,75
26050456,-122.0953837,37.39188789999999,,traffic_signals,76
26066120,-122.1232527,37.4105125,,traffic_signals,77
26117819,-122.0266246,37.40352360000001,,traffic_signals,78
26117820,-122.030742,37.4022489,3A,motorway_junction,79
26117823,-122.0391316,37.4015381,,,80
26117833,-122.0136975,37.37524439999999,,traffic_signals,81
26240871,-122.0346404,37.3848221,,motorway_junction,82
26240873,-122.0342107,37.3842464,,,83
26240920,-122.0781618,37.4155602,,traffic_signals,84
26250370,-122.013612,37.3688113,,,85
26270058,-122.0142272,37.3835449,,,86
26270950,-122.1206457,37.4462529,,,87
26270951,-122.1197566,37.4454531,,,88
26374407,-121.9383309,37.3530879,,traffic_signals,89
26374415,-121.9451537,37.3553117,,,90
26374416,-121.9518915,37.3526838,,,91
26374420,-121.9385683,37.3530397,,traffic_signals,92
26374478,-122.28619170000002,37.5560492,,,93
26374541,-122.0690251,37.3918963,,,94
26381623,-122.0589728,37.419042,,,95
26381624,-122.0618642,37.4190825,,,96
26381630,-122.0581826,37.413577200000006,,,97
26392420,-121.3849068,36.9885745,,,98
26404541,-121.9167391,37.41372020000001,,,99
26404554,-121.9134783,37.4152252,,,100
26404564,-121.9012245,37.3675689,,,101
26404570,-121.9021323,37.363839500000005,,motorway_junction,102
26404760,-121.7966294,37.2573585,,,103
26404800,-121.7178671,37.2065229,373,motorway_junction,104
26404828,-121.5521052,37.0062085,,traffic_signals,105
26404847,-121.5516064,36.9610288,,,106
26409052,-122.0193926,37.3570305,,,107
26409219,-121.5483038,36.9620719,,,108
26497302,-121.9847005,37.1452657,,,109
26497307,-121.9828641,37.1590693,,,110
26497327,-121.97477240000002,37.2267448,,motorway_junction,111
26497329,-121.9616232,37.245702,21,motorway_junction,112
26497337,-121.96329070000002,37.2584511,,,113
26497351,-122.04725890000002,37.3340488,,,114
26497360,-122.0142766,37.3282903,,,115
26497399,-121.9845798,37.1445438,,,116
26506775,-121.9510007,37.3744614,,,117
26506784,-122.0089047,37.377098700000005,,,118
26506786,-122.012721,37.3785814,,traffic_signals,119
26506793,-121.9813732,37.3778414,,,120
26506797,-121.9590346,37.3744227,,,121
26506805,-122.0186521,37.3329784,,,122
26506813,-122.0535674,37.33301229999999,,motorway_junction,123
26506871,-121.975155,37.2265717,20A,motorway_junction,124
26507016,-121.9757672,37.1124527,,,125
26507022,-121.975204,37.104348,,,126
26507090,-122.1024591,37.4294396,,,127
26508299,-122.0320699,37.3674844,,traffic_signals,128
26511895,-122.051373,37.404543200000006,,traffic_signals,129
26511899,-122.0503565,37.405174,,,130
26511906,-122.0364889,37.4017998,,traffic_signals,131
26511915,-122.0273154,37.403676700000005,,,132
26511920,-122.0323666,37.36667429999999,,,133
26511937,-121.9769681,37.375421,,,134
26580976,-122.1074002,37.4099905,,,135
26581012,-122.0907066,37.400560600000006,,,136
26581017,-122.09065259999998,37.4006916,,,137
26581088,-122.1020058,37.3957032,,traffic_signals,138
26630563,-122.0353502,37.3686944,,,139
26639069,-122.1107663,37.405812700000006,,traffic_signals,140
26639070,-122.1109433,37.4058532,,traffic_signals,141
26639093,-122.0668794,37.3778084,,,142
26678388,-122.0268283,37.4028287,,traffic_signals,143
26729676,-121.962633,37.2578982,,motorway_junction,144
26795963,-122.3916753,37.6097145,,,145
26819598,-122.3127611,37.9036307,14A,motorway_junction,146
26850019,-122.16001029999998,37.4373436,,traffic_signals,147
26850030,-122.1467337,37.425656700000005,,traffic_signals,148
29378879,-122.0657239,37.4190761,,,149
29381096,-122.0662577,37.4165283,,,150
29381097,-122.06408770000002,37.4204096,,,151
29381103,-122.0618588,37.4204118,,,152
29381104,-122.0618669,37.4175679,,,153
29381105,-122.06185829999998,37.4161525,,,154
29381107,-122.0621949,37.4125193,,,155
29381108,-122.0625038,37.411312200000005,,,156
29381129,-122.0637597,37.4097651,,,157
29381137,-122.0639699,37.413774100000005,,,158
29381145,-122.05896470000002,37.41757,,,159
29381146,-122.05896470000002,37.4162237,,,160
29409977,-122.06408770000002,37.4190804,,,161
29523969,-122.0618857,37.4148475,,,162
29523971,-122.06572659999998,37.4204096,,,163
29523972,-122.06572659999998,37.4205225,,,164
29523973,-122.06408770000002,37.4205247,,,165
29523974,-122.06408770000002,37.4218518,,,166
29523975,-122.0657293,37.4218496,,,167
29523988,-122.057452,37.4243291,,,168
29523994,-122.058026,37.420154,,,169
29523995,-122.0566366,37.41750820000001,,,170
29523996,-122.05546979999998,37.4178512,,,171
29523997,-122.0568216,37.4205502,,,172
29523998,-122.0557032,37.4209124,,,173
29524002,-122.0577658,37.41757,,,174
29524003,-122.0575351,37.4172185,,,175
29524009,-122.0588065,37.4148496,,,176
29524011,-122.0618588,37.4205247,,,177
29544683,-122.063875,37.4094029,,,178
29544687,-122.0645378,37.4095118,,,179
29891391,-122.027241,37.7008958,39,motorway_junction,180
29891439,-122.09803909999998,37.637857700000005,25B,motorway_junction,181
29892673,-122.5148738,37.9651091,451B,motorway_junction,182
29892686,-122.5326429,38.0478479,,,183
29892713,-122.6263779,38.246039200000006,,,184
29892721,-122.7160103,38.418724700000006,,,185
29892724,-122.7260181,38.449504,490,motorway_junction,186
29892729,-122.8059693,38.5433531,,,187
30029450,-121.7950856,37.700924,51,motorway_junction,188
30029475,-122.0162134,37.702632,,,189
30029498,-122.08411809999998,37.6908633,35,motorway_junction,190
30029522,-122.1087729,37.6329596,25A,motorway_junction,191
30033679,-122.3765569,37.5999215,,,192
30033686,-122.4057648,37.64134129999999,,,193
30033753,-122.5167459,37.8822155,,motorway_junction,194
30033754,-122.5158571,37.8996365,447,motorway_junction,195
30033763,-122.5167287,37.9367803,450A,motorway_junction,196
30033768,-122.5121211,37.9635594,451A,motorway_junction,197
30033776,-122.5421281,38.0099931,455,motorway_junction,198
30033788,-122.5357608,38.06413189999999,,,199
30033863,-122.7604133,38.4990207,494,motorway_junction,200
30033871,-122.8492568,38.5928535,,,201
30033883,-122.87631,38.6640406,507,motorway_junction,202
30033887,-122.8807876,38.6765984,,,203
30033888,-122.8809287,38.6836768,509,motorway_junction,204
30033896,-122.9144589,38.7090826,,,205
30236408,-122.1100008,37.399255100000005,,traffic_signals,206
30236412,-122.1064046,37.3976393,,traffic_signals,207
30236416,-122.1075704,37.4059527,,,208
30236435,-122.1072907,37.40598610000001,,,209
30237141,-122.0699873,37.3342908,,,210
30237212,-122.0731094,37.3334804,,motorway_junction,211
30362160,-122.30321809999998,37.8240326,,motorway_junction,212
30362888,-122.3030491,37.825844,8A,motorway_junction,213
30363887,-122.3102678,37.8254299,,,214
30364111,-122.3029702,37.8235632,,,215
30364114,-122.30112379999998,37.822880700000006,,,216
30364616,-122.29627340000002,37.8374909,,,217
30364622,-122.2970382,37.8412888,,,218
30365438,-122.3173453,37.8231914,8A,motorway_junction,219
30365459,-122.3089792,37.8243344,8A,motorway_junction,220
30365826,-122.30231809999998,37.8037528,,,221
30366047,-122.3048971,37.8248016,,,222
30366199,-122.28134740000002,37.8280448,,,223
30366200,-122.2804753,37.8282475,,traffic_signals,224
30371941,-122.2738387,37.7979555,,,225
30372583,-122.2794161,37.800805,1A,motorway_junction,226
30374146,-122.2874967,37.8025338,,,227
30374151,-122.2797487,37.8002747,,,228
30674115,-122.1046572,37.3502172,15,motorway_junction,229
30674118,-122.111281,37.3547824,,,230
30674121,-122.11238059999998,37.3548274,,motorway_junction,231
30674203,-122.1240907,37.364408700000006,,,232
30674486,-122.0975655,37.3603209,,,233
30674506,-122.0693053,37.3282699,,,234
30674718,-122.1141602,37.3898265,,,235
30674727,-122.1142608,37.400119200000006,,,236
30674763,-122.068843,37.33311810000001,,,237
30674923,-122.068687,37.3337197,,,238
30675681,-122.0982385,37.3610192,,,239
30675690,-122.0779191,37.3455705,,,240
30675692,-122.072403,37.341345700000005,,,241
30675695,-122.0690904,37.3387182,,,242
30675699,-122.0680037,37.3361216,,,243
30675700,-122.0680466,37.335586600000006,,,244
30675781,-122.1123382,37.4031627,,traffic_signals,245
30675835,-122.1080281,37.4084461,,,246
30675836,-122.1083348,37.4086987,,,247
30675974,-122.101296,37.4048145,,,248
30675976,-122.1064676,37.4074362,,,249
30677839,-122.1566053,37.3883474,,motorway_junction,250
30677855,-122.1899859,37.4073831,,motorway_junction,251
30677859,-122.1988935,37.410596000000005,,,252
30677872,-122.2257959,37.4223253,,,253
30677889,-122.2553873,37.4439162,27,motorway_junction,254
30677894,-122.2684123,37.4443083,,,255
30677950,-122.3390302,37.507432,,,256
30677951,-122.3429757,37.5099086,,,257
30882332,-122.0728252,37.2808713,,,258
30882412,-122.1086744,37.4078002,,motorway_junction,259
31053120,-122.26958290000002,37.444413,27,motorway_junction,260
31053150,-122.2000776,37.410726200000006,22,motorway_junction,261
31053250,-122.3308353,37.501727200000005,,,262
31053260,-122.31044540000002,37.495683500000005,,,263
31354449,-121.5534921,36.9117829,,,264
31354455,-121.5509208,36.9611089,353,motorway_junction,265
31354462,-121.76246299999998,37.2384565,377A,motorway_junction,266
31354481,-122.3294567,37.5018102,33,motorway_junction,267
31354485,-122.3330306,37.5099346,,,268
31416615,-121.5669374,37.0233163,,,269
31416627,-121.6236566,37.1152357,365,motorway_junction,270
31416651,-121.8472168,37.255331,5A,motorway_junction,271
31416653,-121.87765149999998,37.2552963,,,272
31416669,-122.3327818,37.5038502,,motorway_junction,273
31416670,-122.3316037,37.5111389,9A,motorway_junction,274
31416681,-122.315406,37.5489229,12A,motorway_junction,275
31421261,-122.051155,37.3268571,18,motorway_junction,276
32331534,-122.0289961,37.3835083,,,277
32331540,-122.0331261,37.3844326,,,278
32331543,-122.010304,37.4028565,,traffic_signals,279
32331544,-122.0102364,37.4030294,,traffic_signals,280
32351568,-121.9995614,37.4034622,,traffic_signals,281
32351578,-122.0109632,37.4087812,,traffic_signals,282
32351579,-122.01106,37.408505100000006,,traffic_signals,283
32351595,-122.01349,37.4060422,,,284
32351604,-122.078004,37.4135104,,traffic_signals,285
32774351,-122.1432337,37.4857559,,,286
32774352,-122.1425406,37.4863769,,traffic_signals,287
32774378,-122.054594,37.5498905,37,motorway_junction,288
32784711,-122.0486519,37.5538776,,,289
32784720,-122.0380498,37.5639732,,,290
32785488,-122.0390232,37.564172,,,291
32788810,-122.0352652,37.4008953,,,292
32789021,-122.0665156,37.3852303,1B,motorway_junction,293
32790340,-121.9402011,37.42028679999999,,,294
32791319,-121.91957859999998,37.4363445,,motorway_junction,295
32793497,-121.9226905,37.4958073,,,296
32795862,-121.9246514,37.5403645,,,297
32795902,-121.8719851,37.6046573,,,298
32795925,-121.9054545,37.6607465,,,299
32795934,-121.9238504,37.7038477,,,300
32795935,-121.9241246,37.7042952,,,301
32816469,-122.0376606,37.5625511,,,302
32816479,-122.0006144,37.5288095,,,303
32816481,-121.98368870000002,37.5202201,,,304
32817059,-121.90873290000002,37.4700475,10,motorway_junction,305
32817076,-121.918966,37.4908948,,,306
32817450,-121.9790801,37.3181601,,,307
32875800,-121.9961802,37.3496042,,,308
32875801,-121.9959373,37.3474448,,,309
32875811,-121.9964556,37.3229482,,,310
32875813,-121.9925257,37.3229892,,,311
32875815,-121.9958616,37.3524714,,traffic_signals,312
32875818,-121.995837,37.3522114,,traffic_signals,313
32875833,-121.9957189,37.3473766,,motorway_junction,314
32914623,-122.0277804,37.8481717,42A,motorway_junction,315
32914648,-122.0538374,37.884569,45A,motorway_junction,316
32914655,-122.0617332,37.8915687,45B,motorway_junction,317
32915482,-122.1261793,38.0485796,58A,motorway_junction,318
32915492,-122.0666299,37.9136406,47,motorway_junction,319
32915497,-122.06156740000002,37.921702,,,320
32915498,-122.0613028,37.9223843,48,motorway_junction,321
32915502,-122.0598101,37.9411567,49B,motorway_junction,322
32915509,-122.0535565,37.9619599,51,motorway_junction,323
32915523,-122.0739483,37.998012,,,324
32917815,-122.0913236,37.649454600000006,,,325
32927513,-122.4351955,37.630736,,,326
32927517,-122.4394575,37.6364075,44,motorway_junction,327
32927534,-122.4633054,37.659606700000005,46,motorway_junction,328
32927543,-122.4677373,37.6731754,,,329
32927555,-122.4713176,37.6992212,49B,motorway_junction,330
32927563,-122.3909449,37.7859206,,,331
32927591,-122.4254065,37.7313829,,motorway_junction,332
32927645,-122.4133085,37.7326741,,motorway_junction,333
32967549,-122.1052837,37.689328,15,motorway_junction,334
32969973,-122.0981935,37.6576275,,,335
32972114,-122.0946961,37.6526317,,,336
32972116,-122.0942521,37.6519904,,,337
32972118,-122.0937739,37.6514075,,,338
32972120,-122.0933278,37.6508433,,,339
32972125,-122.0929806,37.6503174,,,340
32972153,-122.0870798,37.6476585,,,341
32972156,-122.0863695,37.6477782,,,342
32972174,-122.0754534,37.6495363,,,343
32972181,-122.0669965,37.6510559,,traffic_signals,344
32972194,-122.065246,37.6515088,,,345
32972198,-122.0630963,37.6531568,,,346
32972213,-122.0535678,37.6538342,,,347
32972246,-122.0699967,37.6611747,,,348
32972250,-122.0697797,37.6611331,,,349
32972256,-122.0640326,37.6591901,,,350
32972258,-122.0631187,37.6591956,,,351
32972264,-122.0579627,37.6601879,,,352
32972782,-122.0452243,37.65558970000001,,,353
32972783,-122.0445426,37.6557759,,,354
32972795,-122.0389169,37.6559274,,,355
32972818,-122.0254563,37.6542985,,,356
33003981,-122.0152447,37.3791287,,,357
33060212,-122.0778408,37.3656196,,,358
33102344,-121.9180752,37.3720647,,,359
33102396,-121.8671637,37.3532378,,traffic_signals,360
33102399,-121.8657041,37.3545961,,traffic_signals,361
33102524,-121.9239304,37.34457570000001,,,362
33102541,-121.9010139,37.3675445,4D,motorway_junction,363
33104718,-122.056255,37.332782,,,364
33104749,-121.9399034,37.3214996,,,365
33104802,-121.9200313,37.316932,,,366
33106537,-121.996131,37.3907955,,,367
33106550,-121.9963624,37.3674251,,,368
33106555,-121.9960957,37.3747219,,,369
33144364,-122.0920363,37.6483304,26B,motorway_junction,370
33144374,-122.0926232,37.6471468,26A,motorway_junction,371
33144469,-122.0953872,37.6422037,,,372
33144490,-122.09165,37.6486608,,,373
33144561,-122.0907092,37.6406672,27,motorway_junction,374
33144662,-122.0966883,37.6485624,27,motorway_junction,375
33144905,-122.0914285,37.6419757,,motorway_junction,376
33144974,-122.0929086,37.6459378,,,377
33144988,-122.09273590000002,37.6465333,,,378
33153573,-122.0959406,37.64801679999999,,,379
33154394,-122.0940491,37.6441322,,,380
33154450,-122.0814551,37.6276797,26,motorway_junction,381
33154454,-122.0861328,37.6342685,,,382
33154458,-122.0868459,37.634827,26,motorway_junction,383
33154542,-122.0852398,37.6332643,,,384
33154553,-122.0819878,37.627993100000005,,,385
33154918,-122.0775493,37.6314076,,,386
33154938,-122.0686621,37.6319518,,,387
33154941,-122.0678894,37.6322991,,,388
33154943,-122.0662226,37.633048200000005,,,389
33155431,-122.0771415,37.6211916,25,motorway_junction,390
33155435,-122.07358,37.6162295,,,391
33155441,-122.0757324,37.6196834,,,392
33155445,-122.07578159999998,37.6180169,,,393
33155470,-122.0730713,37.6178039,,,394
33213166,-122.1151301,37.6300761,25A,motorway_junction,395
33220315,-122.2719176,37.5650916,14B,motorway_junction,396
33239248,-122.1004552,37.6371634,,,397
33239250,-122.0995793,37.6357785,,,398
33239314,-122.1010138,37.6369605,,,399
33239315,-122.100603,37.6371085,,,400
33241803,-122.4034504,37.8050417,,traffic_signals,401
33242031,-122.4164837,37.7990541,,,402
33261972,-122.0129746,37.3779277,,traffic_signals,403
33278493,-122.0100533,37.4045879,,traffic_signals,404
33278499,-122.0127012,37.3959547,,,405
33280028,-122.0094827,37.3770811,,motorway_junction,406
33343464,-122.0779146,37.3672692,,,407
33343472,-122.0778012,37.3715633,,,408
33343473,-122.07790520000002,37.3734604,,traffic_signals,409
33343482,-122.06490159999998,37.3857638,,,410
33343494,-122.0652239,37.3854938,,motorway_junction,411
33370357,-122.0114134,37.4069625,,traffic_signals,412
33370361,-122.0104714,37.4050297,,,413
33372160,-122.0279227,37.3986321,,,414
33375252,-122.0779925,37.41256370000001,,,415
33375254,-122.077991,37.4155531,,traffic_signals,416
33438029,-122.0680204,37.3782379,,,417
33440837,-122.014277,37.3310249,,,418
33440879,-122.0143805,37.3301566,,,419
33463473,-121.9214216,37.411326,,traffic_signals,420
33466424,-122.0098679,37.4051223,,,421
33466457,-121.9544019,37.4192941,,,422
33466459,-121.9439626,37.4193116,,motorway_junction,423
33466463,-121.930169,37.4222086,,motorway_junction,424
33619011,-122.0141119,37.3522307,,traffic_signals,425
33619222,-122.0322555,37.3636206,,,426
33619551,-121.97005459999998,37.3161752,,,427
33619908,-121.9961319,37.3659758,,,428
33716216,-122.1013877,37.4047344,,,429
33717296,-121.9839711,37.4128828,6,motorway_junction,430
33717306,-121.9607185,37.3868562,,traffic_signals,431
33717329,-121.9625227,37.3849654,,,432
33717345,-121.9662025,37.3642358,,,433
33717352,-121.9668485,37.3634994,,traffic_signals,434
33783786,-121.8953303,37.3632639,388A,motorway_junction,435
33783800,-121.9013793,37.3430441,7,motorway_junction,436
33783802,-121.9085956,37.3497381,,,437
33783805,-121.9270579,37.3719432,9B;9A,motorway_junction,438
33783809,-121.89934479999998,37.340083,,,439
33784156,-121.9764652,37.3868599,,traffic_signals,440
33784157,-121.9717318,37.3843558,,motorway_junction,441
33784159,-121.9753937,37.3865161,,,442
33784160,-121.9777424,37.3835841,,,443
33784162,-121.9778431,37.37599229999999,,,444
33784164,-121.9778483,37.3741456,,traffic_signals,445
33784671,-122.0098179,37.3951152,,motorway_junction,446
33947187,-122.2384328,37.8677814,,,447
34006175,-122.28096409999998,37.558941,14A,motorway_junction,448
34035919,-122.0781645,37.4135078,,traffic_signals,449
34153357,-122.0699834,37.402386,,,450
34351114,-122.2465302,37.8661529,,,451
34485314,-122.2470015,37.8661398,,,452
34711402,-122.26365420000002,37.5522069,,,453
34711422,-122.2671367,37.552801200000005,,,454
34711438,-122.2686962,37.54963370000001,,,455
34711439,-122.2686308,37.5495309,,,456
34711445,-122.2671915,37.5491353,,,457
35718715,-122.2433676,37.8609763,,,458
35718727,-122.2415714,37.8617972,,,459
35718778,-122.2308445,37.8664618,,,460
35718864,-122.2178422,37.86835870000001,,,461
35718993,-122.2217804,37.8795755,,,462
35718998,-122.2260359,37.8795908,,,463
35719045,-122.2458334,37.8830036,,stop,464
35719055,-122.2443826,37.8598274,,,465
35719057,-122.2440502,37.8607276,,,466
35719067,-122.22193,37.864197,,,467
35719092,-122.2470736,37.8675411,,,468
35719098,-122.2484031,37.8660581,,,469
35719102,-122.24957859999998,37.8673889,,,470
35719103,-122.2498413,37.8674121,,,471
35719109,-122.2497631,37.8693935,,,472
35719112,-122.24956670000002,37.8702735,,,473
35719115,-122.2496445,37.871411,,,474
35719160,-122.2448516,37.8819951,,,475
35719172,-122.2489158,37.86930770000001,,,476
35719176,-122.24755159999998,37.86839129999999,,,477
35719182,-122.2454605,37.8685251,,,478
35719190,-122.2433737,37.867406,,,479
35719197,-122.2443799,37.8668917,,,480
35719198,-122.2427622,37.8665279,,,481
35719236,-122.2476412,37.86997279999999,,,482
35719237,-122.2473571,37.8704408,,,483
35719242,-122.243097,37.8696223,,,484
35719245,-122.2408317,37.8691466,,,485
35725112,-122.2599293,37.5457938,,,486
35725887,-122.2489109,37.8676961,,,487
35833152,-122.3082405,37.8829574,13A,motorway_junction,488
35833153,-122.3047262,37.8703372,,,489
35833157,-122.2977758,37.8446778,10,motorway_junction,490
35854672,-121.8621398,37.4215784,,,491
35854678,-121.8676659,37.419139,,,492
35854683,-121.8717227,37.4173575,,,493
35854693,-121.8777672,37.4152941,,,494
35854701,-121.8808616,37.4141551,,,495
35854703,-121.8830119,37.4135018,,,496
35854726,-121.8941342,37.4101174,,traffic_signals,497
35854767,-121.89721570000002,37.4042784,,,498
35854770,-121.8978036,37.4041038,,traffic_signals,499
35854772,-121.8988494,37.4039374,,,500
35854805,-121.9094758,37.4009701,,,501
35854825,-121.9194604,37.3933396,,traffic_signals,502
35854875,-121.96770159999998,37.3626028,,,503
35854895,-121.968709,37.3524511,,traffic_signals,504
35854898,-121.9687061,37.3523069,,traffic_signals,505
35854937,-121.9700974,37.3413566,,,506
35854950,-121.96785459999998,37.3356048,,,507
35854980,-121.9663288,37.3273547,,,508
35854982,-121.9658235,37.3269655,,,509
35854997,-121.9639685,37.3231792,,,510
35855156,-121.9638548,37.3184144,,,511
35855165,-121.9637479,37.3154195,,,512
35855184,-121.9641975,37.302123,,,513
35855189,-121.9641564,37.30121389999999,,,514
35855220,-121.9603847,37.2876999,,,515
35855281,-121.9484375,37.2717644,,,516
36229190,-122.2678489,37.571349700000006,,turning_circle,517
36229193,-122.2698418,37.5708246,,,518
36229209,-122.2894989,37.570539,,,519
36229214,-122.2968384,37.5713783,,,520
36229237,-122.313723,37.5712479,,,521
36229276,-122.3124374,37.5723456,,,522
36229285,-122.3143798,37.5705787,,,523
36229301,-122.2968982,37.5712743,,,524
36303404,-122.2590864,37.545847,,,525
36692371,-121.772553,37.2419147,,,526
36692486,-121.7769703,37.2268347,,,527
36692493,-121.7722024,37.2401629,,,528
36692554,-121.8175088,37.25138270000001,,,529
36692556,-121.807671,37.2520116,,traffic_signals,530
36692560,-121.7974568,37.2573277,,,531
36729526,-121.7792691,37.2563595,,,532
36729537,-121.7734314,37.2522286,,,533
36729541,-121.77125890000002,37.25060429999999,,,534
36789084,-122.2822175,37.57066939999999,,,535
36789115,-122.27809209999998,37.5704652,,,536
38503213,-122.1345969,37.6884655,,,537
38503223,-122.1355116,37.6890937,31B,motorway_junction,538
38503240,-122.1632107,37.7082429,33A,motorway_junction,539
38503247,-122.1701882,37.7130682,,,540
38503280,-122.1916464,37.735395,,,541
42874340,-122.3028475,37.5732343,,,542
42874347,-122.3028919,37.5731369,,,543
42874399,-122.3022634,37.5737598,,,544
49067107,-122.0597755,37.3484926,20,motorway_junction,545
49067139,-122.0620187,37.3554743,,,546
49071593,-122.0594759,37.337371000000005,,,547
49071606,-122.0581486,37.3320995,12A,motorway_junction,548
49071638,-122.0552518,37.332044,,,549
52140369,-121.942783,37.394756,,traffic_signals,550
52140457,-121.9034458,37.3621831,,,551
52140460,-121.95222350000002,37.2943227,,,552
52152854,-121.9462963,37.276003,,motorway_junction,553
52153048,-121.936893,37.2917195,25,motorway_junction,554
52153071,-121.9491266,37.265539700000005,,,555
52155810,-122.0253042,37.1950955,,,556
52978502,-122.0603489,37.7093023,,turning_circle,557
52978503,-122.06015929999998,37.7092009,,,558
52978511,-121.9940104,37.5493185,,,559
52978515,-122.0420936,37.5769814,,,560
52978521,-121.9088616,37.6640025,,,561
52978530,-121.8770566,37.674511200000005,,turning_circle,562
52978532,-121.8777425,37.6745941,,,563
52978533,-121.8786266,37.6745873,,,564
52978536,-121.8795559,37.6745899,,,565
52978537,-121.8804477,37.6745962,,,566
52978548,-121.797091,37.695339700000005,,,567
52978550,-121.7967305,37.695339700000005,,,568
52978551,-121.7958293,37.695339700000005,,,569
52978552,-121.7949538,37.6953262,,,570
52978554,-121.794044,37.6953194,,,571
52978555,-121.7922158,37.6953126,,,572
52978557,-121.7914246,37.6950672,,,573
52978562,-121.7902159,37.6939543,,,574
52978563,-121.7899054,37.6935595,,,575
52978566,-121.7894916,37.6930895,,,576
52978567,-122.0136802,37.5534158,,,577
52978568,-122.0145082,37.5524912,,,578
52978569,-122.0150247,37.5517618,,,579
52978570,-122.0155836,37.5510639,,,580
52978575,-122.0132296,37.554411,,,581
52978577,-122.0138931,37.5537277,,,582
52978580,-121.95591,37.489578,,traffic_signals,583
52978593,-121.9548789,37.4939529,,,584
52978672,-121.7381008,37.68915820000001,,,585
52978675,-121.738244,37.68817979999999,,,586
52978678,-121.914416,37.5045394,,,587
52978684,-122.040971,37.581592,,,588
52978685,-122.0411865,37.580070500000005,,,589
52978690,-122.0684596,37.704503,,,590
52978691,-122.0685338,37.7039772,,,591
52978692,-122.06887140000002,37.7018659,,,592
52978693,-122.0689744,37.7012682,,,593
52978696,-122.0690138,37.6991127,,,594
52978698,-122.0689913,37.6949037,,,595
52978700,-122.0690097,37.6939269,,,596
52978704,-122.2534879,37.8614067,,,597
