SAMPN,PERNO,orig,dest
2411906,2,65286844,65305544
2414463,2,1230248551,53116966
2416728,1,65477194,689471609
2416728,2,65477194,297163585
2417842,1,317528773,209838567
2417842,2,317528773,65461650
2420299,1,1614214651,65379557
2420299,3,1614214651,65303732
2424525,2,1272258299,760124024
2425211,1,65457991,65444931
2427033,2,65449434,1723739241
2430861,1,53133844,289651747
2430861,2,53133844,53028751
2432397,1,2804606843,65544720
2432740,1,53025533,260193612
2432740,2,53025533,1154594254
2433024,1,53122886,5687877080
2433024,2,53122886,260193612
2434663,1,3072895692,65466068
2435830,1,683790351,5843475645
2436985,1,65559370,65290928
2436985,2,65559370,3394771782
2439539,1,1741155872,65684148
2439663,1,65495714,65390960
2443193,1,660024382,4177150871
2443911,1,65471188,289662376
2443911,2,65471188,759791409
2444003,1,53087879,1350366884
2444916,2,323497482,5367061446
2444916,3,323497482,5367061446
2449290,1,314131004,65466010
2449297,1,65413795,258390819
2449297,2,65413795,344579091
2452183,2,2282714292,65477194
2453985,1,65494883,258392730
2453985,3,65494883,65389652
2453985,4,65494883,344752198
2454289,3,30677872,5687877080
2463400,1,829817232,280699441
2463400,2,829817232,297163585
2465169,2,65436738,65420040
2465843,1,258401697,65317060
2465895,4,53127827,313250501
2467195,1,65491603,276323198
2467195,2,65491603,4176749651
2468764,1,600231772,686323045
2469179,2,65488346,311453638
2472333,1,436986613,5729383685
2472535,1,53025673,766252282
2472535,2,53025673,1372725050
2475731,1,261736042,53055616
2475731,2,261736042,53047924
2476135,1,340160892,65317060
2476157,1,65324849,258958634
2476857,2,53019895,5334821584
2476857,3,53019895,53027016
2476891,2,53074887,260193612
2476891,3,53074887,241263363
2477470,1,65461271,65556603
2477853,1,266711636,53055616
2478607,1,259394878,260193612
2478617,1,5762164872,65403109
2479334,2,1082968366,65459869
2479367,1,65488523,356618705
2479367,2,65488523,65461271
2480450,1,52987929,65317060
2480450,2,52987929,53030266
2480659,2,65504899,65393966
2480661,1,766252282,3876218384
2480848,1,65469671,879989954
2481396,1,648799213,65524566
2481396,3,648799213,65621712
2481805,2,1020987541,65459869
2482036,1,65481441,283240773
2482036,2,65481441,65467225
2483117,2,559838997,1351842285
2483437,1,4177285132,287825433
2483437,2,4177285132,65480019
2483965,1,65388813,65312050
2483965,2,65388813,65413795
2484005,2,65290336,65317406
2484707,1,314145110,282409368
2484707,3,314145110,65569693
2484707,4,314145110,257395936
2484707,5,314145110,26028756
2484936,2,65328181,53039613
2485632,1,65297593,293818036
2485632,2,65297593,65358626
2486311,1,2322626301,65413795
2486311,2,2322626301,65467216
2486567,1,282391316,65575670
2486789,1,65296351,65335256
2486990,2,65571540,53063053
2487841,1,310974852,2069264280
2487841,2,310974852,65437109
2488186,1,258911619,263145971
2488186,2,258911619,65391664
2488186,3,258911619,1723739241
2488218,1,1088577001,1088577001
2488218,2,1088577001,760124013
2488272,1,1831310090,65628409
2488272,2,1831310090,5331240183
2490004,2,291668010,291137949
2490249,1,262263365,258390819
2490338,1,65629482,1970807558
2490338,2,65629482,313114801
2491179,1,65452785,65488523
2492276,1,65420426,65388057
2492276,2,65420426,65420426
2492629,2,65408820,262256885
2493000,1,5474783664,287825433
2494033,1,65462817,65492504
2494033,3,65462817,4549849704
2494270,1,4021550367,1723739241
2494273,1,65328181,65322006
2494587,1,65419423,686323045
2494587,2,65419423,65497144
2494973,2,1099219577,4184297939
2496272,1,65312050,293818036
2496299,1,65328414,65283764
2496756,1,65422415,258392730
2496756,2,65422415,198447514
2497334,1,259787309,65546534
2497658,1,65469637,297163585
2497658,2,65469637,65308495
2497982,1,65339656,65322006
2497982,2,65339656,1723739241
2498119,1,258911619,53036591
2498119,2,258911619,65308495
2500158,1,65290336,65327927
2500429,1,65433034,65388813
2500429,2,65433034,65423983
2500429,3,65433034,65388813
2500521,1,65462243,1774346210
2501084,1,5367061446,3685177534
2502800,1,65431512,65461932
2502800,2,65431512,65467216
2503260,1,246574411,65461550
2503260,2,246574411,65426291
2503260,3,246574411,65542486
2503325,2,1071874093,433475314
2504324,1,306534189,247138149
2504989,2,5049986969,759791409
2506138,2,65484410,651296334
2506252,2,65469165,65388057
2506460,1,65410502,65393966
2506460,2,65410502,65380804
2506589,1,648467355,1774346210
2506589,2,648467355,1588863855
2506684,2,65301931,1723739241
2506684,3,65301931,267293714
2506684,4,65301931,65327169
2507226,2,65290336,65327169
2507319,1,65460549,65569693
2507319,2,65460549,65569693
2507776,1,65536474,759791409
2507797,2,420961873,65684148
2508516,2,706934715,26028109
2509038,1,65475700,4230301910
2509038,2,65475700,885401685
2509301,1,3713966077,65339793
2509301,2,3713966077,65305544
2509381,1,418120877,4805063603
2509381,2,418120877,4805063603
2510121,1,65427910,65335256
2510564,2,65425774,1507295335
2510564,3,65425774,1106542164
2511536,1,65543956,1081079977
2511599,1,65297593,65321354
2511599,2,65297593,65342038
2512532,1,260494517,260193612
2512532,2,260494517,65283764
2513360,1,65286844,65303732
2513360,2,65286844,65303732
2514061,1,1067334907,4454452790
2514061,2,1067334907,1272258299
2514416,2,65530599,258390819
2514661,1,4018939473,65334641
2514661,2,4018939473,65305544
2514915,1,258964523,53064347
2515105,1,65422427,1447212611
2515105,2,65422427,65429128
2515105,3,65422427,258958634
2515764,2,206691786,65525253
2515764,3,206691786,65645389
2515764,4,206691786,65492504
2515896,2,65312657,53030266
2516057,3,4005962736,1292993630
2516319,1,65290336,65461306
2516657,1,65440781,1082915100
2518996,1,65573574,209838567
2519615,1,65672015,206691786
2519981,2,311644646,311453638
2520139,3,4177285132,311453638
2520733,1,5369474542,65572998
2520733,2,5369474542,65628409
2521520,1,65621712,1106542164
2521520,2,65621712,260193612
2521827,1,65286435,661994355
2522094,2,65441278,293818036
2522245,1,65348769,5731612888
2522245,2,65348769,911844740
2522245,3,65348769,256998747
2522777,2,65392087,65512165
2522938,1,65559370,5367061317
2522938,2,65559370,65466666
2523286,1,65362975,65317060
2523409,1,65328181,65290336
2524022,1,1401973679,65525709
2524719,2,369930784,306534189
2524938,2,65352339,564721352
2525092,1,276838943,65524547
2525092,2,276838943,876501306
2525500,1,314145110,2424933569
2525500,2,314145110,522277378
2525581,2,263145971,293818036
2525758,2,4176094020,65473412
2525758,3,4176094020,344579091
2526572,2,65334641,4021550367
2527212,2,65629482,65523741
2527241,1,65598968,65649351
2527241,2,65598968,65629482
2528484,1,310998377,310963309
2528830,1,65428891,1088577001
2529015,2,65430248,65461550
2529211,1,191692186,65436738
2529313,1,65571540,65374351
2529313,2,65571540,3695622044
2529451,1,65422415,65335256
2529800,2,65312657,65466010
2530266,1,65518203,3394771782
2530266,2,65518203,4402120168
2530501,1,65327079,258392730
2530501,2,65327079,661994355
2530706,2,65615212,65462243
2530761,2,65404936,260193612
2530774,1,65428536,65651481
2530774,2,65428536,4556191452
2530807,1,65469637,121128186
2530914,1,65308300,53080628
2530914,2,65308300,65286435
2531596,2,343269965,65572998
2531756,1,65573574,3276773816
2531756,2,65573574,65420040
2531890,1,65542486,65433860
2531890,2,65542486,287238475
2531890,3,65542486,65388057
2532105,1,4593190597,65436891
2532105,2,4593190597,4230301910
2532158,1,258911637,65327927
2532158,3,258911637,65283764
2532201,1,258975208,1071874143
2532201,2,258975208,26029776
2532316,1,309053289,65481807
2532543,2,4167845029,65462243
2532600,1,1068121510,522277378
2532802,2,648799213,1102852014
2533065,1,4021550367,1723739241
2533347,1,65312946,65611188
2533733,1,4168067337,2510564092
2533733,3,4168067337,65424657
2534253,1,206353456,256892784
2534722,1,65530826,65583548
2535176,1,369933261,331115181
2535176,2,369933261,313250501
2535362,1,290879408,65544720
2535362,2,290879408,65518165
2536174,1,258911637,741745346
2536807,1,65335256,271855226
2537528,2,65641354,1507295335
2537613,1,338171691,65473412
2537613,2,338171691,5367061446
2537754,2,65312657,65335256
2539701,1,317530722,4176094020
2540216,1,65362975,293818036
2540516,1,1111269528,4593190581
2540516,5,1111269528,5660716945
2540701,1,340160892,340160892
2540723,1,65290336,65283764
2542363,1,65530599,312683311
2542363,2,65530599,312683311
2542568,2,3705431542,65529747
2542637,1,65423874,65572122
2542637,2,65423874,282817724
2542952,1,65319944,65290928
2543171,2,65545741,2424933569
2543232,2,65441639,65437109
2543317,2,310970403,31053150
2543351,2,65658264,431954135
2543576,1,65327574,260193612
2543576,2,65327574,65473412
2545076,3,65556870,1272258299
2545657,1,65303732,65317060
2546224,1,65423728,5731612888
2546803,1,65424655,2322626301
2546803,2,65424655,4178885855
2547198,2,354187051,3277280273
2547341,2,65322409,65328414
2547399,1,281266,297163585
2547399,2,281266,65447824
2548204,3,65510894,309333413
2548700,1,65482297,65518445
2548700,3,65482297,65512177
2548702,1,4805063603,206353456
2548702,2,4805063603,206353456
2549493,1,65494883,26029776
2549665,1,65485025,34006175
2549665,2,65485025,65335256
2550007,2,65295355,3199400398
2550427,1,65283764,65317060
2550427,2,65283764,65335256
2550941,2,670181455,339569506
2551016,2,1082915100,206691786
2551983,1,65284110,260193612
2551983,2,65284110,65335256
2552298,1,1422395775,1723739241
2552298,2,1422395775,1723739241
2552502,1,704784837,65480019
2552758,1,879933444,65458119
2552758,2,879933444,65392772
2552758,3,879933444,252944609
2553251,1,206353456,65596389
2553322,1,1688870718,65283764
2553322,2,1688870718,343269965
2553651,1,65429128,65388813
2554038,1,65501255,1082914807
2554980,1,65488346,760189992
2555087,1,293818036,661994355
2555087,2,293818036,65328414
2555170,1,65553830,65492789
2556080,2,340160892,1614214651
2556244,1,65317406,65303732
2556356,1,65565335,291137949
2557248,1,759791409,1774346210
2558011,1,1068121510,431957638
2558011,2,1068121510,65380804
2558605,1,65560852,282817724
2559375,1,65436738,5367061446
2559679,1,1422395775,53096843
2559794,1,1068121510,65596389
2559794,2,1068121510,65641417
2560368,1,65352339,65312677
2560802,1,206353456,209838567
2560804,1,65504899,65504899
2560804,2,65504899,65390960
2561003,1,260494517,879989954
2561003,2,260494517,65391664
2561031,1,1816506869,2125785117
2561031,2,1816506869,3097819312
2561031,4,1816506869,313250501
2561298,1,65328414,65449433
2561298,2,65328414,65290041
2561307,1,436986613,1196765186
2561331,1,65327169,65317060
2561887,1,65622485,3766059022
2561887,2,65622485,3394771782
2562127,1,65413686,260193612
2562127,3,65413686,65324849
2562540,1,65419423,65684084
2562540,2,65419423,65522420
2562644,1,65296351,65328414
2562644,2,65296351,65321354
2562927,1,65319944,65335256
2563415,1,283240773,65433860
2563415,2,283240773,65433860
2564085,1,65288321,65353706
2564158,2,65307757,1723739241
2566020,1,65481441,65400964
2566959,1,899835535,65303732
2566959,2,899835535,65333972
2567004,2,65507919,65424723
2567851,1,65286435,65335256
2568069,2,65334641,1723739241
2568359,1,1741155872,65431512
2568570,1,2488888492,564721352
2569183,1,253285476,259138847
2569183,2,253285476,297163585
2569287,1,258972759,260193612
2569287,2,258972759,65342038
2570142,1,65467225,65367140
2570464,1,879933444,26028109
2570464,2,879933444,410827087
2571196,2,65469805,1106542164
2571555,3,65560852,121128186
2571555,4,65560852,338840749
2571555,5,65560852,661994355
2571556,1,772330121,53020824
2571556,2,772330121,65447921
2571600,1,65620265,760189992
2571600,3,65620265,290879408
2571664,2,258986972,2861154405
2571732,2,5367061317,258975385
2573041,1,65441524,121128186
2573041,2,65441524,65488346
2573041,3,65441524,313250501
2573041,4,65441524,1272258299
2573041,5,65441524,65317060
2573618,1,65511532,53109504
2573618,2,65511532,65444824
2575772,1,3713966077,1723739241
2575772,2,3713966077,911844740
2575823,2,65556870,1071874093
2575823,3,65556870,1071874093
2575823,4,65556870,282409368
2576524,2,65415464,610812071
2576566,1,246574411,2510564092
2577021,1,65327927,4021550367
2577141,1,338171678,851338668
2577141,3,338171678,289662376
2577289,1,3458064557,65358626
2577289,2,3458064557,287825433
2577289,4,3458064557,65324849
2578032,2,207640173,885401685
2578842,2,65328181,340160892
2578866,3,65484044,65388057
2578869,1,1723739241,260193612
2578908,1,65436116,559389852
2578972,2,671842656,121128186
2578972,3,671842656,1774346210
2579676,1,851338668,344579091
2579735,1,65422888,2429927597
2580333,1,65297593,65335256
2580344,1,65617495,1774346210
2581366,1,315706881,65362975
2582099,1,283240773,1088577001
2582099,2,283240773,5078638095
2583308,1,65404936,65358843
2583308,2,65404936,65501665
2583494,1,65451054,65473412
2583494,3,65451054,65560182
2583494,4,65451054,65480019
2583670,1,263145971,1723739241
2583897,1,65303696,1723739241
2584041,2,484173364,65572998
2584691,2,434338966,4805063603
2584744,1,65319944,1723739241
2585036,1,65462243,65684148
2585384,1,259394878,344752198
2585384,2,259394878,65308300
2585423,1,65303732,65319944
2585423,2,65303732,65303696
2585588,1,65498446,292477014
2585588,2,65498446,292477014
2585740,1,65312677,65283764
2585740,2,65312677,1970807558
2585967,1,314131004,32927534
2585967,2,314131004,65342038
2587098,1,65573574,121128186
2587143,1,5376867066,287825433
2587944,1,65573344,65557518
2587965,2,65327079,65303696
2587965,3,65327079,260193612
2588463,1,1102852014,1071874143
2588763,1,65420426,53150389
2588787,1,260494517,65317060
2588802,1,310979305,4176749651
2588861,1,65328414,706934715
2588861,2,65328414,1723739241
2589341,1,1196765186,65327927
2589341,2,1196765186,65317060
2590980,2,2657032528,65461650
2591249,2,65508965,65458694
2591249,3,65508965,65508965
2591281,1,65328414,65286986
2591582,2,65427910,310969385
2592341,1,310969385,65466666
2592341,2,310969385,65388057
2592915,2,728181550,65477194
2593276,1,65510844,2749862435
2593276,2,65510844,65380804
2594278,2,65403076,1272258299
2595062,2,3466032313,65525709
2595329,1,2757547869,65515011
2595329,2,2757547869,65480019
2595329,3,2757547869,3616819744
2595460,2,4021550367,65317060
2595920,1,65582460,65480019
2596197,1,65333972,1378125483
2596197,2,65333972,1095882728
2596270,1,343269965,121128186
2596270,2,343269965,65459883
2596301,1,65494012,65454218
2596301,2,65494012,65454218
2596301,3,65494012,3766059022
2596790,1,1723739241,1723739241
2597831,1,65481219,34006175
2597985,1,448106249,65649351
2597985,2,448106249,52982389
2598277,1,65461932,5024738110
2598277,2,65461932,65546534
2598277,3,65461932,847440278
2598277,4,65461932,847440278
2599587,2,65573344,65577997
2599808,1,65486111,4592922291
2599808,2,65486111,65392772
2599977,1,2749862435,522277378
2600617,1,310998377,276867060
2600617,2,310998377,65504551
2601582,1,65296351,567010692
2601582,2,65296351,65467471
2601664,1,65511253,2749862435
2602202,1,65328181,293818036
2602539,1,65424655,65392772
2602666,1,1378125457,65342038
2603154,2,338171691,220226963
2603325,1,258911619,258910950
2603481,1,260193349,65362975
2603481,2,260193349,121128186
2603753,2,4520218050,1068655670
2603926,3,1614214651,65352339
2604011,2,293818036,65335256
2604174,1,65322409,65333972
2604385,1,240446447,431954135
2604482,1,220226963,26028109
2604640,1,65641417,279895969
2604640,2,65641417,4167845029
2605962,2,5797601426,5797601426
2605966,1,260193349,293818036
2605966,2,260193349,1723739241
2606291,2,65289870,65335256
2606291,3,65289870,65295355
2607071,1,65584897,65579010
2607071,2,65584897,1700030964
2607105,1,1614214651,260193612
2607297,2,65422888,65386586
2607475,1,1196765186,65303696
2607475,2,1196765186,685773938
2607861,1,65312050,1723739241
2607861,2,65312050,65317060
2608570,2,1712572378,65335871
2608570,3,1712572378,65335612
2608570,4,1712572378,263145971
2608570,5,1712572378,4176094020
2608729,1,65303696,260193612
2608729,2,65303696,260193612
2608899,2,1101343773,65426616
2608938,1,663168648,65523741
2608938,2,663168648,65523741
2609297,1,65284110,65303732
2609301,1,4520218050,65572998
2609398,2,65447824,911844740
2609398,3,65447824,1723739241
2610092,2,65631025,121128186
2610173,1,4556191452,360009099
2610173,2,4556191452,65445236
2610379,1,65492789,209838567
2610379,3,65492789,1155669875
2610522,1,65319944,65303696
2611059,1,65497027,522277378
2611168,1,259394878,276323198
2611694,1,286082304,259138847
2611793,1,4170454448,312124220
2611794,1,65642745,65466666
2611811,1,65378488,65374491
2611811,2,65378488,65303696
2611946,1,2899908787,1723739241
2611946,2,2899908787,65295355
2611986,2,65327169,65324849
2613616,1,65457292,1066599505
2614050,1,5049986969,65424368
2615100,1,258105300,313250501
2615100,4,258105300,65675905
2615286,1,65328414,260193349
2615476,1,314145110,282817724
2615607,1,65502778,2488532479
2615607,2,65502778,1088577001
2615856,1,258964523,65321354
2616207,3,4863339628,4805063603
2616233,1,564721352,3994971206
2616333,1,65328181,53024492
2616333,2,65328181,1723739241
2616554,3,65290336,65312657
2616554,4,65290336,260193612
2616554,7,65290336,1723739241
2616657,1,2491784056,257882557
2616657,2,2491784056,1316803298
2616657,3,2491784056,726963282
2616912,2,65321354,65317060
2617237,1,65415464,65308300
2617237,2,65415464,1088577001
2617326,1,65618257,523188120
2617413,3,65482592,65606775
2617477,1,1083984135,4030305734
2617505,1,65497700,53027016
2617505,2,65497700,1088577001
2617936,1,4778066278,313250501
2618601,1,65391592,344595687
2618601,2,65391592,65485297
2618973,1,65419441,704784837
2619053,1,65451313,1111269528
2619053,2,65451313,4030305734
2619053,3,65451313,4030305734
2619076,3,636067408,65303732
2619686,1,3470912024,1350366884
2619686,3,3470912024,760190009
2619872,1,65571540,65504551
2619872,2,65571540,65422888
2619872,3,65571540,272282623
2620004,3,65460549,744465732
2620351,1,339569506,262245373
2620781,1,65327079,65321354
2620781,2,65327079,65321354
2621640,1,65308495,280699441
2621831,1,65386586,5331240183
2621831,2,65386586,1113440220
2622095,1,4170454448,65504530
2622095,2,4170454448,65567250
2623251,3,559389789,65392772
2623847,1,258916766,4805063603
2623847,3,258916766,258916766
2623909,1,65583548,65651481
2623909,2,65583548,65482592
2623909,3,65583548,65583548
2625380,2,1088577001,744465732
2625845,1,1088577001,5367061446
2625845,2,1088577001,65391592
2625922,1,65636592,1723739241
2626423,1,65319944,65317060
2626506,1,3766059022,65386586
2626506,2,3766059022,191692186
2626517,1,3394771782,279688339
2626560,1,263145971,53030266
2626560,2,263145971,65314953
2626560,3,263145971,65335256
2626710,1,65442084,728181550
2626710,2,65442084,33144561
2626994,1,65312014,65362975
2626994,2,65312014,65333972
2627091,1,692683755,2886229176
2627174,1,65495782,744465732
2627174,2,65495782,65556603
2627174,3,65495782,344579091
2627576,1,258288198,65437109
2627576,3,258288198,260193612
2627824,1,1723739241,65335256
2627880,1,65303696,1723739241
2628164,2,4778066278,289662376
2628333,2,314145110,1774346210
2629374,1,65308300,53030266
2629576,2,65482297,65545741
2629672,1,312410258,121128186
2629672,2,312410258,4230301910
2629964,1,1068121510,53064347
2629964,2,1068121510,65596389
2630054,1,65303696,65312677
2630054,2,65303696,65335256
2630962,1,65312014,65525253
2630962,2,65312014,4230301910
2631005,1,65327927,65333972
2631575,1,666065843,65477194
2631575,2,666065843,4913276014
2632007,1,65362975,65333972
2632213,1,295265468,463052554
2632213,3,295265468,65485297
2633225,2,1082968366,246574411
2633234,3,65308495,260193612
2634425,3,65475264,65567250
2635500,1,65612374,65432986
2635539,2,290192646,1688870718
2635728,1,65635229,65466068
2635777,1,728180246,65362975
2635777,2,728180246,728180246
2635777,3,728180246,728181550
2636102,2,65441395,65501665
2636221,1,65324849,65317060
2636221,2,65324849,65283764
2636561,1,1723739241,53118961
2636774,3,282391316,65575670
2636774,4,282391316,651296334
2637476,3,65403319,198447514
2638068,2,4883304564,262911314
2638068,3,4883304564,65424657
2638068,4,4883304564,65491586
2638121,1,65303732,65328181
2638757,1,65514722,65473412
2639115,2,262256885,65400186
2639115,3,262256885,685773938
2639241,1,65495782,65473412
2639241,2,65495782,53116966
2639695,2,65324849,65286435
2639695,3,65324849,65286986
2639853,1,418120877,65415464
2639853,2,418120877,65415464
2640117,1,65635229,65462817
2640117,2,65635229,52153048
2640117,4,65635229,4176749651
2640300,1,353139733,65388057
2640344,2,65414307,4914640616
2640423,2,65459876,65418338
2640694,1,432620260,1723739241
2640694,2,432620260,65335256
2640823,1,65469146,65455104
2641273,1,2267887606,65393966
2641522,1,65402696,65358626
2641522,2,65402696,65295355
2641546,2,65402731,256998747
2641705,1,65565335,65420040
2642366,1,65301931,65312657
2642366,2,65301931,1447212611
2642382,1,65317060,260193612
2642452,2,728180246,240446447
2642819,2,65603098,1113439724
2644246,1,4176209026,65462817
2645029,1,463052554,726963282
2645029,2,463052554,65473412
2645300,1,65512177,65452493
2645300,2,65512177,251911885
2646621,1,297165027,65322006
2646621,2,297165027,31416670
2646621,3,297165027,297165027
2647148,1,65399429,3112076300
2647148,2,65399429,65510844
2647386,1,65675905,65389652
2647386,2,65675905,65454218
2647556,1,760190009,3969032763
2647556,2,760190009,26029776
2647996,1,65515011,65473412
2648938,2,65469491,65317060
2649044,1,65388057,65512165
2649706,1,65374351,65473529
2649706,2,65374351,289662376
2650010,2,207640173,289662376
2650327,1,65542884,338840916
2650327,3,65542884,692683755
2650327,4,65542884,65551618
2650596,1,260544477,65393966
2650596,2,260544477,26028109
2650712,1,65436663,313250501
2650771,2,65388919,1422395775
2650771,3,65388919,65393966
2651233,1,1097542300,5045605482
2651233,2,1097542300,1082987312
2651317,2,668437479,4230301910
2651957,2,65413795,65388057
2651957,3,65413795,313250501
2652194,1,2069264280,65444931
2652291,2,65286986,53036404
2652926,2,65414307,121128186
2653007,1,65510844,312963135
2653007,3,65510844,686323045
2653007,5,65510844,369933261
2653206,1,65642761,121128186
2653663,2,65525253,65596389
2653671,1,297165027,1447212611
2653671,2,297165027,65303732
2653684,1,65327169,65317060
2653684,2,65327169,65317060
2654296,1,1097542300,258392730
2654296,2,1097542300,65649351
2654851,2,3057899475,33783809
2655070,1,65439179,65403109
2655070,2,65439179,297163585
2656185,1,1723739241,65283764
2656544,2,65290336,65335256
2656998,1,65598968,2822431945
2657051,1,65406091,65577523
2657190,1,65352339,678295796
2657438,1,65445236,65495331
2657438,2,65445236,666133161
2657448,1,263145971,65327169
2657448,2,263145971,65327169
2657510,1,559838997,65441639
2657510,2,559838997,65312657
2658525,2,65526851,2749862435
2659106,1,191692186,264179586
2659106,2,191692186,65651251
2660174,1,65362975,1723739241
2660700,2,261618283,65461271
2660737,2,65308495,65358843
2661128,1,65475700,65480019
2661548,1,65522420,65467471
2661548,4,65522420,65522420
2663743,1,65597274,65596389
2664186,1,4176209026,5367061446
2664190,1,65410502,65433860
2664190,2,65410502,65413795
2664402,2,65312677,1723739241
2664623,1,65519363,65480019
2664623,2,65519363,65629482
2665361,1,3470912024,65454218
2665921,3,65508965,2657050049
2666231,1,760190009,282817724
2666303,1,65598968,3616819744
2666432,1,1723739241,1723739241
2666432,2,1723739241,65290336
2921166,1,53084985,1082914981
2982192,2,53025690,53094468
2984645,2,65484410,564721352
2984728,2,65635937,3394771782
2984731,1,292440764,65335256
2984731,2,292440764,65596389
2984852,1,671081002,258392730
2984852,2,671081002,559838997
2984859,1,65484410,744465732
2984860,2,65484410,240297573
2984909,2,671842656,65495760
2984911,1,339569506,65454218
2984920,2,2267887606,2424933569
2984920,3,2267887606,463052554
2984922,2,65618257,65454218
2984922,3,65618257,65452932
2984975,1,65642745,65611188
2984975,2,65642745,1774346210
2984979,1,671842656,65596389
2984998,1,302878,65596389
2985079,1,1067334907,760124024
2985090,1,671842656,4911358022
2985090,2,671842656,65467216
2985110,3,30674115,463052554
2985122,1,670181455,65629482
2985122,2,670181455,65629482
2985138,3,670181455,65535942
2985161,2,65484410,671081002
2985171,2,240297573,651296334
2985213,1,30675695,2428451735
2985239,1,65514722,26028109
2985239,2,65514722,26028109
2985258,1,65430027,209838567
2985258,2,65430027,65536474
2985265,1,65430027,3276773816
2985265,2,65430027,65642745
2985283,1,65484410,65389652
2985283,2,65484410,283240773
2985294,2,65484410,4176094020
2985298,1,65504899,65572122
2985316,2,726963282,256892784
2985316,3,726963282,3394771782
2985327,1,240446447,65389090
2985327,4,240446447,262911314
2985336,2,240446447,65518165
2985336,3,240446447,302878
2985358,2,65430027,65556603
2985361,1,339569506,65515011
2985361,2,339569506,671081002
2985392,1,1068121510,3426243358
2985407,1,65571540,240446447
2985407,2,65571540,706934715
2985407,3,65571540,65514722
2985502,2,726963282,34006175
2985507,2,726963282,1774346210
2985518,1,5367061317,5731612888
2985518,2,5367061317,65596389
2985550,1,220226963,209838567
2985585,1,5367061317,65447921
2985593,1,343269965,121128186
2985643,1,287238475,447948414
2985643,2,287238475,65389652
2985643,3,287238475,338171678
2985722,1,65535942,258392730
2985722,2,65535942,4176749651
2985742,1,65433860,65559370
2985759,1,287238475,65446354
2985761,1,65535942,65462286
2985773,2,65559370,65525253
2985777,1,65433860,65485297
2985777,2,65433860,564663458
2985777,3,65433860,256999242
2985780,2,65433860,65636592
2985793,1,287238475,686323045
2985802,1,65659874,26029776
2985830,1,220226963,65393966
2985904,1,339565770,65596389
2985904,2,339565770,65473412
2985918,1,339565770,65572997
2986128,2,65426751,65492504
2986211,1,191692186,191692186
2986256,1,4167747534,286891349
2986262,2,4167747534,3375823262
2986280,2,65635229,262911314
2986296,3,65560852,65362975
2986309,2,65545741,4176094020
2986363,1,65461271,258392730
2986440,1,3470912024,65518203
2986456,2,519535896,2424933569
2986493,1,519535896,65518165
2986495,1,3470912024,364566254
2986495,2,3470912024,276571756
2986536,2,2011559031,258392730
2986559,2,3466032313,282817724
2986613,2,65524423,258392730
2986624,2,65580838,65447921
2986671,3,65453536,65684084
2986675,2,704784837,209838567
2986705,3,704784837,4177285132
2986728,2,289638735,65529747
2986768,1,2011559031,1774346210
2986779,1,65488346,339565770
2986862,1,290879408,257938654
2986862,2,290879408,65459869
2986862,3,290879408,1071836866
2986896,1,65580841,1080041974
2986940,1,65436738,65466010
2986946,1,65436738,65447921
2986946,2,65436738,65462286
2986961,1,65453536,34006175
2987031,1,65684148,258392730
2987129,1,447928265,431957638
2987129,2,447928265,65413795
2987144,1,344752198,191692186
2987175,1,289662376,313250501
2987181,1,65446354,431957638
2987181,2,65446354,276867060
2987215,2,65496737,31053150
2987286,2,289662376,744465732
2987288,1,289662376,65283764
2987302,1,289662376,282817724
2987302,2,289662376,760124013
2987309,2,463052554,121128186
2987375,1,463052554,65596389
2987375,2,463052554,65596389
2987414,2,338171678,431957638
2987448,2,65495760,401419782
2987470,1,65495760,283240773
2987513,1,26029776,879989954
2987513,2,26029776,671081002
2987526,1,885401685,344579091
2987529,1,323497482,289662376
2987540,1,65457732,1774346210
2987548,2,338171678,2424933569
2987571,1,26029776,771128315
2987571,2,26029776,262911314
2987572,1,65495760,65446354
2987596,1,323497482,441819072
2987614,1,323497482,2069326056
2987614,2,323497482,65519363
2987616,1,65495760,65659874
2987658,1,65547646,65596389
2987702,2,3695848235,2069326056
2987710,1,338171691,240446447
2987719,1,65547646,65393966
2987766,2,1088577001,65383233
2987780,1,1088577001,1351842285
2987792,1,65441524,3560113812
2987792,2,65441524,65596389
2987794,1,65441524,283240773
2987794,2,65441524,3394771782
2987795,1,4177285132,258392730
2987804,1,65441524,65393966
2987811,1,1088577001,258390819
2987827,2,4863339628,65496737
2987839,1,1068121510,258392730
2987874,2,258401697,289662376
2987903,2,3072895692,198447514
2987911,1,206353456,65447921
2987985,1,4547457685,65467189
2988007,2,4547457685,65393966
2988008,1,258392730,65485297
2988008,2,258392730,65523117
2988008,3,258392730,720615761
2988009,1,258392730,4547457685
2988009,2,258392730,5367061446
2988009,3,258392730,344579091
2988018,2,283240773,65393966
2988036,1,53081644,65335256
2988036,2,53081644,65362975
2988037,1,5049963582,260193612
2988063,2,53125747,2430994932
2988111,1,53077197,53080628
2988111,2,53077197,5049963582
2988171,1,53127645,683790351
2988175,1,53055899,271855226
2988175,2,53055899,271855226
2988186,1,53127645,53094468
2988186,2,53127645,52996138
2988186,3,53127645,261215683
2988205,1,53131597,261267397
2988205,2,53131597,53131597
2988256,1,53098027,241855401
2988294,1,53098022,53030266
2988294,2,53098022,65500720
2988297,2,53098027,275763305
2988313,1,53077197,275763305
