SAMPN,PERNO,orig,dest
1685493,2,65327169,65283764
1685804,1,65543956,251911885
1685804,2,65543956,65546940
1685804,3,65543956,5367061446
1685832,1,65367771,65485297
1685995,2,53028609,53025673
1686023,1,4184302087,32927534
1686023,2,4184302087,65441639
1686056,2,262263365,260193612
1687279,1,65324849,53030266
1687430,1,53116966,65286435
1687769,2,65497721,5367061446
1687932,1,4177226561,65283764
1687932,2,4177226561,5042859957
1687935,2,65504899,65303732
1688281,1,53047924,1774346210
1688439,1,280021936,1082914807
1688439,2,280021936,65523117
1688512,1,4549849704,53030266
1688512,2,4549849704,766252282
1688554,1,5334821584,65466666
1688554,2,5334821584,65459869
1688654,1,4021550367,1106542164
1688654,2,4021550367,260193612
1688907,1,1723739241,65324849
1689018,2,95323791,53047924
1689107,1,65321354,65356861
1689107,2,65321354,53055616
1689440,1,1684055465,65465018
1689440,3,1684055465,1634540842
1689440,4,1684055465,1676629150
1689508,1,5024738110,65467216
1689638,1,65394717,65335256
1689638,2,65394717,65335256
1689782,1,2488888492,65458694
1689793,1,5369474542,65495331
1689793,2,5369474542,65515011
1689813,2,65515011,247138149
1689890,1,65324849,65335256
1689993,1,53027672,5010014322
1690615,1,65488523,2428451735
1690615,2,65488523,2428451735
1690633,1,53082915,65335256
1690633,2,53082915,65303732
1690948,1,2322626301,522277378
1691380,1,53064347,2387017025
1691380,2,53064347,65500720
1692386,1,65317406,65303696
1692386,2,65317406,65321354
1692386,3,65317406,65334641
1692684,1,4184302087,661994355
1692684,2,4184302087,34006175
1693156,1,4176758065,3889910907
1693664,1,1667737108,4678074567
1693664,2,1667737108,668437479
1693996,1,65327574,65312050
1693996,2,65327574,297163585
1694049,1,65429628,65562385
1694450,2,65467216,338171678
1694755,1,899835535,53030266
1694755,2,899835535,899835535
1694755,3,899835535,53141556
1694755,4,899835535,899835535
1694935,2,65312657,65317060
1695310,1,65328414,65486111
1695328,1,289638735,1401973679
1695328,2,289638735,65495331
1695378,2,3057899475,65420040
1695721,1,4454452791,4884169339
1695721,2,4454452791,263015703
1695721,3,4454452791,65290928
1696103,1,65303696,65303696
1696103,2,65303696,65303732
1696229,1,53126442,53030266
1697060,1,240469682,53030266
1697060,2,240469682,53126442
1697282,1,2322626301,441819072
1697454,1,65399429,1350366884
1697655,1,65319944,65283764
1697655,2,65319944,1723739241
1697807,1,262263365,65358626
1697807,2,262263365,1723739241
1698307,1,3713966077,65308300
1698967,1,65324849,564721352
1699022,1,65622485,65628409
1699022,2,65622485,65606775
1699060,1,65296351,744465732
1699149,1,65504551,686323045
1699217,1,65497678,65495331
1699217,2,65497678,651296334
1699217,3,65497678,65327169
1699274,1,231099810,53029721
1699298,1,53050642,558625586
1699548,2,1079893185,65611188
1699586,1,65296351,65321354
1699613,1,275780457,53025119
1699843,1,2423707681,53118971
1699908,1,246574411,65388057
1700149,2,53050642,5010014322
1700635,1,65328181,65308300
1700635,2,65328181,65308300
1700785,2,65454218,3616819744
1700785,3,65454218,65557518
1701046,2,353139733,209838567
1701187,1,65424655,65335256
1701370,2,65335256,4018939473
1701728,1,65512187,1816506869
1701728,2,65512187,65526851
1701903,1,4018939473,65352339
1701915,2,463052554,53036404
1702166,2,65620265,65572122
1702166,3,65620265,65402828
1702556,1,1378125483,65402631
1702556,2,1378125483,4805063603
1702771,1,53073843,5843475645
1702812,1,1404116292,53099283
1703293,1,65286986,258958634
1703817,1,65312657,1723739241
1704224,2,560859521,1401973679
1704543,1,65296351,293818036
1704675,1,1097542300,313250501
1705593,1,240469682,53134475
1705593,2,240469682,5010014322
1705606,1,53077731,95323791
1705694,1,65444824,65442084
1705694,2,65444824,65402828
1706178,2,65327169,65295355
1706349,2,65415464,65400186
1706511,1,53026754,53043708
1706991,1,258139167,309333413
1706991,2,258139167,305551657
1706992,1,2623038954,65283764
1706992,2,2623038954,260193612
1707156,2,309053289,339565770
1707501,2,65457292,65394475
1707673,1,260494517,65358626
1707673,2,260494517,65303696
1707977,1,65402631,410827087
1707977,2,65402631,293818036
1708076,2,1372725050,53046698
1708686,1,65290336,53055616
1708686,2,65290336,65356861
1708844,1,354187051,65511253
1708847,1,3639361928,53034906
1709307,1,65459883,247138149
1709916,1,260193612,1723739241
1709916,2,260193612,65295355
1709980,1,430600437,1723739241
1710214,1,65339793,65317060
1710671,1,1088577001,4230301910
1710680,1,5750466663,1111276254
1710680,2,5750466663,65408820
1710907,1,65367771,65448190
1710974,1,53099283,53099283
1710982,1,65473529,26029776
1710982,2,65473529,297163585
1710984,1,772330121,257938654
1711002,1,36692493,65419423
1711002,2,36692493,31416627
1711002,3,36692493,5376562627
1711282,1,1852654855,1723739241
1711543,2,766252284,2428451735
1712317,1,65441524,447948414
1712317,2,65441524,344595687
1712365,1,52982604,32972246
1712365,2,52982604,5010014322
1712590,1,519535896,53096843
1712590,2,519535896,65684148
1712703,1,65319944,65317060
1712703,2,65319944,65303732
1713409,1,53130151,248744988
1713409,2,53130151,53080628
1713667,1,760189992,65518445
1713667,2,760189992,65636592
1713693,1,248744988,1723739241
1713709,1,240469682,53087423
1713709,2,240469682,65335256
1713789,2,53029469,53098042
1713789,3,53029469,53029730
1713830,1,65327927,259138847
1713830,2,65327927,65283764
1714238,2,65575736,65596389
1714247,1,65449775,65369483
1714687,2,4888070338,744465732
1715079,1,430600437,254906185
1715198,2,52990846,52990846
1715198,3,52990846,5851189385
1715353,2,65577523,53045169
1715528,1,312410258,310969385
1715528,2,312410258,759791409
1715528,3,312410258,65388057
1715528,4,312410258,5376562627
1715544,3,286890942,30675695
1715544,4,286890942,847440278
1715632,1,260193349,463052554
1715651,3,648530371,65290928
1716044,2,65328414,65335256
1716590,1,65303732,65305544
1716590,2,65303732,65317060
1716886,1,53140526,53094468
1716886,2,53140526,1093171059
1716890,1,260193349,201453803
1716890,2,260193349,2804606843
1718206,1,65312014,65283764
1718348,1,53025690,4919697102
1718348,2,53025690,1807996381
1718878,2,726963282,65556603
1718878,3,726963282,744465732
1719277,1,53132621,53020824
1719277,2,53132621,53067254
1719338,1,65312050,65572122
1719403,2,65317060,65283764
1720106,2,65324849,1723739241
1720168,1,53077197,53149317
1720238,1,5010014322,5010014322
1720415,2,267632090,65333972
1720860,1,4018939473,259138847
1720860,2,4018939473,1723739241
1721170,1,65510844,65454218
1721617,1,918914284,310967444
1721617,2,918914284,65572998
1722680,4,3756351503,263015703
1722758,1,65284110,65342038
1723134,2,258911619,65283764
1723475,1,65303696,65303732
1723680,1,257389670,65455789
1723680,3,257389670,1970807558
1725195,2,65432238,65469570
1725617,2,53028751,287825433
1725752,2,65312677,704784837
1725838,1,1684084805,65303696
1725925,1,65296351,65283764
1726028,1,260193612,1723739241
1726028,2,260193612,1723739241
1726579,2,65297593,1511349597
1726711,1,53131597,65437109
1726711,2,53131597,1234594529
1726711,3,53131597,1234594529
1726782,1,338171725,65469461
1726782,2,338171725,65442084
1726782,3,338171725,65424655
1726782,4,338171725,65501665
1727085,2,53098239,53077197
1727250,2,65327927,65449433
1727301,2,53072748,1317059254
1727571,1,4177203557,65473412
1727673,3,65501255,65501255
1727678,1,275782495,2287632477
1727973,1,248744988,242857213
1728072,2,365492629,263337026
1728072,3,365492629,1093170907
1728095,1,65286435,679035926
1728108,1,4177285132,65556603
1728108,2,4177285132,2424933569
1728229,1,1316750701,4805063603
1728229,2,1316750701,4177142433
1728668,1,65649339,65455104
1728668,3,65649339,65519915
1728891,1,248744988,250043428
1728988,1,65296351,648530371
1728988,2,65296351,65285375
1729093,1,4176209026,65461271
1729325,1,53073843,53019396
1729325,2,53073843,5851189385
1729521,2,4913662949,65462243
1729680,2,65462817,65572998
1730044,1,1095737549,2287632477
1730461,2,311717194,240446447
1730578,1,611603798,3966119323
1730603,1,65327169,65352339
1730783,1,53025690,53055616
1730783,2,53025690,53103053
1730822,1,2811629417,262256885
1730822,2,2811629417,65402828
1731149,1,3950603888,658951478
1731876,1,258916758,260193349
1732092,2,65420426,65525709
1732218,1,65319944,260193612
1732218,2,65319944,1723739241
1732227,1,260494517,65317060
1732523,1,275782495,53030266
1733883,1,65283764,65327927
1733915,1,4021550367,260193612
1733974,3,53095695,263015703
1734209,1,1723739241,668552809
1734216,1,310970403,288221624
1734216,2,310970403,288221624
1734615,1,65424951,2297711462
1734615,2,65424951,311453638
1734621,1,2858933386,3277280273
1734652,1,65457732,431954135
1734917,1,53099283,240469682
1734917,2,53099283,53099294
1735474,2,65296351,65316662
1735669,1,53116966,53055616
1736316,3,65542887,65429940
1736490,1,5376562627,65388057
1736548,1,648530371,65335256
1736695,1,53030266,65317060
1736848,2,65328181,65335256
1737759,1,431859369,313455374
1737759,2,431859369,65536894
1738359,1,4021550367,275780457
1738359,2,4021550367,65449775
1738463,2,4018939473,65335256
1738745,1,1106989992,4230301910
1738769,1,65399936,289662376
1738797,2,65598968,3616819744
1739050,1,65303696,65283764
1739070,1,65319944,65321354
1739082,2,65334641,65322006
1739148,1,65421431,760124013
1739263,1,2322626301,297163585
1739263,2,2322626301,65469637
1739739,2,65284110,65283764
1740374,1,53079877,53047924
1740585,1,65469461,262911314
1740585,2,65469461,678295796
1740743,1,53073129,250043428
1741508,2,1389052651,65648090
1741508,3,1389052651,65648090
1741523,2,434335815,65335256
1741741,1,275780457,53099283
1742415,1,53035398,53046431
1742415,2,53035398,1093170907
1742526,2,65339793,4230301910
1742670,1,4914640616,847440278
1743251,1,282630632,65459883
1743363,1,53116966,65321354
1743363,2,53116966,4960407707
1743369,3,660032376,2230688743
1743503,2,32927645,65441639
1743805,1,65296351,431954135
1744123,1,65473529,259138847
1744123,2,65473529,3958397386
1744327,1,65312014,206691786
1744327,2,65312014,53055616
1744698,1,65403076,65358626
1744743,1,323497482,121128186
1745167,1,53087768,65432238
1745167,3,53087768,2804606843
1745262,2,1723739241,65333972
1745262,3,1723739241,1723739241
1745494,1,4021550367,65308300
1745804,1,4021550367,65335612
1746215,1,4019294259,65283764
1746215,2,4019294259,65283764
1746297,1,53116966,53099294
1746411,1,65324849,5010014322
1746621,1,53149317,2804606843
1746621,2,53149317,53117367
1747458,1,2430994932,53094468
1747556,1,310998377,65455104
1747823,1,65577523,65388057
1747823,2,65577523,2011559031
1747846,1,65518203,3394771782
1748115,1,65335612,65335256
1748256,1,3705431542,65525253
1748481,2,2488888492,1317059254
1748577,2,53070561,53024292
1748862,1,4019294259,65596389
1748862,2,4019294259,5010014322
1748964,1,1666844095,26029776
1748996,1,463052554,65324849
1749085,2,1068121510,344752198
1749130,2,260494517,65352339
1749163,1,65319944,293818036
1749243,1,5010014322,1723739241
1749802,2,678295796,65565335
1749926,2,65450527,65467471
1750298,3,286100813,53068975
1750593,1,260494517,1723739241
1750942,2,263015145,657606296
1751194,1,53032784,260193612
1751340,1,266711636,53020933
1751340,2,266711636,53030266
1751432,1,53085099,1723739241
1751432,2,53085099,678295796
1751702,1,678295796,52990846
1751703,1,65432238,65480019
1751703,2,65432238,4805063603
1751991,2,53069583,721675367
1752098,1,412299224,3277280273
1752133,1,53017096,65437109
1752133,2,53017096,53098027
1752192,1,577629992,65497721
1752485,1,65319944,1723739241
1752485,2,65319944,65317060
1752933,1,65633275,344752198
1753200,1,53050642,254906185
1753200,2,53050642,53117367
1753402,2,53019159,53055616
1753906,1,728180246,3713966077
1753906,2,728180246,65290336
1753969,1,1389052651,65529747
1753969,3,1389052651,2858933386
1754201,1,53095695,4230301910
1754201,2,53095695,667737589
1754564,1,65473529,65441639
1754564,3,65473529,65393013
1754866,2,53081644,53062505
1754929,1,65651481,65518203
1755075,1,53154509,1091823033
1755199,1,53067254,53034383
1755199,2,53067254,1317059254
1755501,1,65352339,65295355
1755869,1,65286844,258964523
1756361,2,53138292,53077731
1756488,1,65497144,65649339
1756515,1,53041919,53081662
1756515,2,53041919,5042654798
1756653,2,65563891,65466666
1756653,3,65563891,65493935
1757022,1,1094826934,267632090
1757022,2,1094826934,247138149
1757657,1,65473529,26028109
1758223,1,248744988,53030266
1758223,2,248744988,53039613
1758542,1,242441960,248744988
1758899,1,65426616,312963135
1758928,1,53045119,667737589
1759009,1,210034843,53038428
1759083,2,65453536,65556603
1759100,2,65429940,65599337
1759225,1,65307757,432620260
1759225,3,65307757,65317406
1759621,2,65283764,65335256
1759821,2,65303696,260193612
1759857,1,275780457,5010014322
1759857,2,275780457,5614516595
1759857,3,275780457,275780457
1759914,1,5368971863,191692186
1759914,2,5368971863,364566254
1760275,1,2861154405,65303732
1760275,2,2861154405,1102852014
1760363,1,371261444,2910216406
1760651,2,65413795,65513622
1760764,1,53034890,661994355
1760848,1,65467189,65611188
1760848,2,65467189,65413795
1760926,1,678295796,53043010
1760964,1,260494517,3713966077
1760965,1,65312014,65597274
1761151,1,678295796,5010014322
1761539,2,243673129,53080628
1761647,1,260494517,65317060
1761865,2,65296351,293818036
1762171,2,65392087,65475119
1762523,1,240469682,65475119
1762541,2,258972759,65321354
1762748,2,65522420,65426751
1763164,2,248744988,603229515
1763284,1,65339793,911844740
1763284,2,65339793,452034770
1763564,1,53038428,53038428
1763564,2,53038428,52990846
1763564,3,53038428,53064347
1763693,1,1666841907,65580389
1763693,2,1666841907,65475119
1763989,1,5376562627,65684084
1763989,2,5376562627,313250501
1764067,1,3336812709,4176749651
1764329,1,258975208,759791409
1764329,2,258975208,65459869
1764415,1,65319944,65300692
1764415,2,65319944,65283764
1764545,2,4019294259,65479774
1764567,2,65352339,65303696
1764809,1,240469682,1541561262
1764986,2,65334641,65296351
1765157,3,4018939473,293818036
1765859,1,258972759,258916761
1765859,2,258972759,65335256
1765859,3,258972759,65303696
1765869,1,53077197,65362975
1766006,1,65444824,4184302087
1766068,1,65421336,668437479
1766082,1,1684084805,53069583
1766082,2,1684084805,53069583
1766503,1,65303732,1723739241
1766759,1,65324849,65317060
1766759,2,65324849,259394878
1767013,1,826956804,2423707681
1767013,2,826956804,3958311715
1767028,2,65471188,5816706523
1767356,2,65328181,65295355
1767534,1,876501306,760124200
1767534,2,876501306,667737589
1767544,2,272282623,760124024
1767914,2,65469805,706934715
1767914,3,65469805,5334128538
1768718,1,65312014,53030266
1768718,2,65312014,65303732
1768718,4,65312014,65425852
1768755,1,258911637,65335256
1769100,1,260494517,260193612
1769154,2,434335815,65402631
1769154,3,434335815,65405507
1769165,1,243673129,661994355
1769567,4,53087405,242106025
1769580,2,53019159,53055616
1769938,1,53024858,53064347
1769980,1,53076052,53030266
1770031,1,295570233,260193612
1770374,1,65488523,276571756
1770449,2,53019159,53030266
1771118,1,53085385,65335256
1771118,2,53085385,678295796
1771615,1,448106249,564663458
1771615,2,448106249,65556603
1772046,2,65442084,313268585
1772046,3,65442084,65440499
1772046,4,65442084,2263587584
1772050,1,65297593,65317060
1772050,2,65297593,65308300
1772290,1,430105468,678295796
1772290,2,430105468,65580389
1772735,1,257360302,53129707
1772923,2,65290336,65596389
1772950,1,65339793,65290336
1773153,1,3958716644,65388493
1773309,1,1088577001,65480019
1773309,2,1088577001,4176749651
1773375,1,65501665,65523741
1773375,2,65501665,65477194
1773411,1,260494517,1723739241
1773432,1,65362975,4018939473
1773521,1,5010014322,2424933569
1773708,1,65335256,65303732
1774421,1,283240773,258390819
1774421,3,283240773,312683311
1774811,2,259138847,65342038
1774939,1,53134475,65335256
1774939,2,53134475,65333972
1775077,1,1676035598,65380804
1775486,2,295570233,667737589
1775551,1,65312014,65312014
1775551,2,65312014,65333972
1775595,1,1708913874,651296334
1775595,2,1708913874,3678132214
1775720,4,53039475,5010014322
1775720,5,53039475,53118961
1775720,6,53039475,53099283
1775767,1,1685260148,53029730
1776017,1,65473529,4018939473
1777223,2,65328181,65335256
1777291,2,65427892,661994355
1777291,3,65427892,1723739241
1777291,4,65427892,65596389
1777834,1,53020933,53134475
1777834,3,53020933,275780457
1778087,1,65319944,260193612
1778420,1,65328181,65303696
1778749,1,53091192,53039475
1778749,2,53091192,1341797145
1781042,1,258972759,678295796
1781042,2,258972759,65328414
1782112,1,415282972,65438574
1782818,1,65408175,65367140
1783304,1,65324849,65317060
1783334,2,65469671,437194911
1783578,2,53024879,121128186
1783607,1,339569506,26029776
1783607,2,339569506,312963135
1784070,1,65508634,65405507
1784577,1,65684084,65469268
1784577,2,65684084,4167845029
1784735,2,65519915,65303696
1785138,1,242911555,53041310
1786231,1,1066599505,262256885
1786231,2,1066599505,65402731
1786250,1,53112139,53150389
1786250,2,53112139,260193612
1786259,1,289651747,2107917167
1787004,1,65455527,276571756
1787004,2,65455527,198447514
1787381,1,65488782,258392730
1787381,2,65488782,65421131
1787964,1,4184297939,65449433
1787994,2,65436738,26028109
1788028,1,2497999643,30675695
1788028,2,2497999643,53039475
1788028,3,2497999643,1272258299
1788028,4,2497999643,206353456
1788028,5,2497999643,671081002
1788271,1,65447824,1723739241
1788271,2,65447824,4911358022
1788695,1,65633275,272282623
1788764,1,5714464359,65358626
1788764,2,5714464359,65358626
1789086,2,65388919,3466032313
1789764,2,386125220,1317059332
1789943,1,260544477,463052554
1790006,1,30677889,65467216
1790006,2,30677889,759791409
1791018,1,415282972,344579091
1791018,2,415282972,65335256
1792067,1,2757547869,258390819
1792067,2,2757547869,65454218
1792067,3,2757547869,4402120168
1792067,4,2757547869,65454218
1792482,2,65518165,4176749651
1792790,1,260193349,260193612
1793893,1,65515011,65393966
1794234,1,65408175,4805063603
1794234,2,65408175,65486111
1794234,3,65408175,65486111
1795294,2,65440558,65405507
1795994,2,65628409,65466068
1796001,1,65535942,65480019
1797350,2,65388813,4177106146
1799537,1,2387017025,53045242
1800923,1,65530599,2822431945
1800965,1,2278915632,4230301910
1800965,2,2278915632,65473412
1802077,1,206691786,760124024
1802597,1,879933444,65572998
1802597,2,879933444,65327927
1803141,1,4176758065,65469318
1803141,2,4176758065,65469318
1803233,1,280021936,65522420
1803830,1,65599955,65388057
1803830,2,65599955,65459883
1804618,1,53080628,65283764
1804634,1,65495331,339565770
1804634,2,65495331,283240773
1805271,2,1068121510,65446354
1805277,1,3695848235,206353456
1805277,2,3695848235,744465732
1805302,2,256892784,65393966
1805302,3,256892784,1272258299
1805302,4,256892784,65481556
1805461,1,4177285132,338840749
1805461,2,4177285132,338840749
1806010,1,65528051,65467216
1806384,1,5456770506,4911358022
1806512,1,65387314,65286435
1806626,2,65422427,65352339
1806626,3,65422427,65358626
1806626,4,65422427,65389652
1806876,1,65482297,65414307
1806876,2,65482297,65385658
1807932,1,829817232,260321647
1808304,1,65604466,65461271
1808824,1,4402120168,65580389
1809411,2,65430027,667737589
1810213,1,65469165,65423728
1810301,1,65408175,1422395775
1810301,2,65408175,260193349
1810301,3,65408175,1422395775
1811113,3,293818036,65402828
1811148,1,52982201,65317060
1811148,2,52982201,65437109
1811343,1,1831310090,65596389
1811343,2,1831310090,5010014322
1811607,1,256892784,541334290
1811608,2,2487368779,65402731
1811611,1,3974537705,264179586
1811718,1,851338668,3276773816
1811718,2,851338668,847440278
1812722,1,636067408,65335871
1812930,1,65546940,65526851
1813095,1,4021550367,441819072
1813200,1,65439179,3276773816
1814896,1,1081079977,725437367
1815373,1,65399829,65473412
1815373,2,65399829,297163585
1815644,1,4018939473,4021550367
1816087,1,369930784,312963135
1816383,1,65629482,3277280273
1816493,2,2069326056,65447921
1816981,1,65305544,258757618
1817089,1,65303696,65303696
1817357,1,4177203557,1667737051
1817357,2,4177203557,53027016
1817833,1,256999242,2263587584
1818908,1,295265468,65439179
1819093,1,65584897,65606775
1819167,1,65392772,209838567
1819599,1,2511971979,4021550367
1819599,2,2511971979,260193612
1819983,1,65312657,65333972
1820297,2,3199400398,559389852
1820733,1,1422395775,65556603
1820817,1,53048895,258145145
1821639,1,283240773,661994355
1821639,2,283240773,65597274
1822816,1,65392810,65402769
1823536,3,2497999643,5367061446
1823695,1,65418338,256893623
1823752,1,65604466,65624723
1823974,1,2322626301,252338806
1824155,2,65494922,52153048
1824241,2,65423728,65467471
1824346,2,65452105,121128186
1824359,1,415282972,65437109
1825729,1,65528051,313250501
1825858,2,5367061317,53046698
1827287,1,65457292,65441395
1827601,1,65456747,65363029
1827858,1,1068121510,759791409
1828367,1,5367061446,65447921
1828367,2,5367061446,1774346210
1828975,3,65485254,65481807
1829827,2,1712572378,65358843
1829921,2,1099219577,3112076300
1829963,1,2487368779,260193612
1829963,2,2487368779,258288198
1831028,1,2011559031,258390819
1831028,2,2011559031,258390819
1831521,1,65413795,65501665
1831521,2,65413795,65374351
1831665,1,668437479,258392730
1832032,2,198447514,65388493
1832250,1,65470535,257882557
1832299,1,3199400398,65497027
1832410,1,65542884,65571076
1832611,1,339565770,26028756
1832668,1,65327574,65283764
1832669,2,254816127,1080041974
1832890,1,2511971979,53024492
1832890,2,2511971979,65579010
1834076,1,65436116,65473412
1834265,1,258964523,258964523
1834265,2,258964523,65438525
1834680,2,65520782,240446447
1835101,1,65519915,65546534
1835282,1,65374351,564721352
1835642,2,666065843,257669620
1835699,1,65569391,331115181
1836045,2,1068121510,65466666
1836678,2,65308495,65352339
1836737,2,1624755431,415282972
1837030,2,65485025,65513622
1837030,3,65485025,256893623
1837284,1,858085140,65431512
1838206,1,65324849,1723739241
1838271,1,4778066278,65603408
1838298,1,53131081,260193612
1839389,1,2860539966,65467471
1839389,2,2860539966,287825433
1839730,1,248744988,53028751
1840850,2,3466032313,648799213
1841188,1,65388813,65402696
1841821,2,34006175,1741155872
1841906,2,307624825,65335256
1842091,2,4177285132,65393966
1842181,2,323497482,65497144
1842687,1,65454232,287825433
1842687,2,65454232,567010692
1842745,1,258312657,65317060
1842745,2,258312657,661994355
1843058,1,65496789,4805063603
1843058,2,65496789,313250501
1843184,1,829817232,3994971206
1843184,2,829817232,3994971206
1844422,2,65374351,65437109
1844423,1,1723739241,65308300
1844423,2,1723739241,1723739241
1844423,3,1723739241,260193612
1844423,4,1723739241,242106025
1844423,5,1723739241,65308300
1844478,1,2011559031,431957638
1844478,3,2011559031,26028756
1844603,1,65645389,65433860
1844603,2,65645389,262911314
1844706,1,65622485,65433267
1844865,1,65467257,288221624
1844925,2,65580427,667737589
1845208,1,721675367,310964635
1845208,2,721675367,241263363
1846580,1,317529071,65480019
1846580,2,317529071,1111269526
1846654,1,243673129,65317060
1846654,2,243673129,53032784
1846670,4,65427321,3766059022
1846953,1,239617025,5010014322
1846975,3,1983411302,65418565
1849538,1,437194911,65290928
1850240,2,65312014,65335256
1851408,1,323497482,3394771782
1851408,2,323497482,288221624
1853212,1,65584897,65543956
1853355,1,65402828,65438518
1853355,2,65402828,65402828
1854348,1,65419547,260193612
1854348,2,65419547,522277378
1854736,1,65317406,65455104
1854824,1,261215683,65335256
1855480,1,65424655,207640173
1855480,2,65424655,65426691
1856297,1,65500754,65427661
1856297,3,65500754,53103620
1856472,1,447948414,661994355
1857377,2,65527391,1082914981
1857798,1,65441395,65501665
1857798,2,65441395,65461271
1857901,1,65462817,65495331
1857901,2,65462817,65629482
1858360,1,65439179,65408175
1858360,2,65439179,289662376
1858504,1,879933444,4884169339
1858504,2,879933444,1480825902
1859855,1,2011559031,431954135
1859855,2,2011559031,65426751
1859855,3,2011559031,4547457685
1860188,2,53084305,53036430
1860195,2,310970403,65684148
1860362,2,65622485,65426751
1860489,1,53024871,5010014322
1860489,2,53024871,282409368
1860489,3,53024871,280699441
1861039,1,4065351176,65461271
1861132,1,65533434,311644646
1861132,2,65533434,311644646
1862338,1,65374502,5851189385
1862338,2,65374502,297165588
1862576,2,65384491,65440499
1862576,3,65384491,1723739241
1863465,1,670181455,744465732
1863971,1,410827087,911844740
1864825,1,65393966,209838567
1865489,1,65352339,1723739241
1865696,2,4178885855,65480019
1866077,1,65393013,3276773816
1866272,1,258911637,286082304
1866416,1,65504530,2424933569
1866895,1,65424655,65333972
1866998,2,65327927,65303732
1868081,1,53073053,1723739241
1868081,2,53073053,603229515
1868226,2,307624825,911844740
1868472,1,4593190597,4549849704
1868501,1,65584897,310967444
1868668,1,65501255,65562385
1868668,3,65501255,65455104
1868757,1,3950603888,401488315
1869271,1,279895969,282409368
1869271,2,279895969,65426751
1869752,2,65469165,65396652
1870151,1,314481557,65418565
1870151,2,314481557,3695622044
1870439,1,65430248,3641168055
1870728,2,65464709,1723739241
1870841,1,65392772,65408175
1870841,2,65392772,65467225
1870841,3,65392772,65467216
1871017,1,65454232,661994355
1871017,2,65454232,65422427
1871428,1,3506311158,53144707
1871728,1,5367061446,65380804
1872813,2,65470535,1102852014
1872813,3,65470535,3277280273
1872818,2,297165588,65402696
1873699,1,2858933386,65641417
1873699,2,2858933386,1667737051
1873728,1,53032784,65322409
1873740,1,1212611065,260193612
1874201,1,1422395775,65556603
1874515,2,65388813,65327169
1874558,1,310946868,431954135
1874782,1,292477014,65571447
1875092,1,412696670,65459883
1875092,2,412696670,312963135
1875523,1,4000200250,1723739241
1876442,2,447948414,65388493
1876604,1,65405507,4911358022
1876604,3,65405507,65405507
1876877,1,4825090046,65556603
1876877,2,4825090046,258392730
1877316,1,365486290,260193612
1877316,2,365486290,65473529
1877418,1,560859521,2428451735
1877418,2,560859521,65406091
1877547,1,65422731,65444931
1877547,2,65422731,258390819
1878586,1,258958634,65447921
1878586,2,258958634,1723739241
1878586,3,258958634,65290928
1878606,1,365486290,65393966
1879356,2,65297593,121128186
1879543,1,256999242,1511349597
1879543,2,256999242,65438574
1879958,1,1099202977,65424657
1879958,2,1099202977,1071749777
1880103,1,310998377,313250501
1880542,1,65347395,65317060
1880542,2,65347395,65396652
1881523,2,65444824,53055616
1881813,1,65441278,53086921
1883418,3,4883304564,2510564092
1883645,2,65388057,65684084
1884839,1,65580838,666133161
1885165,1,65424655,1154594254
1885811,2,65460549,4556191452
1886890,1,1099219577,760124013
1886890,2,1099219577,65529747
1887460,1,258312657,65441639
1887841,1,65441278,4805063603
1887841,2,65441278,1774346210
1887895,1,65436551,65467471
1888169,2,65432017,65513622
1888169,3,65432017,65283764
1888275,1,2488888492,53020008
1888298,1,65465018,2914735569
1888690,1,191692186,2424933569
1888813,1,648530371,65283764
1889268,1,65579010,313250501
1890511,1,65392772,65392772
1890511,2,65392772,559389852
1890582,2,65461932,338840916
1890596,2,1020987541,65488523
1890608,1,1378125483,65290336
1890608,2,1378125483,2914735569
1890703,1,4268642579,256893623
1890703,2,4268642579,256893623
1890755,1,410827087,65352339
1890755,3,410827087,911844740
1891344,2,1983411302,65388493
1892054,3,65642761,30237212
1892396,1,65481398,260193612
1892396,2,65481398,65481398
1892631,1,65419547,65327927
1892942,1,310963309,65569978
1893180,1,448106249,65424657
1893180,3,448106249,65303696
1893830,2,65589407,65317060
1894347,2,65454232,65485297
1894408,2,65308495,3685177534
1895146,2,261687161,53117367
1895341,1,1708913874,313250501
1895341,2,1708913874,65454218
1895938,1,201453803,65352339
1897324,1,65459882,65358626
1898314,1,65450527,65358626
1898314,2,65450527,65286986
1898865,2,65431512,65335256
1898895,2,5331240183,53020008
1898895,3,5331240183,53020008
1899852,1,1068121510,65403109
1899852,2,1068121510,65473412
1900418,2,65582460,65551618
1900418,3,65582460,65551618
1901130,1,65556870,65418565
1901695,2,369933261,65684148
1902050,1,1684055465,65480019
1902601,1,559838997,65335871
1903315,2,415190811,3222923257
1903352,1,65563418,292477014
1903352,3,65563418,2219949394
1903605,2,65481556,65466666
1903605,3,65481556,289662376
1904847,1,52990846,65335256
1904847,2,52990846,65335256
1905059,1,65589407,65480019
1905513,1,1020987541,3766059022
1905513,3,1020987541,3766059022
1906505,2,65628796,744465732
1907264,1,65599955,65585554
1907264,2,65599955,5660716945
1907851,1,65422427,65352339
1907851,2,65422427,297165588
1907851,3,65422427,65405507
1907888,2,65462048,65434559
1908079,2,65442084,65441639
1908202,1,65449775,65391664
1908754,1,310967444,310946868
1909104,1,65499483,209838567
1909104,2,65499483,209838567
