uniqueid,u,v,length,lanes,speed_mph
0,309330024,253297204,320.8,5,65
1,4353687911,4353687912,9.9,1,25
2,4353687911,4353689485,408.6,2,30
3,4353687912,4353687911,9.9,1,25
4,4353687912,65314953,304.1,2,30
5,386924997,4906347242,34.4,2,30
6,386924997,386925477,88.7,2,30
7,386924997,1700584688,437.9,1,50
8,1760559652,665690523,376.9,3,65
9,258998915,65670297,621.3,1,50
10,258998915,258999024,681.6,3,65
11,258999024,65399706,506.9,2,50
12,258999024,1760559652,565.7,3,65
13,258999067,1080024953,44.3,1,30
14,258999067,313093778,12.9,1,30
15,258999067,1760559768,26.6,3,30
16,386925477,65402815,121.7,2,30
17,386925477,386924997,88.7,2,30
18,386925477,1700584707,476.0,1,50
19,275776613,370473665,47.5,1,30
20,275776613,275782462,42.4,2,25
21,275776613,53117382,131.1,2,25
22,4447012098,4382597056,17.4,3,35
23,4447012098,3110365113,411.9,3,35
24,275776856,370473679,49.2,1,30
25,275776856,2820169753,169.4,2,25
26,275776856,53090185,60.0,2,25
27,4180674087,65424257,38.2,2,40
28,4180674087,65424250,527.2,2,40
29,4887414370,282813359,394.8,3,35
30,4887414373,4887414381,72.1,1,45
31,4887414373,282813291,39.8,4,35
32,4887414381,665538270,608.0,4,45
33,4353689485,3921509240,9.7,1,25
34,4353689485,4353692273,188.7,2,30
35,5896144842,53034922,7.2,3,25
36,5896144842,52978700,488.4,2,20
37,5896144843,5896144842,20.2,2,20
38,5896144843,5321280796,103.8,2,20
39,5896144843,53034926,147.3,4,25
40,275777736,56063320,13.1,3,25
41,275777736,95323746,137.8,3,30
42,275777737,275777736,11.5,3,30
43,275777737,240469594,431.2,3,25
44,905972023,905968140,41.5,3,20
45,905972023,65497888,893.8,1,20
46,309332588,26029630,16.9,3,40
47,309332588,287231485,89.0,3,25
48,4180675195,65452480,186.1,1,25
49,4180675195,4180674087,71.4,1,30
50,4180675195,65424257,50.7,1,25
51,2701134475,2701101990,366.7,1,20
52,2701134475,2701101990,157.2,1,20
53,2701134475,65506180,146.3,1,20
54,259001133,259001278,19.6,1,50
55,259001133,248212008,821.0,2,50
56,259001278,1101343695,12.0,3,30
57,259001354,311730001,495.4,2,50
58,259001354,309052216,907.7,3,65
59,655363147,65528532,97.5,1,20
60,655363148,252005218,535.7,1,20
61,655363148,1119583442,612.4,1,20
62,655363148,65624502,261.0,1,20
63,259001466,248212014,1027.5,1,50
64,259001466,259001354,183.6,3,65
65,259001484,257806071,654.6,4,65
66,1806699751,53113786,13.9,1,20
67,1806699751,441223323,486.0,3,40
68,1806699751,53062505,397.1,1,20
69,1806699759,1576445790,15.6,1,30
70,1806699759,53080413,28.0,1,30
71,1806699759,1806699751,562.8,3,40
72,1806699762,1806699759,47.2,3,40
73,1806699762,53080413,53.9,1,30
74,1806699765,53036271,16.7,1,20
75,1806699765,1806699762,550.5,3,40
76,1806699766,5896300284,240.9,3,30
77,1806699766,846478195,56.0,3,30
78,461376765,293845792,397.2,2,50
79,575671703,401388754,10.6,3,30
80,575671703,575671713,782.3,2,25
81,575671713,53028454,11.7,1,20
82,575671713,575671795,1081.8,3,25
83,575671713,53034906,1241.3,1,20
84,575671727,53033706,13.2,1,25
85,575671727,52980226,166.4,2,25
86,575671727,4588826512,174.1,3,25
87,575671769,53028424,17.3,1,20
88,575671769,5285295106,65.0,1,20
89,575671769,718372425,264.3,3,25
90,575671795,53028438,11.6,1,20
91,575671795,575671796,58.5,3,25
92,575671795,2459972364,64.3,1,20
93,575671796,354102005,636.0,3,25
94,4162850297,1708658985,323.0,1,20
95,4162850297,65464229,129.8,2,20
96,575671816,354102005,11.1,1,20
97,575671816,53028428,38.6,3,25
98,275779238,53090184,57.8,3,25
99,275779238,2820169753,435.4,1,25
100,1202720464,65439799,586.4,1,20
101,1202720464,689945760,170.7,2,20
102,905973480,905968140,17.4,1,20
103,905973480,905941165,262.6,3,25
104,5484056508,5484056509,21.8,2,20
105,5484056508,53089922,503.9,3,45
106,5484056509,1705709180,10.9,3,45
107,5484056509,53020742,199.6,2,20
108,256905264,449081366,52.4,4,35
109,275779890,275779238,39.0,3,25
110,275779890,53090184,22.7,3,25
111,1374687567,65460270,21.7,2,20
112,1374687567,2497999641,32.3,1,45
113,1374687571,65460269,35.9,2,20
114,4704965058,1103393558,41.8,2,35
115,4704965058,2640973131,63.3,1,25
116,4353692273,4353692274,10.1,1,25
117,4353692273,436978770,174.3,2,30
118,4353692274,4353692273,10.1,1,25
119,4353692274,3921509240,188.9,2,30
120,1968181924,53126442,352.8,2,25
121,1968181924,53117335,466.4,2,25
122,1968181924,53099580,626.9,1,25
123,3958379212,3958379213,10.1,1,20
124,3958379212,53087004,2635.4,1,20
125,3958379213,1683572015,62.1,1,20
126,3958379213,1683571984,43.3,1,50
127,3958379213,3958379212,10.1,1,20
128,275780457,275782462,599.6,3,25
129,275780457,275779890,23.5,3,25
130,3369079743,258972910,16.3,5,40
131,3369079743,610194249,190.9,3,35
132,461378553,461378567,207.3,2,50
133,461378553,293847696,79.4,1,20
134,461378567,461376765,289.2,1,50
135,461378567,182405023,325.0,1,50
136,432018469,65425032,16.2,1,30
137,432018469,206351337,44.9,3,35
138,685773938,685765520,239.4,1,20
139,685773938,685775412,88.8,3,65
140,448795781,65426734,95.3,2,30
141,448795781,3142640230,356.0,1,30
142,448795781,65550685,923.2,1,25
143,461378996,461378553,35.1,3,20
144,1853887940,91069540,198.3,1,20
145,1313871347,53087366,164.4,3,30
146,1313871431,1313871347,55.6,1,25
147,1313871431,53087371,63.6,1,25
148,1313871431,53073084,687.5,1,25
149,5835331655,65413979,842.7,2,50
150,5835331659,65493823,27.1,3,50
151,5835331659,5835331655,47.1,1,25
152,5835331660,1081488445,99.0,3,30
153,120592887,65411367,255.1,1,50
154,120592887,65397432,200.9,1,50
155,685775412,241855089,292.7,2,50
156,685775412,241855401,790.3,4,45
157,120592954,1392020693,175.4,1,50
158,4592769749,52981622,890.4,1,20
159,275782462,53090185,22.9,2,25
160,275782462,275776613,42.4,2,25
161,275782462,370473665,55.6,3,25
162,275782481,53117382,346.8,2,25
163,275782481,275782495,29.6,3,25
164,275782491,53090190,17.1,1,25
165,275782491,275777737,172.4,3,25
166,275782491,240469532,550.0,1,25
167,275782495,275782491,257.2,3,25
168,309337101,189722632,18.1,2,35
169,309337101,2011445961,48.2,2,35
170,309337101,2011445962,51.0,3,40
171,1067457597,206696652,2211.9,3,65
172,5243936038,110360299,346.9,1,20
173,5243936038,2344118274,258.7,1,20
174,5243936038,4599200298,72.7,1,20
175,65443097,65436918,244.3,1,20
176,4168097846,1082448766,313.8,3,25
177,4168097846,4168097848,14.0,1,25
178,4168097848,3711234038,463.6,3,25
179,4168097848,4168097846,14.0,1,25
180,189800541,33278499,184.8,2,45
181,189800541,65402297,27.2,1,50
182,189800555,189800541,12.0,1,50
183,189800555,344752198,121.9,3,45
184,189800566,32331543,20.7,2,40
185,189800566,65570194,493.9,3,45
186,189800566,272199768,205.5,1,30
187,5371863257,419908545,123.4,3,30
188,5371863257,3969049517,164.9,1,30
189,1080041704,1080041709,13.2,2,45
190,1080041704,53129827,743.6,2,35
191,1080041709,1080041744,13.6,2,35
192,1080041725,1080041704,14.0,2,35
193,1080041725,1080041818,185.0,2,45
194,1080041744,1080041725,12.6,2,45
195,1080041744,523176129,242.4,2,35
196,1080041765,1588863855,16.2,2,45
197,1080041765,52982210,217.7,3,30
198,1080041771,1080041833,14.0,1,20
199,1080041771,53129827,623.0,1,20
200,1080041771,1080041775,253.2,2,45
201,1080041775,2954359830,14.7,2,20
202,1080041775,1080041974,669.9,2,45
203,744497451,65510617,1855.4,2,45
204,1080041781,1080041818,13.6,2,20
205,1080041781,1080041704,176.2,2,45
206,744497458,3707648867,36.5,1,45
207,744497458,3707648871,22.2,1,45
208,1080041818,1080041976,9.0,2,45
209,1080041818,1080041976,708.9,2,20
210,1080041828,1080041775,14.8,2,20
211,1080041828,1080041833,247.5,2,45
212,1080041833,1080041771,14.0,1,20
213,1080041833,4177071603,303.3,2,45
214,1080041844,1080041765,13.1,3,30
215,1080041844,53066816,545.9,2,45
216,1080041974,1080041781,8.8,2,45
217,1080041976,1080041974,13.7,2,20
218,1080041976,2954359830,673.2,2,45
219,552608906,1390562678,122.3,2,25
220,1080042657,3701634865,14.1,1,25
221,1080042657,4177071604,350.7,2,45
222,4178584798,611620420,41.3,3,35
223,4178584798,4236261432,63.7,1,25
224,809510134,65348681,375.3,1,50
225,809510134,5008688140,99.0,1,35
226,809510134,65348558,86.5,1,35
227,809510135,65388938,14.9,2,20
228,809510135,809510163,145.5,2,25
229,809510135,65492504,2127.2,2,30
230,809510163,65388938,149.2,2,25
231,809510163,65388934,104.5,2,35
232,1067460085,199714977,453.7,1,50
233,1067460085,26029664,400.7,3,65
234,1080043114,4177071619,16.5,1,25
235,1080043114,53066816,153.5,1,25
236,3190827102,65571447,11.6,1,30
237,3190827102,65421188,372.0,1,30
238,3190827102,65628982,620.1,2,45
239,1112549605,911859763,316.4,2,30
240,1112549610,1112549605,55.8,2,25
241,1112549612,65348736,11.5,2,35
242,1112549612,339426182,40.8,2,35
243,1112549615,65367452,56.3,2,25
244,1112549615,252944390,532.8,1,50
245,486549745,53096843,1359.5,1,25
246,486549745,5373127744,340.0,2,40
247,486549745,720629641,249.3,2,40
248,448801431,26031465,19.4,3,35
249,448801431,726963272,36.6,3,35
250,448801432,726963272,61.2,1,30
251,448801432,448801431,51.3,3,35
252,3190827672,292466026,12.7,2,25
253,3190827672,3190827102,1893.7,2,45
254,3190827674,3190827672,15.0,2,45
255,3190827674,2219949278,351.3,2,25
256,3190827702,65591806,31.6,1,45
257,3190827702,65546031,594.6,1,45
258,3190827705,65591806,42.5,1,35
259,3190827705,65600471,269.1,1,35
260,3190827705,3190827702,57.2,1,25
261,3190827732,2057319498,48.0,4,40
262,2202020936,522008607,537.0,1,20
263,263019122,263019120,146.6,1,20
264,254816127,256538384,991.3,1,50
265,254816127,281880627,2751.1,1,55
266,254816127,281880627,2853.3,1,20
267,451948851,65415461,18.3,1,25
268,451948851,65477543,248.3,1,25
269,451948851,65415464,302.1,2,45
270,451948854,65415445,18.2,1,20
271,451948854,5852347921,45.5,2,40
272,451948854,5852347926,24.8,1,20
273,3951046980,3951046981,72.3,1,30
274,3951046981,3951046980,72.3,1,30
275,3951046981,5075881658,183.3,2,30
276,448803345,448805198,11.1,1,25
277,448803345,292445477,643.6,2,25
278,3908055715,65520943,16574.5,1,25
279,2459972364,53034890,1583.4,1,20
280,2459972364,575671795,64.3,1,20
281,2459972364,575671796,102.7,1,25
282,2459972373,53074412,12.6,1,20
283,2459972373,53020824,116.9,3,25
284,2459972376,2459972373,157.8,3,25
285,2459972382,311685523,16.2,3,30
286,2459972382,2459972376,178.2,3,25
287,2459972383,2459972382,16.7,3,25
288,2459972383,53136901,219.8,3,30
289,2459972384,2459972383,112.2,3,25
290,3968873351,2631856232,153.4,4,25
291,2057319481,2057319509,46.6,3,40
292,2057319481,4170289415,78.9,3,30
293,2057319498,65531395,16.1,1,20
294,2057319498,65512384,113.5,2,40
295,2057319499,65550909,17.4,1,25
296,2057319499,5225640573,992.7,2,37
297,2057319509,65424368,15.7,1,20
298,2057319509,5049986969,35.1,2,40
299,2057319509,4170289415,52.5,1,20
300,69219487,65400964,536.4,1,50
301,69219487,26507090,577.8,4,65
302,69219537,69219487,393.9,5,65
303,744502830,706921308,106.1,1,45
304,744502830,65439020,62.1,2,50
305,276837953,152311607,30.8,1,30
306,276837953,276838006,67.9,3,40
307,311440989,65632583,395.2,2,35
308,276838006,276838025,161.9,3,40
309,276838025,152311603,100.6,1,30
310,276838025,279895969,232.7,4,40
311,204486285,204815740,374.7,1,50
312,204486285,204816201,219.6,1,50
313,311441260,3557416939,23.6,4,35
314,311441260,311441413,73.8,1,50
315,276838310,26028708,124.8,2,35
316,276838310,1068121510,36.7,2,35
317,311441413,33783802,419.2,2,50
318,276838433,65595779,13.8,1,20
319,276838433,65595777,16.6,1,20
320,276838433,281615635,162.2,2,35
321,276838434,65438648,12.9,1,20
322,276838434,65512225,19.4,1,20
323,276838434,276838433,201.7,2,35
324,276838435,272287964,29.0,1,45
325,276838435,272288066,33.9,2,35
326,276838454,344593930,332.3,2,45
327,4236261432,53144459,1253.1,3,45
328,276838456,272288066,44.5,2,45
329,276838456,2498006327,109.3,2,35
330,4169922609,65584359,63.5,2,20
331,4169922609,4169922612,21.8,1,20
332,4169922613,4169922612,48.3,2,20
333,4169922613,65584359,12.1,1,20
334,2860529993,32875800,230.7,1,45
335,448805198,448803345,11.1,1,25
336,448805198,65484382,124.6,2,25
337,2860529998,2860529993,99.8,1,45
338,2860529998,65387885,46.1,5,35
339,311441759,65548078,417.1,2,50
340,243284443,53064190,658.6,2,55
341,276838932,65553748,567.0,1,20
342,276838932,538164039,361.5,2,40
343,276838943,65580573,229.0,1,20
344,276838943,258972732,236.9,1,30
345,276838943,65505324,339.1,1,30
346,311442068,312647369,54.9,2,50
347,311442068,312649431,57.1,1,50
348,1853897723,2691863323,104.2,1,25
349,1853897723,306095061,2122.6,2,65
350,3958389810,90752965,102.1,2,25
351,728775817,1404116307,372.1,2,50
352,1935687145,1298973519,332.9,2,50
353,1935687145,65495047,504.4,1,25
354,1935687145,3632366848,159.8,2,25
355,1935687161,65388052,401.7,4,65
356,1656765987,311779353,59.3,1,30
357,1656765987,1656766049,34.5,1,30
358,2322611774,4911065157,16.0,1,30
359,2322611774,297167867,553.2,4,30
360,1656766049,311779353,39.8,2,30
361,1656766049,340160946,11.5,1,30
362,1696612039,65402815,41.0,1,50
363,1696612039,2844180659,64.0,1,50
364,243285770,243284443,534.8,1,55
365,4694491044,53026820,563.7,2,35
366,4694491056,725437230,44.1,2,45
367,4694491056,4694491044,59.7,1,20
368,4694491060,1017604192,1024.5,2,45
369,4694491061,53054258,117.5,1,20
370,4694491061,611620423,28.4,1,20
371,4694491061,4694491060,42.6,1,20
372,311443383,246438004,253.0,2,50
373,311443383,1298973519,656.5,3,65
374,2620375139,262256298,86.6,1,30
375,2620375139,65430928,122.4,3,35
376,256917697,65389652,133.7,1,50
377,256917697,447913681,83.1,2,35
378,4750066037,4750066041,106.4,3,25
379,4750066037,65393966,1121.6,1,25
380,4750066040,65445055,315.4,1,20
381,4750066040,338171727,144.1,3,25
382,4750066041,4750066040,108.4,3,25
383,4750066041,65488329,127.5,1,25
384,2367701414,2597771559,33.3,1,30
385,220217924,65426561,20.8,1,20
386,220217924,704784837,251.3,1,20
387,220217924,255655915,384.7,5,40
388,860897912,668462031,114.4,4,45
389,220218003,65383026,25.3,2,50
390,220218003,1106363279,270.4,4,40
391,220218075,220221941,969.6,4,65
392,220218084,255655749,924.3,4,65
393,220218084,255655914,447.7,3,65
394,3886039812,65514293,23.0,1,35
395,3886039812,65602991,2455.8,1,35
396,331367190,1129141037,48.8,1,25
397,331367190,65417076,34.5,2,25
398,2763015017,313114066,15.8,5,45
399,2763015020,2763015018,15.8,2,40
400,2763015020,656597196,138.1,2,50
401,2763015018,2763015017,12.9,3,50
402,2763015018,283228987,57.0,2,40
403,600231868,65427879,15.7,1,20
404,600231868,600231772,3314.0,3,25
405,1012942397,1196840150,84.3,1,25
406,1012942397,1196840126,64.1,2,40
407,1358972501,671080999,39.0,3,25
408,1358972501,1358972503,13.4,3,45
409,2532329047,1416584884,1192.5,3,40
410,2532329047,658946144,60.9,1,25
411,1358972503,257878957,15.5,3,25
412,1358972503,344593613,83.5,2,45
413,311445589,246008817,419.5,2,50
414,311445589,65667136,314.9,3,65
415,4594878577,4594878588,5.7,3,25
416,4594878579,4594878582,8.4,3,25
417,4594878579,57866602,143.0,3,45
418,4594878582,4594878585,8.4,3,25
419,4594878585,627287309,20.6,3,25
420,4594878585,4594878577,8.4,3,25
421,4594878588,627287326,35.4,2,20
422,4594878588,4594879593,8.5,3,25
423,1588611232,2890273238,22.8,2,20
424,1588611232,1372758069,423.1,3,45
425,1588611241,1588611232,13.4,3,45
426,1588611241,658941548,1087.1,2,35
427,29378879,29523971,148.3,1,20
428,29378879,29381096,300.3,1,20
429,29378879,29409977,144.5,1,20
430,204491373,204495228,430.3,1,50
431,204491373,204816201,253.9,3,25
432,448809689,281367796,15.9,3,35
433,448809689,343269909,412.0,2,25
434,448809699,448809689,23.1,3,35
435,448809699,448801432,574.8,3,35
436,3682618161,3682618171,17.1,1,25
437,3682618161,53074424,480.5,1,25
438,3682618162,53074422,51.0,1,25
439,3682618162,53118965,70.8,1,25
440,3682618162,53025172,401.0,1,25
441,3682618171,3682618161,17.1,1,25
442,3682618171,53074422,40.0,1,25
443,3682618171,3682618176,48.9,1,25
444,3682618176,53074422,40.8,1,20
445,3682618176,53118961,224.7,1,20
446,461392857,182404990,169.3,2,50
447,461392857,2299420102,119.2,2,20
448,4594879593,4594878579,14.1,3,25
449,3729805119,2310525409,290.3,4,45
450,2559594425,2906019703,102.9,1,25
451,2559594425,53124744,92.2,2,25
452,2559594425,53067245,457.7,2,25
453,2559594483,826985427,923.7,3,25
454,1711296815,2480394580,56.6,3,25
455,1711296815,1712572378,296.5,1,25
456,3729805734,3729805119,32.1,4,45
457,3729805734,3729805119,58.1,1,30
458,29381096,29378879,300.3,1,20
459,29381096,529152017,70.9,1,20
460,29381096,29381137,384.0,1,20
461,29381097,29523973,12.8,1,20
462,29381097,29381103,196.8,2,20
463,29381097,29409977,147.8,1,20
464,29381103,29524011,12.6,1,20
465,29381103,26381624,147.8,1,20
466,29381104,29381105,157.4,1,20
467,29381104,26381624,168.4,1,20
468,29381104,29381145,256.3,1,20
469,29381104,29409977,447.2,1,20
470,29381105,29381104,157.4,1,20
471,29381105,29523969,145.3,1,20
472,29381105,29381146,257.6,1,20
473,29381107,1909328060,140.6,1,20
474,29381107,29381108,214.0,2,20
475,29381108,1706628624,88.0,2,20
476,29381108,65444507,141.3,1,20
477,220221941,26506813,472.9,4,65
478,220221941,65381662,815.8,1,50
479,29381129,529142061,28.8,1,25
480,29381129,29381137,455.4,1,20
481,29381129,29544683,41.5,1,20
482,29381129,29544687,74.3,1,25
483,29381137,29381096,384.0,1,20
484,29381137,29381129,455.4,1,20
485,29381137,1909328060,184.6,1,20
486,29381145,29381146,149.7,1,20
487,29381145,26381623,163.7,1,20
488,29381145,29524002,105.9,1,20
489,29381145,29381104,256.3,1,20
490,29381146,29381145,149.7,1,20
491,29381146,29524009,154.0,1,20
492,29381146,29381105,257.6,1,20
493,29381146,29524003,215.1,1,20
494,1344295730,1089694340,53.2,2,45
495,1344295730,3971966435,532.8,1,50
496,704664420,65511532,1549.8,4,65
497,157307775,1935652905,179.2,3,65
498,5049963582,5049963585,58.0,1,20
499,5049963582,239482340,1374.7,2,20
500,5049963585,5049963582,43.7,1,20
501,5049963585,5049963582,58.0,1,20
502,5049963585,53092455,820.8,1,20
503,157308015,708160678,123.2,1,25
504,157308015,708160091,74.9,3,35
505,369936753,4952164552,70.0,1,45
506,369936753,369936148,48.4,5,50
507,2260751754,905972023,18.7,2,20
508,369936755,4549966665,813.7,4,45
509,4065351169,4065351164,46.3,1,25
510,4065351169,65582527,221.8,3,25
511,4065351171,65582535,12.3,2,45
512,4065351171,4065351169,112.1,3,25
513,4065351172,4065351171,11.0,3,25
514,4065351172,2333200704,215.8,2,45
515,4065351175,4065351176,12.7,1,25
516,4065351175,4065351181,411.0,3,25
517,4065351176,4065351175,12.7,1,25
518,4065351176,4065351172,332.9,3,25
519,4065351181,1768292374,166.4,3,25
520,4065351181,4065351186,32.2,1,25
521,4065351186,4065351176,439.5,3,25
522,207640137,207640173,254.0,1,50
523,207640137,256892784,989.7,4,55
524,5261776459,369888140,416.1,1,50
525,5261776459,1298999088,312.3,5,65
526,207640173,65460110,332.3,2,50
527,207640173,207640216,236.5,1,50
528,207640216,207640310,102.0,1,50
529,4065351392,1768291853,370.2,3,25
530,4065351394,65549938,541.7,1,50
531,4065351394,4065351392,122.8,3,25
532,207640310,65356509,137.1,1,50
533,207640310,441802331,208.5,1,50
534,5334128536,5334128538,250.9,3,55
535,5334128538,65381269,666.1,1,50
536,5334128538,5334144477,432.6,2,55
537,5148530596,3641133462,9.5,1,20
538,5148530596,65427688,234.4,2,20
539,246437952,65615503,140.2,3,25
540,246438004,65395153,553.7,1,50
541,246438004,246574439,913.1,2,50
542,246438140,65500720,182.1,3,35
543,246438180,2901362279,10.9,3,25
544,246438180,1110000979,22.1,1,30
545,246438180,286123490,41.9,1,30
546,246438202,65519292,23.0,1,30
547,246438202,246438180,111.4,3,25
548,246438223,311445589,377.8,3,65
549,204495228,52991608,468.8,2,65
550,3958397386,1676696061,9.6,1,25
551,3958397386,3958397388,140.7,3,25
552,3958397386,53087004,841.7,2,25
553,3958397388,53074960,8.9,1,20
554,3958397388,53087004,964.8,1,20
555,3958397388,2230688682,807.6,4,25
556,3958397394,1683572109,13.2,1,25
557,3958397394,1676696061,617.7,2,25
558,1676696061,3958397386,9.6,1,25
559,1676696061,3958397394,617.7,2,25
560,1080056454,323497482,1874.5,4,60
561,4604320479,293561038,522.9,1,20
562,189815672,189815682,15.8,1,25
563,189815672,1027196136,424.5,3,45
564,189815672,663942598,141.8,1,25
565,189815682,1107767661,40.7,2,25
566,189815682,189815672,15.8,1,25
567,189815682,286887844,218.0,3,45
568,5073034629,905094824,16.1,2,20
569,1646288477,91096270,772.1,1,25
570,1646288477,91053293,1618.0,1,25
571,1646288477,862782890,1675.3,1,20
572,423649001,1832574902,13.0,2,20
573,423649001,1832574809,1288.4,2,20
574,293625602,322653582,14.6,3,30
575,423649025,1832574778,13.0,2,20
576,2860539966,65471383,37.8,2,35
577,2860539966,65541138,599.7,2,35
578,2860539966,2860539995,61.0,1,30
579,2860539967,189707433,37.1,1,25
580,2860539967,65464277,168.3,1,25
581,2860539968,2860539996,56.3,1,30
582,2860539968,189707465,35.0,2,25
583,2860539969,65637145,325.6,1,25
584,2860539993,2860539967,56.1,1,30
585,2860539993,189707433,35.3,4,35
586,2860539994,2860539969,57.0,1,30
587,2860539994,1846012631,38.2,4,35
588,2860539996,2860539997,464.3,3,35
589,2860539997,2860539966,57.4,1,30
590,2860539997,65471383,40.3,4,35
591,2860539998,2860540918,61.5,1,30
592,2860539998,189707455,39.7,4,35
593,2860539999,189707422,193.8,3,35
594,2860540000,2860539998,463.7,3,35
595,2860539995,282813360,314.4,3,35
596,5797601427,5797601431,5.4,1,20
597,5797601427,5797601426,33.5,1,20
598,5797601427,65425973,241.7,1,20
599,5797601426,5797601427,33.5,1,20
600,5797601428,5797601431,38.0,1,20
601,5797601432,2282711078,250.6,1,20
602,423649493,5040098252,12.3,2,20
603,1313890609,1332033080,26.3,2,25
604,1313890609,53041341,148.3,1,25
605,1313890628,1332033121,41.8,2,25
606,1313890628,53041324,202.6,1,25
607,2099274391,2099274393,66.4,1,25
608,2099274391,255480456,56.2,3,25
609,2099274393,53087243,174.0,3,25
610,2860540901,1846012670,39.0,4,35
611,2860540901,2860540919,79.1,1,30
612,2860540917,2860539999,57.7,1,30
613,2860540917,1846012682,33.2,2,25
614,2860540918,4664717693,24.2,1,25
615,2860540919,1846012670,60.0,2,35
616,2860540919,2860540000,80.0,1,30
617,2860540919,65471401,604.0,2,35
618,2860540921,26374415,51.9,1,30
619,2860540925,3633625324,14.2,1,45
620,2860540925,2860540921,55.5,1,30
621,3957351462,268006663,8.9,1,30
622,3957351462,250043871,176.4,1,50
623,3957351462,250043922,133.3,1,30
624,3972031570,307624824,1353.5,3,52
625,293626968,258965613,84.0,3,30
626,293626968,1723738998,78.4,1,20
627,220226948,706934715,1457.8,3,65
628,220226948,65385555,530.9,2,50
629,220226963,331734548,202.3,1,35
630,220226963,331741674,35.0,2,25
631,704669190,704664420,877.5,4,65
632,704669190,410832753,453.4,2,50
633,318793256,338888833,17.9,1,20
634,318793256,2270488230,640.5,4,30
635,662726277,65467606,250.2,1,20
636,242247479,52982322,27.6,3,30
637,242247479,242197026,44.0,2,50
638,26240871,32331540,140.6,2,50
639,26240871,26240873,81.2,1,45
640,26240873,32331540,110.2,1,45
641,26240873,1027196140,164.9,1,30
642,26240920,33375254,15.1,1,20
643,26240920,26029097,118.5,2,35
644,311453638,1102406200,237.9,1,25
645,311453638,152344977,16.2,3,25
646,247491320,231090846,85.1,2,20
647,247491320,53125446,135.7,4,25
648,1401973679,189710889,431.3,3,40
649,297823202,65482126,8.7,3,25
650,1378905422,30362888,85.3,7,50
651,1378905424,53064190,247.7,2,55
652,1378905424,99569284,905.1,1,55
653,1235250614,4372761794,13.9,3,45
654,1235250614,52987980,10.3,1,50
655,5334134378,205905737,1286.2,2,52
656,5334134378,5334137718,397.7,2,50
657,5334134384,65381269,333.3,4,65
658,5334134384,5334144477,452.4,1,50
659,1095790263,53102152,10.6,1,20
660,1095790263,1093345841,179.3,2,20
661,288386757,65621877,31.4,1,20
662,288386757,65630139,424.1,1,20
663,288386757,4170246253,42.1,1,25
664,90873569,91003797,824.3,1,20
665,90873569,90972944,4047.8,1,20
666,90873569,90873585,1615.2,1,25
667,90873569,4932621291,400.1,1,25
668,3957354404,52982496,27.3,1,25
669,3957354404,4182144711,262.0,1,25
670,3957354407,52982496,40.9,1,50
671,3957354407,3957354404,37.5,1,50
672,3997200477,4767238941,474.0,2,25
673,3997200477,4805063603,56.0,3,25
674,36729526,1082915455,13.6,1,25
675,36729526,1082914953,164.2,3,25
676,36729537,1082915167,12.5,1,25
677,36729537,36729541,264.6,3,25
678,36729541,1082915195,76.5,1,25
679,36729541,2478044732,59.1,3,25
680,809530569,65409276,122.9,2,20
681,809530571,809530572,21.1,2,20
682,809530572,809530569,91.2,2,20
683,809530572,65409287,118.2,1,20
684,420508886,5024250718,11.5,2,20
685,420508886,4034036869,412.1,3,30
686,809530576,3189465264,28.6,1,20
687,809530576,809530571,34.6,1,20
688,809530576,65434199,171.2,1,20
689,704673274,361076939,33.9,1,20
690,704673274,3972323846,40.4,2,20
691,2322626301,365486399,90.8,1,30
692,2322626301,365486399,71.5,3,35
693,1671460880,340332522,11.6,3,40
694,1671460880,1723110199,64.8,2,30
695,1804630728,57795997,98.8,1,20
696,1804630728,57926374,43.6,1,20
697,2286975842,880016838,115.5,1,20
698,2286975842,2286975842,44.5,2,20
699,5334137718,5334137719,49.2,3,65
700,5334137718,1958092667,45.4,1,50
701,5334137719,1958092667,33.4,1,25
702,5334137719,1070270108,57.2,2,25
703,5334137719,80526815,60.4,1,20
704,375422222,91050139,3432.6,1,20
705,375422222,91050122,47.9,1,20
706,375422222,91052150,667.8,1,20
707,267419591,5344354636,214.9,3,45
708,267419591,274405883,1044.6,2,45
709,3701506200,3701506200,51.0,1,20
710,3701506200,3701506200,51.0,1,20
711,3701506200,57845118,30.0,1,20
712,1626374465,1626374686,14.3,1,50
713,1626374465,65364344,313.0,2,25
714,599818605,720619307,527.7,1,50
715,599818605,720626971,104.2,3,37
716,1626374674,1626374465,16.8,3,25
717,1626374674,65382289,448.5,1,50
718,1626374686,1626374695,15.4,4,30
719,1626374695,1626374674,14.2,2,50
720,1626374695,65470765,121.8,3,25
721,1671463545,611603699,1201.0,3,35
722,1671463557,5847849656,203.8,3,35
723,1096844253,1378418235,189.3,2,30
724,1096844253,65441537,775.7,1,30
725,1299219434,53011892,969.6,5,65
726,831554662,295265469,15.1,1,25
727,831554662,281363250,212.9,1,25
728,3997777666,904985827,118.5,3,25
729,267420945,668549384,101.4,1,25
730,267420945,53131088,77.0,3,45
731,267420953,274406990,535.5,1,45
732,267420953,274407287,1694.6,2,45
733,267420953,53016876,711.8,2,45
734,2463551315,53111435,84.4,1,25
735,2463551315,2463551294,148.7,3,25
736,683705747,261267307,654.0,1,20
