osmid,x,y,ref,highway
32791319,-121.9195786,37.4363445,,motorway_junction
32793497,-121.9226905,37.4958073,,
32795862,-121.9246514,37.5403645,,
32795902,-121.8719851,37.6046573,,
32795925,-121.9054545,37.6607465,,
32795934,-121.9238504,37.7038477,,
32795935,-121.9241246,37.7042952,,
32816469,-122.0376606,37.5625511,,
32816479,-122.0006144,37.5288095,,
32816481,-121.9836887,37.5202201,,
32817059,-121.9087329,37.4700475,10,motorway_junction
32817076,-121.918966,37.4908948,,
32817450,-121.9790801,37.3181601,,
32875800,-121.9961802,37.3496042,,
32875801,-121.9959373,37.3474448,,
32875811,-121.9964556,37.3229482,,
32875813,-121.9925257,37.3229892,,
32875815,-121.9958616,37.3524714,,traffic_signals
32875818,-121.995837,37.3522114,,traffic_signals
32875833,-121.9957189,37.3473766,,motorway_junction
32914623,-122.0277804,37.8481717,42A,motorway_junction
32914648,-122.0538374,37.884569,45A,motorway_junction
32914655,-122.0617332,37.8915687,45B,motorway_junction
32915482,-122.1261793,38.0485796,58A,motorway_junction
32915492,-122.0666299,37.9136406,47,motorway_junction
32915497,-122.0615674,37.921702,,
32915498,-122.0613028,37.9223843,48,motorway_junction
32915502,-122.0598101,37.9411567,49B,motorway_junction
32915509,-122.0535565,37.9619599,51,motorway_junction
32915523,-122.0739483,37.998012,,
32917815,-122.0913236,37.6494546,,
32927513,-122.4351955,37.630736,,
32927517,-122.4394575,37.6364075,44,motorway_junction
32927534,-122.4633054,37.6596067,46,motorway_junction
32927543,-122.4677373,37.6731754,,
32927555,-122.4713176,37.6992212,49B,motorway_junction
32927563,-122.3909449,37.7859206,,
32927591,-122.4254065,37.7313829,,motorway_junction
32927645,-122.4133085,37.7326741,,motorway_junction
32967549,-122.1052837,37.689328,15,motorway_junction
32969973,-122.0981935,37.6576275,,
32972114,-122.0946961,37.6526317,,
32972116,-122.0942521,37.6519904,,
32972118,-122.0937739,37.6514075,,
32972120,-122.0933278,37.6508433,,
32972125,-122.0929806,37.6503174,,
32972153,-122.0870798,37.6476585,,
32972156,-122.0863695,37.6477782,,
32972174,-122.0754534,37.6495363,,
32972181,-122.0669965,37.6510559,,traffic_signals
32972194,-122.065246,37.6515088,,
32972198,-122.0630963,37.6531568,,
32972213,-122.0535678,37.6538342,,
32972246,-122.0699967,37.6611747,,
32972250,-122.0697797,37.6611331,,
32972256,-122.0640326,37.6591901,,
32972258,-122.0631187,37.6591956,,
32972264,-122.0579627,37.6601879,,
32972782,-122.0452243,37.6555897,,
32972783,-122.0445426,37.6557759,,
32972795,-122.0389169,37.6559274,,
32972818,-122.0254563,37.6542985,,
33003981,-122.0152447,37.3791287,,
33060212,-122.0778408,37.3656196,,
33102344,-121.9180752,37.3720647,,
33102396,-121.8671637,37.3532378,,traffic_signals
33102399,-121.8657041,37.3545961,,traffic_signals
33102524,-121.9239304,37.3445757,,
33102541,-121.9010139,37.3675445,4D,motorway_junction
33104718,-122.056255,37.332782,,
33104749,-121.9399034,37.3214996,,
33104802,-121.9200313,37.316932,,
33106537,-121.996131,37.3907955,,
33106550,-121.9963624,37.3674251,,
33106555,-121.9960957,37.3747219,,
33144364,-122.0920363,37.6483304,26B,motorway_junction
33144374,-122.0926232,37.6471468,26A,motorway_junction
33144469,-122.0953872,37.6422037,,
33144490,-122.09165,37.6486608,,
33144561,-122.0907092,37.6406672,27,motorway_junction
33144662,-122.0966883,37.6485624,27,motorway_junction
33144905,-122.0914285,37.6419757,,motorway_junction
33144974,-122.0929086,37.6459378,,
33144988,-122.0927359,37.6465333,,
33153573,-122.0959406,37.6480168,,
33154394,-122.0940491,37.6441322,,
33154450,-122.0814551,37.6276797,26,motorway_junction
33154454,-122.0861328,37.6342685,,
33154458,-122.0868459,37.634827,26,motorway_junction
33154542,-122.0852398,37.6332643,,
33154553,-122.0819878,37.6279931,,
33154918,-122.0775493,37.6314076,,
33154938,-122.0686621,37.6319518,,
33154941,-122.0678894,37.6322991,,
33154943,-122.0662226,37.6330482,,
33155431,-122.0771415,37.6211916,25,motorway_junction
33155435,-122.07358,37.6162295,,
33155441,-122.0757324,37.6196834,,
33155445,-122.0757816,37.6180169,,
33155470,-122.0730713,37.6178039,,
33213166,-122.1151301,37.6300761,25A,motorway_junction
33220315,-122.2719176,37.5650916,14B,motorway_junction
33239248,-122.1004552,37.6371634,,
33239250,-122.0995793,37.6357785,,
33239314,-122.1010138,37.6369605,,
33239315,-122.100603,37.6371085,,
33241803,-122.4034504,37.8050417,,traffic_signals
33242031,-122.4164837,37.7990541,,
33261972,-122.0129746,37.3779277,,traffic_signals
33278493,-122.0100533,37.4045879,,traffic_signals
33278499,-122.0127012,37.3959547,,
33280028,-122.0094827,37.3770811,,motorway_junction
33343464,-122.0779146,37.3672692,,
33343472,-122.0778012,37.3715633,,
33343473,-122.0779052,37.3734604,,traffic_signals
33343482,-122.0649016,37.3857638,,
33343494,-122.0652239,37.3854938,,motorway_junction
33370357,-122.0114134,37.4069625,,traffic_signals
33370361,-122.0104714,37.4050297,,
33372160,-122.0279227,37.3986321,,
33375252,-122.0779925,37.4125637,,
33375254,-122.077991,37.4155531,,traffic_signals
33438029,-122.0680204,37.3782379,,
33440837,-122.014277,37.3310249,,
33440879,-122.0143805,37.3301566,,
33463473,-121.9214216,37.411326,,traffic_signals
33466424,-122.0098679,37.4051223,,
33466457,-121.9544019,37.4192941,,
33466459,-121.9439626,37.4193116,,motorway_junction
33466463,-121.930169,37.4222086,,motorway_junction
33619011,-122.0141119,37.3522307,,traffic_signals
33619222,-122.0322555,37.3636206,,
33619551,-121.9700546,37.3161752,,
33619908,-121.9961319,37.3659758,,
33716216,-122.1013877,37.4047344,,
33717296,-121.9839711,37.4128828,6,motorway_junction
33717306,-121.9607185,37.3868562,,traffic_signals
33717329,-121.9625227,37.3849654,,
33717345,-121.9662025,37.3642358,,
33717352,-121.9668485,37.3634994,,traffic_signals
33783786,-121.8953303,37.3632639,388A,motorway_junction
33783800,-121.9013793,37.3430441,7,motorway_junction
33783802,-121.9085956,37.3497381,,
33783805,-121.9270579,37.3719432,9B;9A,motorway_junction
33783809,-121.8993448,37.340083,,
33784156,-121.9764652,37.3868599,,traffic_signals
33784157,-121.9717318,37.3843558,,motorway_junction
33784159,-121.9753937,37.3865161,,
33784160,-121.9777424,37.3835841,,
33784162,-121.9778431,37.3759923,,
33784164,-121.9778483,37.3741456,,traffic_signals
33784671,-122.0098179,37.3951152,,motorway_junction
33947187,-122.2384328,37.8677814,,
34006175,-122.2809641,37.558941,14A,motorway_junction
34035919,-122.0781645,37.4135078,,traffic_signals
34153357,-122.0699834,37.402386,,
34351114,-122.2465302,37.8661529,,
34485314,-122.2470015,37.8661398,,
34711402,-122.2636542,37.5522069,,
34711422,-122.2671367,37.5528012,,
34711438,-122.2686962,37.5496337,,
34711439,-122.2686308,37.5495309,,
34711445,-122.2671915,37.5491353,,
35718715,-122.2433676,37.8609763,,
35718727,-122.2415714,37.8617972,,
35718778,-122.2308445,37.8664618,,
35718864,-122.2178422,37.8683587,,
35718993,-122.2217804,37.8795755,,
35718998,-122.2260359,37.8795908,,
35719045,-122.2458334,37.8830036,,stop
35719055,-122.2443826,37.8598274,,
35719057,-122.2440502,37.8607276,,
35719067,-122.22193,37.864197,,
35719092,-122.2470736,37.8675411,,
35719098,-122.2484031,37.8660581,,
35719102,-122.2495786,37.8673889,,
35719103,-122.2498413,37.8674121,,
35719109,-122.2497631,37.8693935,,
35719112,-122.2495667,37.8702735,,
35719115,-122.2496445,37.871411,,
35719160,-122.2448516,37.8819951,,
35719172,-122.2489158,37.8693077,,
35719176,-122.2475516,37.8683913,,
35719182,-122.2454605,37.8685251,,
35719190,-122.2433737,37.867406,,
35719197,-122.2443799,37.8668917,,
35719198,-122.2427622,37.8665279,,
35719236,-122.2476412,37.8699728,,
35719237,-122.2473571,37.8704408,,
35719242,-122.243097,37.8696223,,
35719245,-122.2408317,37.8691466,,
35725112,-122.2599293,37.5457938,,
35725887,-122.2489109,37.8676961,,
35833152,-122.3082405,37.8829574,13A,motorway_junction
35833153,-122.3047262,37.8703372,,
35833157,-122.2977758,37.8446778,10,motorway_junction
35854672,-121.8621398,37.4215784,,
35854678,-121.8676659,37.419139,,
35854683,-121.8717227,37.4173575,,
35854693,-121.8777672,37.4152941,,
35854701,-121.8808616,37.4141551,,
35854703,-121.8830119,37.4135018,,
35854726,-121.8941342,37.4101174,,traffic_signals
35854767,-121.8972157,37.4042784,,
35854770,-121.8978036,37.4041038,,traffic_signals
35854772,-121.8988494,37.4039374,,
35854805,-121.9094758,37.4009701,,
35854825,-121.9194604,37.3933396,,traffic_signals
35854875,-121.9677016,37.3626028,,
35854895,-121.968709,37.3524511,,traffic_signals
35854898,-121.9687061,37.3523069,,traffic_signals
35854937,-121.9700974,37.3413566,,
35854950,-121.9678546,37.3356048,,
35854980,-121.9663288,37.3273547,,
35854982,-121.9658235,37.3269655,,
35854997,-121.9639685,37.3231792,,
35855156,-121.9638548,37.3184144,,
35855165,-121.9637479,37.3154195,,
35855184,-121.9641975,37.302123,,
35855189,-121.9641564,37.3012139,,
35855220,-121.9603847,37.2876999,,
35855281,-121.9484375,37.2717644,,
36229190,-122.2678489,37.5713497,,turning_circle
36229193,-122.2698418,37.5708246,,
36229209,-122.2894989,37.570539,,
36229214,-122.2968384,37.5713783,,
36229237,-122.313723,37.5712479,,
36229276,-122.3124374,37.5723456,,
36229285,-122.3143798,37.5705787,,
36229301,-122.2968982,37.5712743,,
36303404,-122.2590864,37.545847,,
36692371,-121.772553,37.2419147,,
36692486,-121.7769703,37.2268347,,
36692493,-121.7722024,37.2401629,,
36692554,-121.8175088,37.2513827,,
36692556,-121.807671,37.2520116,,traffic_signals
36692560,-121.7974568,37.2573277,,
36729526,-121.7792691,37.2563595,,
36729537,-121.7734314,37.2522286,,
36729541,-121.7712589,37.2506043,,
36789084,-122.2822175,37.5706694,,
36789115,-122.2780921,37.5704652,,
38503213,-122.1345969,37.6884655,,
38503223,-122.1355116,37.6890937,31B,motorway_junction
38503240,-122.1632107,37.7082429,33A,motorway_junction
38503247,-122.1701882,37.7130682,,
38503280,-122.1916464,37.735395,,
42874340,-122.3028475,37.5732343,,
42874347,-122.3028919,37.5731369,,
42874399,-122.3022634,37.5737598,,
49067107,-122.0597755,37.3484926,20,motorway_junction
49067139,-122.0620187,37.3554743,,
49071593,-122.0594759,37.337371,,
49071606,-122.0581486,37.3320995,12A,motorway_junction
49071638,-122.0552518,37.332044,,
52140369,-121.942783,37.394756,,traffic_signals
52140457,-121.9034458,37.3621831,,
52140460,-121.9522235,37.2943227,,
52152854,-121.9462963,37.276003,,motorway_junction
52153048,-121.936893,37.2917195,25,motorway_junction
52153071,-121.9491266,37.2655397,,
52155810,-122.0253042,37.1950955,,
52978502,-122.0603489,37.7093023,,turning_circle
52978503,-122.0601593,37.7092009,,
52978511,-121.9940104,37.5493185,,
52978515,-122.0420936,37.5769814,,
52978521,-121.9088616,37.6640025,,
52978530,-121.8770566,37.6745112,,turning_circle
52978532,-121.8777425,37.6745941,,
52978533,-121.8786266,37.6745873,,
52978536,-121.8795559,37.6745899,,
52978537,-121.8804477,37.6745962,,
52978548,-121.797091,37.6953397,,
52978550,-121.7967305,37.6953397,,
52978551,-121.7958293,37.6953397,,
52978552,-121.7949538,37.6953262,,
52978554,-121.794044,37.6953194,,
52978555,-121.7922158,37.6953126,,
52978557,-121.7914246,37.6950672,,
52978562,-121.7902159,37.6939543,,
52978563,-121.7899054,37.6935595,,
52978566,-121.7894916,37.6930895,,
52978567,-122.0136802,37.5534158,,
52978568,-122.0145082,37.5524912,,
52978569,-122.0150247,37.5517618,,
52978570,-122.0155836,37.5510639,,
52978575,-122.0132296,37.554411,,
52978577,-122.0138931,37.5537277,,
52978580,-121.95591,37.489578,,traffic_signals
52978593,-121.9548789,37.4939529,,
52978672,-121.7381008,37.6891582,,
52978675,-121.738244,37.6881798,,
52978678,-121.914416,37.5045394,,
52978684,-122.040971,37.581592,,
52978685,-122.0411865,37.5800705,,
52978690,-122.0684596,37.704503,,
52978691,-122.0685338,37.7039772,,
52978692,-122.0688714,37.7018659,,
52978693,-122.0689744,37.7012682,,
52978696,-122.0690138,37.6991127,,
52978698,-122.0689913,37.6949037,,
52978700,-122.0690097,37.6939269,,
52978704,-122.2534879,37.8614067,,
52978706,-122.2511567,37.8615291,,
52978708,-122.2470049,37.8617557,,
52978712,-121.905276,37.7195716,,
52978715,-121.9054371,37.7161457,,
52978720,-121.9054416,37.714826,,
52978723,-121.9054561,37.7139898,,
52978725,-121.9054706,37.7131362,,
52978727,-121.9054718,37.7129808,,
52978728,-121.9055012,37.7113939,,
52978735,-122.1330778,37.6467428,,
52978737,-122.1375801,37.6466112,,
52978743,-122.0499978,37.5470063,,
52978746,-122.0481632,37.5460961,,
52978749,-122.0470057,37.5455054,,
52978760,-122.2961775,37.838251,,traffic_signals
52978761,-122.2960375,37.8362631,,motorway_junction
52978787,-121.9714027,37.5443157,,
52978789,-121.9712361,37.5442761,,
52978791,-121.9709735,37.5442205,,
52978794,-122.0523056,37.5935169,,
52978797,-122.1144845,37.7040263,,
52978800,-122.1102397,37.7002582,,
52978804,-122.1084806,37.6993821,,
52978820,-122.0992417,37.6573799,,
52978838,-122.1010407,37.6566431,,
52978858,-122.295329,37.8488451,,
52978880,-122.300025,37.8489512,,
52978903,-121.9156044,37.4943724,,
52978927,-122.0892751,37.6909672,,
52979095,-121.646405,37.7103401,,
52979106,-121.6429772,37.711749,,
52979122,-121.6359754,37.7112587,,
52979158,-121.6338255,37.7098096,,
52979185,-121.631095,37.7114223,,
52979290,-122.2999147,37.8468919,,
52979342,-122.2993871,37.8465714,,traffic_signals
52979349,-122.2979468,37.8442488,,
52979446,-121.9894675,37.6007606,,
52979484,-121.9954389,37.5989899,,
52979692,-121.8484025,37.6998979,,traffic_signals
52979702,-121.9096584,37.6659209,,turning_circle
52979703,-121.9098529,37.6661029,,
52979710,-121.753263,37.617131,,
52979712,-121.753463,37.617931,,
52979724,-121.752163,37.617531,,
52979741,-121.754763,37.616631,,
52979749,-122.2978938,37.8400139,,traffic_signals
52979754,-122.2991137,37.8395637,,
52979758,-122.2998935,37.8374211,,
52979798,-122.1528716,37.7532755,,
52979800,-122.152457,37.7530021,,
52979805,-122.153058,37.7529701,,
52979986,-121.5677872,37.6715255,,
52979999,-121.5711,37.670626,,
52980063,-121.5823092,37.6727508,,
52980064,-121.582849,37.6729331,,
52980083,-121.587121,37.674357,,
52980226,-122.1237611,37.7103352,,traffic_signals
52980560,-121.568139,37.701013,,
52980565,-121.5707732,37.7014898,,
52980578,-122.2544156,37.8712036,,
52980624,-122.2583237,37.8753275,,
52980674,-121.62983,37.686755,,
52980741,-121.6238568,37.6795237,,
52980816,-121.6226048,37.6683467,,
52980851,-121.6155909,37.6671495,,
52980906,-121.6192776,37.6608657,,
52980944,-121.616185,37.6544954,,
52981123,-121.7470285,37.7523093,,
52981131,-121.7514477,37.7595772,,
52981333,-121.9656683,37.5771487,,
52981336,-121.9655916,37.5779021,,
52981365,-121.8838594,37.6394106,,
52981366,-121.8841303,37.6401646,,
52981368,-122.1568802,37.7715208,,
