SAMPN,PERNO,origin,destination
1529010,1,5315425246,1948294899
1529010,4,5315425246,57888288
1529066,1,110440644,110399344
1529066,2,110440644,110411025
1529099,1,57881398,57867269
1529099,2,57881398,57867269
1529149,1,65439955,433475314
1529149,2,65439955,2716299656
1529221,3,56029720,56054369
1529383,1,57871935,57848749
1529440,1,62398831,55969528
1529455,1,57845238,57784626
1529455,2,57845238,441759114
1529469,1,1038415166,1804181941
1529469,2,1038415166,1967947939
1529653,1,56022779,56070697
1529653,2,56022779,56129834
1529807,1,65297717,1751395385
1529807,2,65297717,65296808
1530072,1,53087419,65300043
1530214,2,57865581,53024489
1530228,1,56125166,55954873
1530228,2,56125166,55950080
1530254,1,65319054,65295275
1530538,2,56039210,56069704
1530844,1,65415214,415168390
1531072,1,65483679,5376807834
1531094,2,57821501,53040671
1531119,1,57822420,1295295627
1531119,2,57822420,2427287768
1531119,3,57822420,53055160
1531324,1,65310817,295083424
1531448,2,65292701,2716299656
1531455,1,65472170,65475878
1531455,2,65472170,282813360
1531494,1,1804826043,55956541
1531592,1,4182058556,65317030
1531592,2,4182058556,285744257
1531620,1,56138468,56019178
1531758,1,247391779,57848217
1531758,2,247391779,57849156
1531759,1,56100759,56150152
1531759,2,56100759,4599995832
1531759,3,56100759,302034205
1531759,4,56100759,56122780
1531869,2,65495314,65473285
1532048,1,1106954902,1081079565
1532048,2,1106954902,65656124
1532275,3,65467720,1106915415
1532314,2,57890858,65352417
1532555,1,65485397,65578273
1532601,2,2700650291,349909681
1532665,1,53110677,65295281
1533430,1,660021002,315027274
1533430,2,660021002,2507478292
1533517,1,53073647,1106915415
1533517,2,53073647,65303529
1533712,1,53047252,1684106725
1534265,1,3049367096,65317350
1534265,3,3049367096,65313120
1534533,1,1076331925,1091823092
1534533,2,1076331925,53148316
1534913,1,349916305,1080509009
1534913,2,349916305,65434181
1535130,1,2412472089,1316803304
1535130,2,2412472089,53018265
1535360,1,1588614182,110439189
1535360,3,1588614182,52993616
1535442,1,1588613210,33466459
1535442,2,1588613210,766206969
1536335,1,4919222406,311685515
1536554,1,2055633554,53027381
1536972,1,53046041,57860239
1536977,1,53068154,65299283
1537237,1,53026614,65317532
1537445,1,53096051,53087250
1537473,1,53030124,462036035
1537473,2,53030124,65373362
1537487,1,53047926,65363153
1537548,1,53062107,53026617
1537625,1,53029596,53024492
1537664,1,53064335,241572281
1537683,1,53092651,52980624
1537683,2,53092651,65303533
1537690,1,53086894,53080628
1537690,2,53086894,2442181606
1537722,2,53145223,65339089
1537761,1,53060241,110371581
1537808,1,53126125,615115440
1537909,1,429455077,2389164241
1538082,2,53074751,53040130
1538326,2,53069671,53130599
1538367,1,53072255,2327822491
1538367,2,53072255,2420456628
1538437,1,370473679,65373976
1538437,2,370473679,1271001348
1538602,1,53099165,65363153
1538602,2,53099165,657817373
1538662,1,65435530,358391108
1538662,2,65435530,2716299656
1538800,1,53062885,462036034
1538800,2,53062885,317122247
1538822,1,53075887,65317542
1538822,2,53075887,434789421
1542055,1,57876966,2327722631
1543447,1,57890076,65317532
1543515,1,57912335,1723738990
1543526,2,57835439,462036034
1543814,1,57877970,2327822491
1543814,2,57877970,340333581
1543823,1,57916938,4018042438
1543833,1,57833216,53055496
1543833,2,57833216,53020921
1543845,1,263579356,53104347
1543845,2,263579356,65391664
1543946,1,57907868,65338198
1543996,1,57879927,65628969
1544286,1,1665429460,3603330015
1544286,3,1665429460,53040068
1545052,1,418799643,57818948
1545052,2,418799643,57872982
1545052,3,418799643,53138134
1545150,1,1827194520,258758545
1545150,2,1827194520,57849250
1545184,1,418969943,577629966
1545347,1,57892781,2389145817
1545347,2,57892781,62510659
1546411,1,355637186,57933008
1546411,2,355637186,4518490956
1546728,1,57849756,351936403
1547518,1,57925724,353275679
1547598,1,57825703,65305881
1547616,1,57866815,2193608471
1547889,1,57834114,57922742
1547889,2,57834114,1723738893
1548042,1,57806664,53063555
1548042,2,57806664,53058106
1600413,1,110408791,1271001343
1600472,2,110401658,110370188
1600725,1,4598522387,5228064062
1600763,1,318290383,110436566
1600947,1,110418288,110382317
1601059,1,694934907,3603250429
1601059,2,694934907,110413962
1601103,1,110438020,357090532
1601103,2,110438020,357090532
1601161,1,110423911,53121264
1601407,2,110421176,110413962
1601894,1,110416274,65295388
1604872,1,55967934,55974196
1604947,1,55956650,55951641
1604947,2,55956650,55949854
1634275,1,65324337,3998076162
1634500,1,65317709,65303506
1634504,1,65308413,65350747
1634626,1,65329943,298940483
1634647,1,65305396,5278648543
1634651,2,65324916,258467576
1634709,1,65343971,65303500
1634937,1,65336103,2160562743
1635420,1,2339850868,65328978
1635428,1,65280905,65307356
1635428,2,65280905,65295278
1635437,1,65312260,1723738831
1635437,2,65312260,522090055
1635458,1,65302728,890045127
1635486,1,65362651,65317713
1635851,1,65324344,65284600
1635912,1,65320022,65490861
1636178,1,65342698,260193609
1636178,2,65342698,65308283
1636280,1,65322152,65294088
1636314,2,65287649,260193609
1636416,1,65293163,3608593613
1636668,1,65314607,65288122
1636670,1,65359352,1723739149
1636733,1,65353781,65295279
1636867,1,65312094,65306793
1636880,1,65328743,2389134454
1636880,2,65328743,65327403
1636883,1,65303224,65317030
1641169,2,65432132,4911065157
1641323,1,249969561,1712572375
1641323,3,249969561,65400155
1641419,1,65402518,2716299656
1641927,1,65393382,262256894
1641927,2,65393382,65303198
1642037,1,65405062,1781792518
1642168,1,65458901,1781788667
1642168,2,65458901,262921586
1642464,1,435189845,1422395676
1642564,1,836041771,836041771
1642852,1,65445268,519532932
1642919,2,1472801721,1292333491
1643075,1,65390815,110378751
1643122,1,65501395,65474009
1643231,1,65453177,65306789
1643231,2,65453177,1723738865
1643997,1,239572930,4375871614
1644171,1,65475030,4782108223
1644229,1,65458155,65489223
1644305,1,65407920,65305832
1644379,1,65442302,65494775
1644379,2,65442302,65395289
1644441,1,65482133,65547563
1644543,1,65486424,53145251
1646072,1,65428006,4915148159
1646072,2,65428006,65310132
1646153,1,65556319,3096337771
1646153,2,65556319,65500585
1646324,1,65462127,65300085
1646393,1,65383893,2984951913
1646548,1,421266658,65671205
1646548,2,421266658,65461650
1646661,1,2323177119,53098272
1646661,2,2323177119,65303488
1646896,1,65675646,313113384
1647261,1,262617992,65426716
1647737,1,65466061,246437952
1647737,2,65466061,343602000
1648152,1,3711149978,65494772
1648378,1,65488980,615115406
1648378,2,65488980,4176094036
1648486,1,65529580,65414026
1648715,1,65627999,65500585
1649183,1,3616819763,1723738829
1649792,1,65679847,1071749777
1652411,1,62426726,65350747
1652641,2,62436550,4967499780
1652659,1,62422786,1693988813
1653423,2,62463807,62437031
1653501,1,62423467,57950848
1653501,2,62423467,1357372920
1654187,1,55949927,110413941
1654187,2,55949927,5122630325
1654378,1,56072586,4932110216
1654378,2,56072586,4169996290
1654378,3,56072586,56092296
1654636,1,56075050,56069826
1654656,1,55956301,56090721
1654968,1,56049924,56087134
1655245,1,56039543,56035645
1655245,2,56039543,1459496140
1655278,1,56056056,56096169
1655302,1,56072692,56129401
1669650,2,65325067,57886374
1674951,2,57822892,65329405
1674957,2,259997530,65472121
1675088,1,355639718,65305817
1675112,3,65423655,2386068296
1675112,4,65423655,65413977
1675177,1,65397798,65464622
1675337,1,57810203,257532281
1675367,2,65494139,2304626340
1675367,3,65494139,30674727
1675405,1,65614511,65402092
1675494,1,110436709,110416554
1675595,1,57839625,667232550
1675642,1,65463833,272273326
1675642,2,65463833,65500201
1675642,3,65463833,65609253
1675642,4,65463833,65601078
1675702,1,65538393,2553680746
1675810,1,65347931,65334510
1675891,1,346416488,53145251
1675891,2,346416488,53145251
1676022,2,65540105,1071749777
1676175,1,3605641568,65389471
1676175,2,3605641568,65470484
1676449,1,110456312,65329103
1676609,1,1057861222,249059927
1676609,2,1057861222,249059927
1676640,1,53081264,65424250
1676760,1,2531992871,57872261
1676881,2,2205390542,1981316288
1677101,1,65482440,65461988
1677101,2,65482440,65461988
1677138,1,65679196,272285038
1677138,3,65679196,3974518107
1677138,4,65679196,3974518107
1677168,1,3727207202,3385161401
1677168,2,3727207202,2057287631
1677325,1,53042467,53100494
1677373,1,318287056,56071417
1677381,2,57834752,5358012848
1677424,3,65658250,65506357
1677469,2,575510729,65425050
1677603,1,62419124,57805533
1677603,2,62419124,57909943
1677603,3,62419124,53037525
1677683,1,65552732,65495741
1677683,2,65552732,65513990
1677825,1,65475722,65495773
1677825,2,65475722,65495773
1678120,1,62383025,53096121
1678120,2,62383025,62386195
1678146,1,53029014,53121257
1678391,1,56044028,56067542
1678391,2,56044028,56082790
1678391,3,56044028,56043234
1678548,1,65432248,437162054
1678628,1,56050412,56069836
1678831,1,65319021,1578907668
1679131,1,65447769,65400706
1679249,1,4034544344,4069129336
1679249,3,4034544344,65355555
1679251,1,65612318,65492976
1679352,1,2481630307,65368652
1679624,1,261735874,2420456628
1679624,2,261735874,53029721
1679732,2,65294547,65290960
1679760,1,53093791,65578273
1679914,1,265689220,65321839
1680336,1,65307408,65319964
1680468,1,1832693886,62428358
1680696,1,65307311,1271001348
1680751,1,3629444713,53020921
1681030,2,65310817,3810293247
1681046,1,110376141,110406798
1681046,2,110376141,2804948083
1681108,1,53075383,53121867
1681108,2,53075383,65408894
1681330,2,65433364,4169958757
1681397,2,53103837,5042859967
1681459,1,57811729,57842878
1681459,2,57811729,57853874
1681509,2,65303553,65296309
1681843,1,65495866,65479753
1682221,1,53047997,1201336245
1682221,2,53047997,65317544
1682284,1,65329122,53006324
1682285,1,53018343,257496905
1682291,1,5307630171,1236858909
1682466,2,65414641,65559198
1682859,1,65291765,65328690
1683097,1,65319940,65308428
1683160,1,3214637269,3214637269
1683287,1,53106954,65436916
1683287,2,53106954,65613239
1683287,3,53106954,53145251
1683583,2,2592305199,56091216
1683873,2,62413924,55949162
1684023,1,53064528,53042213
1684249,2,416779847,1091823033
1684359,1,65313350,65287285
1684560,1,53078461,4550830455
1684560,2,53078461,53024292
1684560,3,53078461,53063321
1684560,4,53078461,1163878642
1684560,5,53078461,53032716
1684637,1,65296354,651008672
1684637,2,65296354,1564279877
1684666,2,53077329,3665202993
1684808,1,57926356,1416584881
1685070,1,65317547,1723739359
1685323,2,53041174,2293100883
1685493,2,65329127,1723739386
1685804,1,3584324263,1324595456
1685804,2,3584324263,1081555990
1685804,3,3584324263,187643178
1685832,1,65405350,4911098322
1685846,2,62398494,62474136
1685846,3,62398494,57833936
1685995,2,53073262,53081374
1686023,1,258311677,704669190
1686023,2,258311677,65405076
1686056,2,65297326,1723738865
1686274,1,761916231,1723739120
1686274,2,761916231,239478419
1686550,1,298529033,272559202
1686550,2,298529033,55961839
1687189,1,62414086,4505204786
1687279,1,295083427,2389145817
1687385,1,55952411,55966905
1687430,1,53055182,65317585
1687769,2,65494354,65658312
1687932,1,53130681,65303696
1687932,2,53130681,5042757122
1687935,2,65487879,65290236
1688099,1,53124696,3603330009
1688281,1,53022703,265656383
1688439,1,65424213,65472298
1688439,2,65424213,65442630
1688512,1,65463366,53077110
1688512,2,65463366,4372806701
1688554,1,65538958,4989314674
1688554,2,65538958,3652090816
1688654,1,65314847,447940705
1688654,2,65314847,65336474
1688907,1,65371299,65318037
1689018,2,53106446,53096207
1689107,1,65327931,65316077
1689107,2,65327931,53048389
1689250,1,62382673,62386394
1689250,2,62382673,777466790
1689250,3,62382673,65305881
1689267,1,62320919,62464933
1689440,1,53096816,65404170
1689440,3,53096816,65495519
1689440,4,53096816,1684055209
1689508,1,65493508,65477496
1689638,1,65449463,552853360
1689638,2,65449463,552853360
1689782,1,65561857,65466440
1689793,1,282812955,26029671
1689793,2,282812955,65426741
1689813,2,65651519,65464231
1689890,1,65366224,65334111
1689993,1,53068237,2389189079
1690037,1,57876512,57867269
1690037,4,57876512,53099676
1690497,2,2516559027,57836575
1690615,1,408468336,285749925
1690615,2,408468336,264179586
1690633,1,53061543,1723738887
1690633,2,53061543,65317727
1690948,1,365486412,522277390
1690974,1,56024863,4923638045
1691380,1,53130602,53047945
1691380,2,53130602,530368424
1691829,1,56143714,3958371725
1691829,3,56143714,56071420
1692386,1,65309790,65308278
1692386,2,65309790,1511349597
1692386,3,65309790,65305036
1692684,1,65419411,65395289
1692684,2,65419411,1202720464
1692957,2,110410017,110416884
1693156,1,65593478,343601990
1693602,1,57853192,57857201
1693664,1,53086021,53083746
1693664,2,53086021,65573000
1693996,1,65321683,2399950829
1693996,2,65321683,65402778
1694049,1,65610475,65569693
1694450,2,529049327,65497247
1694633,2,56090115,56042831
1694686,2,62456505,1271636352
1694755,1,53041178,1990630265
1694755,2,53041178,53041178
1694755,3,53041178,53081890
1694755,4,53041178,53041178
1694935,2,65317138,1723739241
1695310,1,65288970,65421401
1695328,1,65610902,65640625
1695328,2,65610902,26028753
1695378,2,65525663,1324596259
1695721,1,53132961,4545917272
1695721,2,53132961,657593002
1695721,3,53132961,295219504
1696048,2,56031153,4926612648
1696103,1,65358118,65333834
1696103,2,65358118,65317554
1696125,1,57805646,57860577
1696229,1,53070069,2389063554
1696847,1,62436591,62237632
1697060,1,53029046,2389063554
1697060,2,53029046,53099281
1697282,1,65494581,65458931
1697356,1,55962029,56080182
1697356,2,55962029,2059143306
1697454,1,65501531,519643112
1697655,1,65299391,1723739149
1697655,2,65299391,65295279
1697807,1,65333385,65316172
1697807,2,65333385,65295289
1697957,1,56031460,1640349469
1697957,2,56031460,56051225
1698307,1,65308538,65314200
1698967,1,295083426,956860595
1699022,1,65673741,65529327
1699022,2,65673741,65523168
1699060,1,65296348,65405149
1699149,1,65604076,4915148159
1699217,1,65582627,5278648543
1699217,2,65582627,65377756
1699217,3,65582627,65327181
1699274,1,263187479,532759497
1699298,1,53103724,53111702
1699548,2,1080748652,430022312
1699586,1,599157361,65335530
1699613,1,53063541,53147023
1699696,1,56128487,2807231412
1699843,1,53036356,53084256
1699843,3,53036356,2804948083
1699908,1,65548526,281149293
1700087,1,57835462,57811634
1700087,2,57835462,53079354
1700149,1,53042101,262105251
1700149,2,53042101,53037531
1700483,1,57850582,348064419
1700483,3,57850582,1249336053
1700635,1,65310817,258759758
1700635,2,65310817,258759758
1700785,2,65534813,65507382
1700785,3,65534813,65609605
1701046,2,3643661851,65492350
1701187,1,65441276,65305814
1701290,2,55966644,55959657
1701303,1,57822903,65298435
1701303,2,57822903,65368652
1701370,2,65293753,65368988
1701728,1,293469889,65583423
1701728,2,293469889,65526845
1701903,1,65336858,65350760
1701915,2,65499655,53080971
1702094,2,56136527,351117440
1702094,3,56136527,351117440
1702166,2,65635093,4616700558
1702166,3,65635093,65416426
1702556,1,65323726,1656918772
1702556,2,65323726,65438990
1702771,1,53134472,462036035
1702812,1,53075911,53006324
1703293,1,65324578,1211602828
1703817,1,65322684,65295289
1704022,1,416954949,53082974
1704022,2,416954949,263015836
1704224,2,65602577,65640625
1704229,1,55955868,55940618
1704229,2,55955868,55970572
1704543,1,65313422,65351790
1704675,1,519545066,246008817
1705334,1,55957714,55954286
1705593,1,53054390,1993196200
1705593,2,53054390,53027384
1705606,1,53030319,95323772
1705626,2,57806598,65307098
1705694,1,65405606,65431865
1705694,2,65405606,65402801
1706031,2,1710615574,4117323335
1706031,3,1710615574,4904614512
1706031,4,1710615574,65308283
1706178,2,65299409,65328349
1706349,2,65447787,2448231984
1706511,1,53062007,53145534
1706991,1,53105739,65458737
1706991,2,53105739,65504731
1706992,1,65416945,65325654
1706992,2,65416945,1723738865
1707156,2,65416871,280017501
1707483,2,57863130,2936165726
1707501,2,65415156,65477699
1707673,1,65336526,1201336245
1707673,2,65336526,65362154
1707977,1,65422431,65364289
1707977,2,65422431,65334473
1708076,1,53134121,2386068296
1708076,2,53134121,257436711
1708686,1,65296247,462036034
1708686,2,65296247,65316077
1708710,2,57868276,57798718
1708844,1,65401617,4584836586
1708847,1,53059433,53028450
1709183,1,57868669,1771186178
1709183,2,57868669,595963638
1709307,1,245810034,65660785
1709916,1,65328969,1723739359
1709916,2,65328969,65364582
1709980,1,53079213,65307356
1710214,1,65308503,65317042
1710386,3,56074354,56068685
1710524,2,62385619,3222359769
1710671,1,65608871,4894658332
1710680,1,335827036,2510564091
1710680,2,335827036,4915424041
1710724,2,62494479,62385330
1710859,1,110428879,56070869
1710859,2,110428879,110384219
1710907,1,65397220,65474630
1710974,1,53085616,53050568
1710982,1,65470491,65443650
1710982,2,65470491,65402778
1710984,1,65640033,349164176
1711002,1,65423869,65453352
1711002,2,65423869,1970807508
1711002,3,65423869,1100547323
1711282,1,53085919,65357118
1711504,2,53020930,57857787
1711543,2,53057549,264179586
1712317,1,65506434,65450296
1712317,2,65506434,281615619
1712365,1,53151123,53035545
1712365,2,53151123,53104347
1712590,1,65425972,53137747
1712590,2,65425972,3096337771
1712671,2,57853162,243285770
1712671,3,57853162,65282392
1712703,1,65299346,65333647
1712703,2,65299346,65335256
1713409,1,53137354,53067290
1713409,2,53137354,53096121
1713667,1,65492950,65541107
1713667,2,65492950,2453580853
1713693,1,53073866,65352417
1713709,1,53124029,53087419
1713709,2,53124029,65300097
1713789,2,53100861,53048812
1713789,3,53100861,53027121
1713830,1,65287277,65339460
1713830,2,65287277,65289131
1714143,1,62445029,62411423
1714143,2,62445029,62459143
1714238,2,65602750,340333385
1714247,1,65483482,65446200
1714629,3,62366108,62393152
1714687,2,297686403,65445293
1715009,1,65441641,57784626
1715079,1,53085452,53088150
1715198,2,53096039,53096039
1715198,3,53096039,1704960442
1715353,2,65618343,53022096
1715419,1,447642831,62405880
1715419,2,447642831,62445352
1715528,1,312411384,310965657
1715528,2,312411384,759791409
1715528,3,312411384,577419150
1715528,4,312411384,31416653
1715544,3,65482209,240297573
1715544,4,65482209,433562979
1715632,1,65317709,65652610
1715651,3,65329861,65358372
1716044,2,65320195,65317030
1716075,1,62389913,57883812
1716075,2,62389913,476524520
1716109,1,56068305,56157169
1716109,2,56068305,56018985
1716590,1,65319536,65305162
1716590,2,65319536,65306795
1716600,2,62400373,262105244
1716600,3,62400373,62461550
1716758,1,57838386,441741881
1716758,2,57838386,53043071
1716758,3,57838386,53144748
1716886,1,53094397,1091823033
1716886,2,53094397,1093170902
1716890,1,65315463,53035683
1716890,2,65315463,312094434
1717427,1,57854005,57928316
1717427,2,57854005,57846833
1717684,1,56055131,56033425
1717684,2,56055131,56068501
1718206,1,65294308,65327144
1718348,1,53117564,1091944287
1718348,2,53117564,53035418
1718778,1,56071952,55986651
1718778,2,56071952,56152717
1718878,2,2871151496,256568550
1718878,3,2871151496,65518525
1719277,1,53097624,53074406
1719277,2,53097624,53130316
1719338,1,65373669,1657085717
1719347,1,57934447,57803359
1719347,2,57934447,275763326
1719403,2,355490997,4061762656
1720106,2,65307883,65337375
1720168,1,53138866,53082205
1720168,2,53138866,5116525000
1720238,1,53082893,53118732
1720354,1,57821732,53080628
1720415,1,53085599,1928218772
1720415,2,53085599,65322658
1720853,1,418552373,1751706302
1720853,2,418552373,2393342139
1720860,1,65327923,4017324918
1720860,2,65327923,65299288
1721088,2,57803441,57861730
1721170,1,1102846191,4944392413
1721617,1,65541577,65545377
1721617,2,65541577,760190012
1721763,1,62450111,316559199
1721763,2,62450111,57915954
1722105,1,62388505,62417190
1722680,4,53150624,3110365110
1722758,1,65308530,258922097
1722910,3,57935805,3839576615
1723134,2,65289350,65317565
1723475,1,65314163,65317729
1723680,1,53096140,65451138
1723680,3,53096140,1087122154
1724307,2,456696584,1827193635
1724307,4,456696584,53084811
1724934,2,647326216,57813567
1725195,2,65455939,65467174
1725617,2,53028752,65496923
1725752,2,260336123,704784837
1725838,1,53115017,65308283
1725925,1,65305032,65325369
1726028,1,65308413,65305819
1726028,2,65308413,65303533
1726579,2,258912657,65355417
1726711,1,53061713,615115481
1726711,2,53061713,53127221
1726711,3,53061713,53127221
1726782,1,281363248,65449799
1726782,2,281363248,65494047
1726782,3,281363248,541326003
1726782,4,281363248,65441375
1727085,2,53089351,53085083
1727250,2,65346059,65428010
1727301,2,53027801,2541989038
1727571,1,53041351,1758054026
1727673,3,293444183,1496893646
1727678,1,53037901,65410694
1727916,1,57825970,3701906670
1727916,2,57825970,3241756608
1727938,2,57909349,4666794800
1727973,1,53085038,311675614
1728072,2,53114204,5375653695
1728072,3,53114204,53083902
1728095,1,65293575,53066216
1728108,1,65446415,256568550
1728108,2,65446415,80526815
1728229,1,53107612,4736127783
1728229,2,53107612,721665966
1728278,2,55957378,55957408
1728312,1,56017227,56068887
1728312,2,56017227,56025691
1728625,1,57921243,352770313
1728668,1,65446834,313250472
1728668,3,65446834,65593969
1728891,1,53048973,3799894250
1728988,1,65296348,830559286
1728988,2,65296348,311391339
1729038,2,55949827,55954286
1729093,1,65629868,5288682193
1729325,1,2804606843,53063766
1729325,2,2804606843,2515877981
1729521,2,65596617,3523003954
1729680,2,65471022,760190012
1729994,1,56040724,413718517
1730035,1,53020948,3564374307
1730044,1,53125535,65410694
1730461,2,65451307,65504899
1730578,1,53136660,53126864
1730603,1,65315601,276546819
1730783,1,53077585,53021369
1730783,2,53077585,53025729
1730822,1,53028721,65427475
1730822,2,53028721,65466009
1730939,2,1699639594,57842930
1731036,1,56055199,56053423
1731149,1,441755736,657679268
1731725,2,57847701,2386068296
1731876,1,258912666,65303506
1732092,2,65476779,65573393
1732218,1,65326736,65363153
1732218,2,65326736,65305829
1732227,1,65330974,65306795
1732523,1,53076875,53077112
1733407,1,62300434,62447561
1733883,1,4165593360,65287287
1733915,1,65314855,65295278
1733974,3,2954118263,614453991
1734209,1,65357118,667527951
1734216,1,65428077,65460604
1734216,2,65428077,65460604
1734603,1,110422414,5014084173
1734603,3,110422414,110382324
1734615,1,65524861,65444507
1734615,2,65524861,1750879047
1734621,1,5376598096,65546310
1734652,1,65529419,1926026690
1734657,1,56026850,2505136512
1734657,2,56026850,56069921
1734853,2,57852633,57867261
1734917,1,53085612,53093987
1734917,2,53085612,53090188
1735115,1,65293753,57849733
1735474,2,65296337,65297123
1735637,2,110427175,65333972
1735669,1,53072260,408726646
1735786,1,4991666034,57826240
1735786,2,4991666034,4991666033
1736166,1,110414094,110424820
1736166,2,110414094,110426167
1736166,4,110414094,110401507
1736316,3,65542899,260543593
1736490,1,65570840,65419214
1736548,1,65333207,65329980
1736695,1,53026615,65317532
1736848,2,65310820,1723739244
1737277,1,53067444,2327722631
1737759,1,65461904,65644163
1737759,2,65461904,65465878
1738026,2,110397921,4489656852
1738359,1,65314849,53050565
1738359,2,65314849,65414658
1738463,2,65313357,65317030
1738720,1,62400460,62417244
1738745,1,65521735,1698569774
1738769,1,65416757,65444893
1738797,2,65526494,3608363133
1739050,1,65360273,65306840
1739070,1,33242031,1511349597
1739082,2,65306688,298940440
1739148,1,65648391,759791376
1739263,1,65401806,65463151
1739263,2,65401806,65441395
1739739,2,65280083,65306827
1740374,1,53092597,5060959012
1740585,1,65451579,65557067
1740585,2,65451579,2389106033
1740743,1,53112726,3799894250
1740930,1,62404682,65497042
1740930,2,62404682,65386443
1741051,1,1987121200,3701906670
1741051,2,1987121200,4589614646
1741205,1,1831315555,4372435468
1741205,3,1831315555,3058419731
1741353,2,262294060,57872261
1741508,2,65404274,65499904
1741508,3,65404274,65499904
1741523,2,65298977,65351772
1741741,1,53085608,53085614
1741884,1,62491572,1814142473
1741884,2,62491572,62450111
1742415,1,53059992,53081865
1742415,2,53059992,1093170903
1742479,1,57959553,576921127
1742479,2,57959553,575692008
1742526,2,65349668,1086680096
1742670,1,65511117,427492525
1743251,1,65531260,261619235
1743363,1,53091861,1511349597
1743363,2,53091861,53130516
1743369,3,53088116,660032376
1743442,2,57905836,4960947686
1743491,1,62465203,55951248
1743491,2,62465203,65291486
1743503,2,65310065,65420073
1743805,1,65312123,431954135
1744123,1,65450251,65295239
1744123,2,65450251,53134009
1744327,1,65294358,704784837
1744327,2,65294358,53062892
1744670,2,1045593905,65287287
1744698,1,65423526,2726255253
1744743,1,65498755,121128152
1745167,1,53119348,4761105495
1745167,3,53119348,312094434
1745262,2,65328721,65359321
1745262,3,65328721,65328719
1745494,1,65312256,258913486
1745804,1,65302203,65311913
1746215,1,65336831,65303696
1746215,2,65336831,65303696
1746297,1,53093345,53096051
1746411,1,65318050,53027386
1746621,1,53080532,312094434
1746621,2,53080532,53098229
1746831,1,416967701,418514677
1746944,1,65310804,351936403
1747458,1,53142776,1091823033
1747556,1,65666549,2058688537
1747562,1,62409773,57913138
1747562,2,62409773,62391708
1747562,3,62409773,62434804
1747823,1,65579955,281149293
1747823,2,65579955,65669358
1747846,1,65516524,610194249
1748115,1,65305696,65300085
1748256,1,65476501,2160562743
1748481,2,312426888,53101406
1748577,2,53040529,3958430304
1748862,1,65339516,65613239
1748862,2,65339516,53077118
1748964,1,53074029,80624276
1748996,1,65523844,65318043
1749085,2,65445280,65551296
1749130,2,65298367,65319966
1749163,1,65295336,65315477
1749243,1,53104343,65295287
1749503,2,57803813,262771195
1749802,2,53125789,65460546
1749926,2,65473963,906055329
1750298,3,65462765,53153272
1750593,1,65317442,65303529
1750710,1,56029244,56018096
1750710,2,56029244,258965262
1750942,2,53057053,2251189818
1751049,1,55939205,385275382
1751049,2,55939205,385275382
1751114,2,57909497,57927115
1751194,1,53049872,65306787
1751340,1,53061195,53029736
1751340,2,53061195,53026622
1751432,1,53092478,65305819
1751432,2,53092478,305467757
1751702,1,53067888,53099300
1751703,1,65436787,2460760149
1751703,2,65436787,65432227
1751732,3,57852163,57818642
1751991,2,53074768,2453303865
1752098,1,53108896,760124309
1752133,1,53125987,415168390
1752133,2,53125987,53085077
1752192,1,430099355,65625884
1752192,2,430099355,3966803300
1752315,2,57898475,65306787
1752485,1,65312664,65305817
1752485,2,65312664,65290210
1752923,1,57835521,53092722
1752933,1,65481478,65433939
1753200,1,53030296,264194518
1753200,2,53030296,53108742
1753402,2,53056325,53083162
1753860,2,417537005,4372435468
1753906,1,65439047,65309559
1753906,2,65439047,65317789
1753969,1,65680044,65414026
1753969,3,65680044,65639816
1754201,1,53132829,1086680096
1754201,2,53132829,285744257
1754564,1,65407569,65471440
1754564,3,65407569,335633275
1754851,2,62440871,62405110
1754866,2,1056930074,5254877867
1754929,1,65482626,65537472
1755075,1,53017932,1091823092
1755078,2,56131449,56078336
1755199,1,53107681,53037940
1755199,2,53107681,2541989038
1755501,1,65319021,65319043
1755869,1,65333320,65332241
1756361,2,53027686,670158113
1756389,2,4602639319,65407135
1756389,3,4602639319,110406649
1756488,1,65460281,2491724238
1756515,1,53104137,259846402
1756515,2,53104137,53050820
1756653,2,65625844,65471420
1756653,3,65625844,317528627
1757022,1,2201141205,53020981
1757022,2,2201141205,65523070
1757146,1,53124718,249059927
1757462,1,57916786,57839468
1757462,2,57916786,4960221819
1757657,1,65407569,1774346210
1757701,1,110462992,56070914
1758203,2,57945526,57851928
1758223,1,53048977,3244767454
1758223,2,53048977,53030333
1758542,1,53038000,678295796
1758899,1,65516910,4552101570
1758928,1,53032732,285744257
1759009,1,53082310,53068153
1759083,2,65660805,3124723315
1759100,2,65660599,65382150
1759225,1,554160413,65429101
1759225,3,554160413,65314390
1759584,2,57815843,65441851
1759621,2,65306822,3810293247
1759821,2,65317954,1723739359
1759857,1,53063543,53087250
1759857,2,53063543,53073337
1759857,3,53063543,53122849
1759914,1,65461487,65423325
1759914,2,65461487,65492071
1760140,2,53091864,2463378760
1760178,1,1425222841,564690471
1760178,2,1425222841,1723738831
1760275,1,65444789,65296271
1760275,2,65444789,286639084
1760363,1,655929394,4176758044
1760651,2,65401381,65485017
1760764,1,53131984,65395289
1760848,1,65504221,187607577
1760848,2,65504221,65389471
1760926,1,53094187,53036264
1760964,1,65320018,65328436
1760965,1,65339171,1261508847
1761151,1,53067888,53082887
1761539,2,53029033,53048389
1761647,1,65330974,65300085
1761865,2,65296331,65300043
