SAMPN,PERNO,origin,destination
1942217,2,3642813003,56026670
1942229,1,419932610,65332853
1942229,2,419932610,65299440
1942376,1,53079144,65317030
1942390,1,65458691,53107589
1942704,1,457490222,57936570
1942704,2,457490222,347423727
1942750,1,62387632,53111702
1942928,1,56122573,56144274
1942930,2,56048234,351117440
1943004,1,575675163,57917180
1943004,2,575675163,57894240
1943391,1,65448043,370488096
1943585,1,65459293,65397106
1943723,1,62414273,62416530
1943922,1,4778066278,2701134475
1944076,2,65450662,65488327
1944342,1,55959310,55954286
1944342,2,55959310,55954286
1944503,1,253254102,53073997
1944558,1,298633797,57809321
1944558,2,298633797,57871264
1944558,3,298633797,5056520138
1944655,1,57899406,56025677
1945229,1,56056143,56042415
1945229,2,56056143,56092125
1945429,1,57929041,57889162
1945429,2,57929041,1676336343
1945584,1,65434225,265654710
1945584,2,65434225,3639894896
1945641,1,56037961,110365935
1945651,2,65303205,65295278
1945656,3,53031586,5371863257
1945656,4,53031586,53081040
1945908,1,65458910,648467409
1945908,2,65458910,65533830
1945965,1,110447832,2838229716
1945975,1,3394771782,3710193384
1946012,1,65434962,65373465
1946012,2,65434962,1563110130
1946081,1,65521365,65570523
1946081,2,65521365,65570523
1946211,2,56108562,55955705
1946328,2,65401902,65460141
1946755,1,65524731,65506357
1946755,2,65524731,258972910
1946952,1,65420248,2448231984
1946952,2,65420248,53120952
1946957,1,110383096,110437131
1947088,1,65398228,338171727
1947163,1,65501385,65432227
1947494,1,470786137,56080213
1947494,2,470786137,56026635
1947494,3,470786137,56050071
1947504,1,56030871,56099388
1947504,2,56030871,56085777
1947816,1,110422025,65287213
1948002,1,55957476,55952069
1948002,2,55957476,55950402
1948105,1,57878252,4169996309
1948177,2,56040625,55986651
1948817,1,56054699,56080182
1948972,1,65446985,65383234
1949150,1,62457685,62387665
1949333,1,174643927,65317568
1949333,2,174643927,65337375
1949410,1,110410552,110432480
1949410,2,110410552,110387125
1949410,3,110410552,110387122
1949410,4,110410552,110387122
1949410,5,110410552,55979708
1949471,1,53026631,65334111
1949618,1,65515944,3989282508
1949618,2,65515944,110392109
1949670,1,57871795,53062053
1949675,1,65301508,65294202
1949675,2,65301508,65334125
1949746,1,56152523,56092668
1949746,2,56152523,56150022
1950282,1,57819626,110454071
1950282,2,57819626,1723739163
1950306,1,65515833,65523423
1950325,1,55949531,55951810
1950554,1,56168762,3810293247
1950554,2,56168762,56108487
1950600,2,65390325,65633249
1951204,2,110382549,65305819
1951583,1,65442246,65469501
1951631,1,65475733,65338019
1951905,1,56032380,56159412
1951905,2,56032380,349911298
1952111,3,65490756,338840916
1952119,1,65288839,65342698
1952421,1,65296806,57870526
1952421,2,65296806,65314146
1952539,1,56064239,65287280
1952539,2,56064239,56023061
1952633,2,65654457,65613239
1952633,3,65654457,65613239
1952763,2,292446949,65451152
1952974,1,261482477,3810293247
1952974,2,261482477,65314454
1953109,1,56144504,742015732
1953131,1,2500172532,5070878505
1953131,2,2500172532,5070878505
1953131,3,2500172532,110416072
1953261,1,56029309,56150126
1953261,2,56029309,56014463
1953450,2,57915710,2386056123
1953728,2,110407692,2447431300
1953773,1,262936643,266997358
1953773,3,262936643,65402801
1954062,2,56105799,56108756
1954433,2,5314986405,65327388
1954813,1,65573953,65659880
1954813,2,65573953,65500291
1954813,3,65573953,65659880
1955065,1,56034418,65317532
1955065,2,56034418,56078336
1955233,1,259108685,541338494
1955233,2,259108685,564663695
1955319,2,57823914,554075194
1955423,1,65471501,1708658994
1955449,2,65404431,65521447
1955550,1,65474486,265654710
1955849,1,56027040,55976827
1956176,1,65539068,3652272573
1956176,2,65539068,53074314
1956182,1,4993582683,4782115824
1956354,1,4926520494,56058338
1956369,1,57877801,57862659
1956437,1,57872594,1578907668
1956540,1,65486132,281149293
1956759,2,1233383929,57856861
1956823,1,56067321,56122535
1957151,1,65441613,2716299656
1957151,2,65441613,65421505
1957151,3,65441613,65421505
1957733,2,65474035,1771186217
1957766,1,57880892,5309324057
1957896,1,4034231279,65295289
1958029,1,55937472,62459525
1958343,1,110387776,1076426609
1958343,2,110387776,55950091
1958343,4,110387776,110421213
1958391,1,55991319,1435041874
1958391,2,55991319,56151953
1958467,1,110464005,110418027
1958718,2,62425079,541325359
1958731,1,56043016,603229515
1958731,2,56043016,56019178
1958731,3,56043016,56027432
1959176,1,65440864,56116007
1959176,2,65440864,65619001
1959792,1,1024392404,110397649
1959857,1,65448190,65300052
1960070,2,347323358,627245059
1960240,1,57803362,5280990208
1960307,1,2286039101,53024616
1960327,1,65407828,65290236
1960327,2,65407828,297163931
1960814,1,57818969,53079144
1961193,2,110455585,110441358
1961297,1,56096822,56087166
1961397,1,65522135,3537422681
1961797,1,65471477,4911098329
1961797,2,65471477,741845188
1961824,3,53103469,62411406
1961915,1,65484404,65465948
1961937,1,65575671,297335337
1961937,2,65575671,65458694
1962005,2,65397946,65414658
1962094,1,65461853,65613239
1962281,1,110445577,110393260
1962281,2,110445577,110408776
1962464,1,65318041,65308278
1963150,1,57858860,57830240
1963162,3,57875568,2392213898
1963333,2,65529123,65403127
1963518,1,62465535,62479093
1963518,2,62465535,4169996309
1963592,1,56087092,110406903
1963757,2,65561323,65573004
1963872,1,110421216,110436566
1963872,2,110421216,110436566
1963915,1,65438627,577419150
1963977,1,354731241,65306787
1964114,1,62458899,62405284
1964625,1,56152264,56072645
1964819,1,56045069,55960863
1964819,2,56045069,4925620360
1964832,1,57817544,65295279
1964835,1,56106177,56069921
1964835,2,56106177,388296208
1964845,1,65460307,3470912031
1964845,2,65460307,65461650
1964970,1,65325736,766912762
1964970,2,65325736,1723739386
1965349,1,57903510,3196064984
1965349,2,57903510,57819384
1965872,1,65395582,65432281
1966489,1,65423705,3999015417
1966489,2,65423705,53099253
1966651,1,62417897,62464196
1966685,1,62261615,259581499
1966995,1,57937065,4932498423
1967423,1,57874078,358391108
1967423,2,57874078,667229004
1967474,3,56042012,56074902
1967910,1,5126801609,62259676
1967910,2,5126801609,62516541
1968151,2,110448583,65373465
1968166,2,110378352,65345235
1968187,2,56088162,243673080
1968293,2,56031472,56102908
1968308,1,65292901,65305162
1968308,2,65292901,65315835
1968463,1,65401312,65543331
1968955,1,110381747,368396833
1968955,2,110381747,65293779
1969045,1,56129397,56102908
1969045,2,56129397,56119697
1969244,2,110421058,110414332
1969266,2,65498802,65643855
1969321,1,55965850,55952066
1969505,1,62297811,55960386
1969737,2,53033528,53075945
1969737,3,53033528,721673623
1969737,4,53033528,4257339087
1969818,1,110438435,431730066
1969927,2,297858267,53111685
1969927,3,297858267,53005228
1970637,1,65432068,65421525
1970637,3,65432068,65437801
1970637,4,65432068,519431289
1970926,1,65436843,65415876
1970926,2,65436843,4061762656
1971000,3,65424468,3707648834
1971030,1,65516879,65303529
1971106,1,55961584,65295281
1971209,2,65406057,65305454
1971209,3,65406057,3701146457
1971236,1,110424282,1723738998
1971236,4,110424282,110410234
1971814,1,56102238,56026333
1972484,2,65486603,53027002
1973072,2,110377140,110397649
1973274,1,65372351,65295364
1973435,3,62383062,4403015388
1973648,3,62470974,2191282414
1973695,2,56061907,56034702
1973832,2,65484078,317517798
1973966,1,53043427,53145251
1974051,2,65556769,65562385
1974571,1,56075632,56141430
1974571,2,56075632,56054568
1974691,2,62383982,62383602
1974789,1,110416904,110405644
1974828,1,62396762,62396762
1974828,2,62396762,62240475
1974928,1,4176821259,65453620
1974928,2,4176821259,65377907
1974933,1,56148367,56023273
1974956,1,57822089,5271286365
1974999,1,65501626,3548898942
1974999,2,65501626,261624739
1975217,1,65596469,517807889
1975233,2,65546157,65315504
1975269,1,56049739,56070865
1975269,2,56049739,56138570
1975369,1,62499255,1861372261
1975369,2,62499255,57905716
1975427,1,62511266,62534157
1975531,1,65637128,65573000
1975531,2,65637128,65497414
1975627,1,65421463,567010709
1975682,2,57904181,2324267644
1975682,3,57904181,57830019
1975682,4,57904181,65308413
1976039,1,4301547229,62400983
1976261,2,56096622,4925620360
1976318,3,53055433,53027545
1976422,2,442452605,53090776
1976499,1,65641201,4911098329
1976538,3,338886410,1511349597
1977765,2,65559316,53020222
1977970,2,65310826,4383288588
1977986,2,65445260,1357865418
1978800,1,65293491,65313184
1978800,2,65293491,65313184
1979113,1,65416827,316559199
1979159,1,62450125,65308283
1979159,2,62450125,62471219
1979188,2,57888393,57835956
1979365,1,56094471,300759042
1979365,2,56094471,300759042
1979462,2,2470707791,56015569
1979508,1,53019004,53002692
1979679,1,57806707,57851930
1979838,1,2889572533,55956393
1979873,1,65389077,65405126
1979873,2,65389077,4911358022
1980240,2,1781794162,314070873
1980612,1,65493268,65472513
1980648,2,110439555,3572968799
1980648,3,110439555,1031699890
1981040,1,65613776,2810062257
1981064,1,56085179,56164107
1981231,1,55955431,5345768465
1981231,2,55955431,55947811
1981329,2,56039933,56051102
1981558,1,539826969,65457698
1981874,1,65394922,53079255
1981973,1,56064024,56034693
1981973,3,56064024,56036684
1982027,2,65520234,29381129
1982173,3,3695552245,57869217
1982198,1,65548504,65433939
1982268,1,55974157,55970570
1982268,2,55974157,55966616
1982369,1,559389859,415168467
1982369,2,559389859,3096337771
1982495,1,419908784,53055293
1982588,1,2564764253,347687805
1982830,1,411398638,56100345
1982830,2,411398638,56087166
1982908,1,65436739,65291538
1982996,1,62528063,62342079
1982996,2,62528063,53082690
1983033,1,595963642,260577511
1983275,3,56097613,56023061
1983696,1,110427579,110378560
1983696,2,110427579,259987555
1983762,1,110422713,65418976
1983879,1,5362761991,65523353
1983879,2,5362761991,65471078
1983879,3,5362761991,315027274
1983879,4,5362761991,518338127
1984025,1,65341413,65332667
1984183,1,53039355,65337375
1984427,2,56090401,56150152
1984632,1,65389690,65287280
1984632,2,65389690,65356075
1984834,1,57863677,1832693765
1984834,2,57863677,3221384037
1985161,1,65294613,53130599
1985161,2,65294613,65352417
1985228,1,65483604,65291059
1985871,2,56093620,55970389
1986000,1,4772727688,305469277
1986163,1,65416925,65395289
1986163,2,65416925,65352485
1986284,3,442847748,442847748
1986414,2,65486637,4069129336
1986414,3,65486637,53096046
1986829,1,56126904,56021478
1986829,2,56126904,55995102
1986829,4,56126904,56108556
1987009,1,65498543,65459874
1987009,2,65498543,65546811
1987093,1,65472737,65459893
1987214,1,56095122,56150022
1987214,2,56095122,324851963
1987214,3,56095122,56042831
1987242,2,627287288,65319933
1987589,1,65482156,65451671
1987589,2,65482156,65494772
1987850,1,65420014,65398166
1987850,2,65420014,65468727
1987910,2,65405358,851372988
1987910,3,65405358,65448135
1988769,2,65359323,261510709
1988922,1,57835314,57794195
1989043,1,317145748,3035324930
1989043,2,317145748,55953417
1989136,1,65333970,65306840
1989138,2,65566133,1071749777
1989459,2,56126485,3450535100
1989540,3,65423732,461484022
1989577,1,65419030,2768229673
1990146,1,57819560,57802805
1990215,1,56043364,56164107
1990215,2,56043364,4925830727
1990271,3,62434127,1206976587
1990422,1,56019520,3292802545
1990422,2,56019520,56072981
1990614,2,65369646,1706628624
1990785,2,65488336,318293089
1991029,1,60434683,65537925
1991080,1,56124744,55989978
1991376,1,57833379,2321976779
1991376,2,57833379,57789432
1991389,1,110432987,1024388432
1991389,2,110432987,110443353
1991391,1,56133998,110395163
1991473,1,65431920,3966968503
1991496,1,65406564,4021550356
1991693,1,56093652,667475248
1991693,2,56093652,300790433
1991761,2,65436361,65450830
1992177,1,53030739,257395601
1992189,1,65415604,65441851
1992189,2,65415604,65441851
1992213,1,57808628,351936403
1992213,2,57808628,53037525
1992398,1,317528781,2493231244
1992398,2,317528781,314481557
1992966,1,110390481,2716299656
1992966,2,110390481,339295341
1993019,2,57835804,53026622
1993187,2,1899684376,65317532
1993381,2,3459247548,1758054026
1993381,3,3459247548,4923141873
1993932,1,56114902,56138444
1994068,2,110406973,56105394
1994200,1,56032008,56023273
1994200,2,56032008,56159417
1994222,1,57957716,57865541
1994421,1,456983975,1407985654
1994421,2,456983975,1079387970
1994548,2,65482133,65442063
1995124,1,56038919,56026642
1995231,3,56101420,55955705
1995266,1,53037405,57825424
1995279,1,65536144,4608624095
1995279,2,65536144,65421721
1995585,1,57920338,1814142473
1995830,1,56116504,355819732
1995975,1,257169179,65516038
1995975,2,257169179,65580390
1996165,1,55969472,4588500451
1996296,1,65606270,65471417
1996477,1,55950713,55970660
1996507,1,4021327376,461443503
1996507,2,4021327376,65334193
1996550,2,65438535,3096337771
1996744,1,110378061,54891501
1996810,1,56131836,56097539
1996810,2,56131836,4924077824
1996884,1,56118788,56113459
1997250,1,4782108221,65315504
1997446,1,65424651,65487469
1997446,2,65424651,65322632
1997529,1,65422418,65415086
1997529,2,65422418,65432862
1997768,1,256027746,57867626
1998286,1,56069956,56044014
1998300,1,62464539,4925709805
1998300,4,62464539,62447707
1998300,5,62464539,62447707
1998312,1,65468149,65433368
1998312,2,65468149,65550667
1998407,2,110384499,1046701768
1998559,1,57853312,65295289
1998559,2,57853312,1793901910
1998704,1,62404266,62328432
1998704,3,62404266,4364198043
1999394,1,65496789,53086760
1999394,2,65496789,65431390
1999394,3,65496789,65591239
1999732,2,62501352,62510657
1999732,3,62501352,62431912
2000286,1,57878329,53077629
2000307,2,65465086,65573004
2000400,1,2446539423,110424769
2000478,1,57803836,57802805
2001020,1,56060816,2389134454
2001040,1,56021259,56146393
2001040,2,56021259,56019178
2001040,3,56021259,5162306818
2001123,1,257668807,65506337
2001123,2,257668807,65389427
2001499,1,1052307728,35833153
2001537,2,62385925,65441375
2001724,1,65629407,65433232
2001727,2,4115046526,56014463
2001921,1,198447514,430022312
2001921,2,198447514,65300052
2002018,1,56045310,4926521262
2002107,2,65554587,65529799
2002280,1,65579758,5334821587
2002551,1,62466332,62395459
2002551,2,62466332,62410749
2002648,2,110406641,3612889361
2002859,1,110439102,65328690
2002937,1,2768654789,56124776
2002937,2,2768654789,56055247
2003127,1,2448282912,1316803304
2003127,4,2448282912,57816934
2003323,1,65580614,191689874
2003336,1,110395505,265440514
2003382,2,65470465,65628424
2003403,1,110438520,65303268
2003721,1,423009864,62237626
2004163,1,517043857,1083003543
2004424,1,57806684,62428358
2004503,1,65393036,53150534
2004526,1,65407591,1615026949
2004574,1,65466647,65494286
2004574,2,65466647,65300043
2004785,1,539996471,4593108203
2004863,1,65516633,289649406
2004863,2,65516633,1782361541
2004976,1,65350993,65373465
2005124,1,65306571,65448878
2005124,2,65306571,65392803
2005237,1,56126644,56090733
2006421,1,1899684263,65295281
2006434,1,57817098,62469780
2006434,2,57817098,65317030
2006557,1,57811078,57867267
2006557,2,57811078,57867267
2007128,1,57806684,4514800361
2007128,2,57806684,53138866
2007237,2,56037803,1280762043
2007441,2,56019155,56026333
2008196,1,65453755,2494527789
2008734,1,56119932,56137191
2008734,2,56119932,1596967591
2008734,3,56119932,56018943
2008801,1,253259610,65495824
2009239,1,452363382,65405652
2009239,2,452363382,2653206545
2009267,1,65667471,65565191
2009414,1,110436791,110387125
2009457,1,57926359,53091955
2009457,2,57926359,57848256
2009805,1,65435945,1084467037
2009981,1,56055244,4926612648
2010381,1,65343960,65317956
2010524,1,65421464,65507933
2010685,1,4587796267,57836516
2010685,2,4587796267,462275296
2010685,3,4587796267,53088011
2010754,1,56074380,56102135
2010754,2,56074380,55950500
2010799,1,55971129,56093736
2010799,2,55971129,55952708
2011180,2,62391985,57843329
2011246,1,53048981,65590604
2011544,1,56026026,2423592927
2011544,2,56026026,4926598099
2011720,1,62519497,257532281
2011785,1,110433928,65295740
2011785,2,110433928,4896735100
2011886,1,55946513,55964449
2012191,2,65466476,65481473
2012557,1,56165448,56093566
2012557,2,56165448,55953236
2012943,1,110403169,65303726
2012943,2,110403169,2583215461
2012943,3,110403169,56019014
2012943,5,110403169,2807231412
2013008,1,56036791,4499960686
2013008,2,56036791,55986651
2013266,1,53089120,53050568
2013331,1,53078661,53106799
2013442,1,53072122,65441304
2013472,1,53068861,4899810708
2013804,1,53105521,4069129299
2013827,1,53057014,53068763
2013827,2,53057014,4454452660
2013936,1,53090853,53134287
2013968,1,1344331145,760171332
2014183,1,53099758,431959344
2014183,2,53099758,65518833
2014238,1,354834367,53098274
2014396,1,53048882,65303500
2014599,1,53127248,53018848
2014599,2,53127248,65334111
2014948,1,53095122,53047340
2015025,1,53077662,53048389
2015025,2,53077662,3661015372
2015280,1,65351073,65315835
2015280,2,65351073,65319911
2015367,1,53040175,462036035
2015367,2,53040175,53080628
2015371,2,57705316,65317532
2015371,3,57705316,53076874
2019292,1,1987121287,53142786
2019404,1,65287709,1751343166
2019518,1,57840914,65308413
2019518,4,57840914,57814034
2019713,3,2565675292,4932498735
2019976,1,456713827,53060533
2020057,2,57879923,57865541
2020299,1,57813545,57837423
2020886,1,57852941,57837423
2020886,2,57852941,57919880
2020889,1,57897662,65305815
2021002,1,2520365745,57849161
2021002,2,2520365745,57849161
2021002,3,2520365745,554075195
2021009,1,57928620,65336474
2021256,1,306214461,57846833
2021256,2,306214461,62401072
2021256,3,306214461,53052377
2021375,1,4919247213,53095301
2021490,1,57882692,53020929
2021490,2,57882692,53077120
2021547,1,57844002,53026619
2022046,1,57835102,53099304
2022046,2,57835102,53045592
2022067,1,57845019,5043865993
2022086,1,57882089,53055202
2022086,2,57882089,2327822491
2022134,1,442862132,3971797679
2022134,2,442862132,57847097
2022431,1,57831887,57849161
2022648,1,57932472,65308413
2022648,2,57932472,65319968
2022720,1,4626468583,3695495496
2022720,3,4626468583,2482015169
2022720,4,4626468583,57950848
2022827,1,2406673494,65350747
2022827,2,2406673494,5304146808
2023097,1,57882571,2520487529
2023110,1,4555791445,53101352
2023645,1,57862428,53020742
2024088,1,57846226,65328764
2024088,2,57846226,65328764
2024103,1,57906809,57848747
2024273,1,57806348,65307359
2024417,1,57943003,1179634732
2024493,2,57830120,303721619
2024494,1,57846908,65307359
2024494,2,57846908,53077110
2024498,1,57884194,65336821
2025090,2,57822926,2389189079
2025090,3,57822926,53081214
2025270,1,57903082,53149787
2025270,2,57903082,53059376
2120309,1,110388695,110378141
2120464,1,110429764,2345089833
2120464,2,110429764,110417920
2120735,1,110392642,65295289
2120738,1,110448283,110387122
2120815,1,4882093571,56092117
2120836,1,110382617,65325032
2120851,2,110376590,57835966
2120881,2,110441747,110373692
2120897,1,2505178656,4890740815
2120966,1,110420372,270661889
2121029,1,110413358,415194042
2121029,2,110413358,65327388
2121651,1,110409028,1024389496
2121651,2,110409028,65308413
2121960,1,110384195,110427951
2122181,1,110420634,2804948083
2122181,2,110420634,65329980
2122496,1,110378073,1511349597
2122541,1,110423316,56172825
2122655,1,110431056,65363153
2123489,1,65552587,26028753
2138614,1,2174833740,65319923
2138817,1,55960799,53090336
2138817,2,55960799,53090336
2138817,5,55960799,56125787
2138817,6,55960799,56019122
2138954,1,372761145,4775886104
2138954,2,372761145,4588500422
2139136,1,55953981,1017940143
2139926,1,55969804,62514555
2140600,1,55955387,55959875
2140600,2,55955387,55970897
2179962,1,65465086,65449634
2201634,1,65314345,65291059
2201634,2,65314345,65328349
2201678,1,65363166,257059495
2201708,1,65293870,53081033
2201708,2,65293870,65521447
2201714,1,65306956,65305819
2201852,1,65324701,65295279
2201868,1,65324911,289641874
2201912,1,65329943,1723738865
2201912,2,65329943,65501166
2201952,1,65293797,257037874
2201952,2,65293797,65312616
2201957,1,65319946,65303495
2202050,1,65337433,1440068342
2202072,1,65307404,65317395
2202072,2,65307404,53077629
2202074,1,65354455,53036264
2202418,1,258886222,65306787
2202497,1,65319894,53080971
2202497,2,65319894,65324854
2202525,1,65322310,65300043
2202575,1,65324858,65359314
2202600,1,65307946,1229920640
2202611,1,65307939,53080628
2202611,2,65307939,65317532
2202754,1,65343301,65308413
2202754,2,65343301,53077127
2202875,1,65312219,65327408
2203100,1,65307453,65291286
2203100,2,65307453,110395926
2203197,1,65337883,53108742
2203197,2,65337883,1201336245
2203381,1,5035348354,65484379
2203381,2,5035348354,65305817
2203391,1,65289314,53027373
2203501,1,65375419,65330024
2203666,1,65306564,4061806119
2203695,1,65287612,65300085
2203695,2,65287612,4165593360
2203695,3,65287612,4165593360
2203711,1,420508883,65490298
2204109,1,65330327,65317030
2204109,2,65330327,65305817
2204110,1,65319080,65300097
2204110,2,65319080,65402778
2204161,1,65280373,65319911
2204161,2,65280373,65313866
2204161,3,65280373,65295438
2204161,4,65280373,65308387
2204184,1,3701267856,552853360
2204184,2,3701267856,65577125
2204247,2,65297337,65325032
2204289,1,65296372,65308278
2204408,2,65326714,3799894250
2225713,1,65415820,65303529
2225713,2,65415820,65293779
2225855,2,65409404,65499139
2226342,2,65415879,298938908
2226384,1,65393480,264179586
2226384,2,65393480,342548255
2226478,2,65433245,1087026033
2226734,2,260451518,65310795
2226734,3,260451518,65280473
2226928,1,904984157,65301736
2226928,2,904984157,65504257
2227129,1,65423904,65290291
2227257,2,65438913,65295289
2227257,3,65438913,65327403
2227309,1,65446041,65290960
2227309,2,65446041,65352454
2227325,1,65449757,65350747
2227325,2,65449757,65307463
2227498,1,65488353,615115440
2227499,1,65437230,65477484
2227536,1,65470432,65447449
2227913,1,65417180,809530572
2227913,2,65417180,262921586
2227918,1,65458910,65470772
2227918,2,65458910,65496785
2227954,1,65401453,272296807
2227954,2,65401453,272296807
2228028,1,2499719015,315027141
2228028,2,2499719015,272296807
2228277,1,65420035,615115441
2228452,1,65404017,430047390
2228569,1,65396562,256568550
2228569,2,65396562,65295281
2228699,1,65347163,65367140
2228699,2,65347163,65367140
2228699,3,65347163,65467490
2228789,1,65491747,552853367
2228789,2,65491747,415168410
2229139,1,65389169,3756829243
2229139,2,65389169,4767352325
2229194,1,65471801,347630658
2229194,2,65471801,347630658
2229219,2,65399837,65428836
2229255,1,65393104,65396816
2229399,1,65391844,65466275
2229399,2,65391844,65445384
2229464,1,65492630,65512062
2229908,1,65414858,380222416
2229908,2,65414858,380222416
2230268,1,65398243,65427925
2230482,1,65449672,297253755
2230482,2,65449672,399566424
2231263,1,65421174,297832154
2231832,2,65465668,65550665
2231974,1,65420166,53086204
2232422,2,65430067,65450255
2232461,1,65428779,3997934614
2232461,2,65428779,65499139
2232719,1,257177899,258392738
2232753,1,65445819,65467604
2232765,1,65501700,65395289
2232765,2,65501700,65471080
2232877,1,65437137,522277389
2238768,1,65456047,5272317069
2238768,2,65456047,65425050
2239007,1,65418419,212649759
2239086,1,65664042,1813403924
2239162,1,331742839,65426691
2239342,1,65496873,1813403924
2239342,2,65496873,65537498
2239382,2,4876258727,65480019
2239385,1,2482980010,1079589724
2239477,1,2482980010,65474201
2239536,2,65572288,65673189
2239728,1,667229006,65516038
2239744,1,4167747547,65518445
2239822,1,189800566,65658657
2239822,2,189800566,338841304
2239969,1,65599880,760171332
2239969,2,65599880,2389189079
2240431,1,65453048,262245373
2240464,2,65593442,65529799
2240492,1,663152834,65466435
2240620,1,65461347,522277779
2240704,1,2300503381,1071749777
2240704,2,2300503381,53111685
2240800,1,65428246,65420630
2240994,1,418919752,1071749777
2240994,2,418919752,65445094
2241147,1,65653335,3614216343
2241284,1,65538958,65514295
2241284,2,65538958,65577947
2241355,1,65452983,65485975
2241355,2,65452983,65449634
2241612,1,288985437,65529799
2241726,1,65583237,65573000
2241844,1,4606343861,53077319
2241844,2,4606343861,65516038
2241936,1,65464280,3652272982
2241936,2,65464280,447940142
2241982,1,65425428,65585470
2242167,1,65564306,65500269
2242167,2,65564306,301503417
2242206,1,65444029,2057287663
2242206,2,65444029,65437414
2242236,1,65539172,65470162
2242236,2,65539172,2474962563
2242812,1,2490467747,576919687
2242812,2,2490467747,65576130
2242838,2,65516816,65415943
2243183,1,65578209,187607577
2243183,2,65578209,65523126
2243505,1,312139797,312121518
2243505,2,312139797,5014084173
2243827,1,65467246,57828409
2243827,2,65467246,65489091
2243972,1,65420050,3608363143
2244321,1,3458890528,1786819290
2244700,2,65498010,2299911487
2244864,1,65609261,65603381
2245126,1,2700664956,65506357
2245486,1,65662999,3755243575
2245751,1,432513536,760180038
2245911,1,65465146,301503404
2245911,2,65465146,65459952
2253923,1,592832836,1693949117
2253923,2,592832836,1693949117
2254056,2,62465351,62349977
2254256,1,62521771,249055797
2254256,2,62521771,249055797
2254492,1,62487220,4588500451
2254492,2,62487220,62257528
2254677,3,62397653,62487325
2254677,4,62397653,57955956
2254924,1,62475199,4925709805
2254943,1,2191281513,4626348557
2255154,1,62519584,62196565
2255154,3,62519584,351936403
2255226,2,62219233,356071782
2255433,1,62407729,110443347
2255433,3,62407729,62303760
2255433,4,62407729,4588500440
2256415,1,62465208,3603250429
2256415,2,62465208,110395163
2256662,1,62527863,830820885
2256820,1,62192593,62410736
2256820,2,62192593,62385078
2256825,1,62431381,1357372920
2256904,1,62507044,62445668
2256904,2,62507044,62381320
2256904,3,62507044,62406724
2257216,1,62464110,55956393
2257227,1,447642826,62395465
2257227,2,447642826,62447532
2257300,2,62287795,55986651
2257681,1,62494208,658953566
2258254,2,56101476,56066634
2258542,1,56157011,110399344
2258542,2,56157011,56026695
2258542,3,56157011,56026753
2258636,2,56054520,55984423
2258654,1,56085086,1723739123
2258854,1,3450888616,53026585
2258854,2,3450888616,389743134
2258866,1,56066448,65295293
2259284,1,3355325017,56019176
2259284,2,3355325017,65314241
2259385,1,56117210,65295281
2259385,2,56117210,65312706
2259514,1,3711206596,110384219
2259588,1,56072654,411534836
2259665,1,56040737,2507798695
2259665,2,56040737,56068687
2259847,1,56054685,56068535
2259847,2,56054685,56068535
2260006,1,56042051,56090721
2260089,1,55972107,56085174
2260089,2,55972107,110399259
2260709,1,56024006,56150152
2260709,2,56024006,56038606
2261150,1,56110143,56114196
2261479,1,56078565,56159839
2261875,1,56096291,666739109
2261958,1,56023682,53119364
2262205,1,56096370,56080213
2262248,1,56133532,56129649
2262435,1,56077667,56069836
2262971,1,56122769,3547794727
2262971,2,56122769,56113459
2263212,1,56051677,55970389
2263212,2,56051677,56059570
2263212,3,56051677,3701976378
2264181,2,437610198,56109986
2296514,1,2504483856,65306787
2296514,2,2504483856,461484022
2296983,1,53027861,53082205
2297505,1,53018583,65471366
2297505,2,53018583,1758054026
2299304,1,3379139709,65461355
2299304,2,3379139709,65507382
2299304,3,3379139709,65507382
2299842,1,53074855,1313977116
2300641,1,65468859,65453315
2300641,2,65468859,2494527789
2300892,2,3588189430,57876916
2301949,2,417613064,5377202617
2302136,3,55953948,65317709
2303938,1,65605588,65445384
2303938,2,65605588,65453536
2305705,1,57814198,2389189072
2305705,2,57814198,2389189072
2309678,1,806236726,2460760149
2310789,1,189968422,110961590
2310789,2,189968422,65640056
2310789,3,189968422,65512062
2312265,1,57899496,2463378760
2312406,3,53113943,53114437
2312406,4,53113943,237134303
2313018,1,65474706,65289010
2313221,2,110402647,110382308
2315571,2,65449286,65414026
2316804,1,564614424,971829980
2316804,2,564614424,65628969
2317960,1,56082448,65315504
2318052,1,65456976,65317532
2318367,1,65502655,2427287768
2323762,2,3068551548,56035106
2324255,2,110437541,5021056579
2325206,1,4634927380,53144046
2325206,2,4634927380,259581498
2326280,1,62434923,55942204
2326929,1,4635169940,65601215
2327315,1,53140736,1082915253
2327315,2,53140736,53081490
2327315,3,53140736,4919192266
2327315,4,53140736,4919192266
2329526,1,65303560,65550667
2329948,1,53131351,65446393
2331621,1,1645107509,65619771
2331621,2,1645107509,65413955
2332613,2,65554440,65595768
2332779,1,53123773,53118721
2332779,2,53123773,53018851
2332779,3,53123773,2423707666
2333584,1,53147998,57066388
2333584,2,53147998,57066388
2334026,2,65295449,5014084172
2334262,1,65542983,65633249
2334744,1,53129702,53055553
2334744,3,53129702,3957306823
2335330,2,65424584,65667471
2336390,1,57863668,5271286365
2337959,1,65503346,65419742
2337959,2,65503346,1084467154
2338810,1,57836424,1684055401
2338810,2,57836424,1834943044
2338810,3,57836424,5056520138
